id,help_id,image_path,description,created_at,updated_at
30,12,images/help/MapIcon_l_01.png,"STOPのついたマスでは強制的に停止をさせられ
敵とのバトルが始まります。",2024-04-15 01:18:20,2024-04-15 01:18:20
31,12,,{color: #FFFF00}▼「攻撃」マス{color},2024-04-15 01:18:20,2024-04-15 01:18:20
32,12,images/help/MapIcon_s_02.png,"このマスに止まると
敵から攻撃されダメージを受けてしまいます。",2024-04-15 01:18:20,2024-04-15 01:18:20
33,12,,{color: #FFFF00}▼「ゼニー」マス{color},2024-04-15 01:18:20,2024-04-15 01:18:20
34,12,images/help/MapIcon_s_03.png,"このマスに止まると
ゼニーを手にいれることができます。",2024-04-15 01:18:20,2024-04-15 01:18:20
35,12,,{color: #FFFF00}▼「ホイポイカプセル{color}{color: #0000FF}（青）{color}{color: #FFFF00}」マス{color},2024-04-15 01:18:20,2024-04-15 01:18:20
36,12,images/help/MapIcon_s_04.png,"このマスに止まると
サポートアイテムを手にいれることができます。",2024-04-15 01:18:20,2024-04-15 01:18:20
37,12,,{color: #FFFF00}▼「ホイポイカプセル{color}{color: #FF0000}（赤）{color}{color: #FFFF00}」マス{color},2024-04-15 01:18:20,2024-04-15 01:18:20
38,12,images/help/MapIcon_s_05.png,"このマスに止まると
修業アイテムを手にいれることができます。",2024-04-15 01:18:20,2024-04-15 01:18:20
39,12,,{color: #FFFF00}▼「ホイポイカプセル{color}{color: #CC66FF}（紫）{color}{color: #FFFF00}」マス{color},2024-04-15 01:18:20,2024-04-15 01:18:20
40,12,images/help/MapIcon_s_06.png,"このマスに止まると
覚醒メダルを手にいれることができます。",2024-04-15 01:18:20,2024-04-15 01:18:20
41,12,,{color: #FFFF00}▼「ホイポイカプセル{color}{color: #4DB56A}（緑）{color}{color: #FFFF00}」マス{color},2024-04-15 01:18:20,2024-04-15 01:18:20
42,12,images/help/MapIcon_s_14.png,"このマスに止まると
メモリーメダルを手にいれることができます。",2024-04-15 01:18:20,2024-04-15 01:18:20
43,12,,{color: #FFFF00}▼「パワーアップ」マス{color},2024-04-15 01:18:20,2024-04-15 01:18:20
44,12,images/help/MapIcon_s_07.png,"このマスに止まると
仲間のうち誰か一人の気力がアップします。",2024-04-15 01:18:20,2024-04-15 01:18:20
45,12,,{color: #FFFF00}▼「占いババ」マス{color},2024-04-15 01:18:20,2024-04-15 01:18:20
46,12,images/help/MapIcon_l_02.png,"このマスに止まると
ゼニーと引きかえにアイテムと交換することができます。",2024-04-15 01:18:20,2024-04-15 01:18:20
47,12,,{color: #FFFF00}▼「ドラゴンボール」マス{color},2024-04-15 01:18:20,2024-04-15 01:18:20
48,12,images/help/MapIcon_s_08.png,"このマスに止まると
ドラゴンボールを手にいれることができます。",2024-04-15 01:18:20,2024-04-15 01:18:20
49,12,,{color: #FFFF00}▼「秘宝」マス{color},2024-04-15 01:18:20,2024-04-15 01:18:20
50,12,images/help/MapIcon_s_09a.png,"このマスに止まると
「秘宝」を手にいれることができます。
秘宝はババの交換所でキャラクターやアイテムなどと
交換することができます。",2024-04-15 01:18:20,2024-04-15 01:18:20
51,12,,{color: #FFFF00}▼「潜在能力玉」マス{color},2024-04-15 01:18:20,2024-04-15 01:18:20
52,12,images/help/MapIcon_s_13a.png,"このマスに止まると
「潜在能力玉」や「スキル玉」を
手にいれることができます。
潜在能力玉は、潜在能力の解放に使用し、
スキル玉は、パラメータや潜在能力スキルLvなどの
強化に使用します。",2024-04-15 01:18:20,2024-04-15 01:18:20
53,12,,{color: #FFFF00}▼「リンクスキル玉」マス{color},2024-04-15 01:18:20,2024-04-15 01:18:20
54,12,images/help/MapIcon_s_15.png,"このマスに止まると
「リンクスキル玉」を手に入れることができます。
リンクスキル玉は、リンクスキルをLvUPする際に
使用します。",2024-04-15 01:18:20,2024-04-15 01:18:20
55,12,,{color: #FFFF00}▼「？」マス{color},2024-04-15 01:18:20,2024-04-15 01:18:20
56,12,images/help/MapIcon_s_11.png,"このマスはランダムマスです。
一部の？マスをのぞき、
このマスに止まると基本的には、

　・ゼニー入手
　・アイテム入手
　・気力アップ
　・ダメージ
 
 のいずれかが発生します。",2024-04-15 01:18:20,2024-04-15 01:18:20
57,13,,冒険に出発する際には{color: #FFFF00}ACT{color}を消費します。,2024-04-15 01:18:20,2024-04-15 01:18:20
58,13,images/help/boken_help2.png,"消費するACTはステージの難易度毎に
決められています。

ACTは5分につき、1回復します。
また、ACT回復アイテムか龍石を1つ消費して
ACTを回復することができます。

ACT回復アイテムの詳細については
以下からご確認ください。
「ヘルプ」＞「遊び方」＞「アイテム」＞
「ACT回復アイテム」

龍石消費時のACT回復量は下記の通りです。
・ACTの最大値が50以上のとき、ACTの最大値分回復
・ACTの最大値が50未満のとき、一律でACTが50回復

龍石消費時の回復は、ACTの最大値を
超過しても保持されます。

例えば、ACTの最大値が100、残りACTが50の場合
残りACT(50) + ACTの最大値分(100) 回復して、
残りACTは一時的に150になります。

ただし、ステージに挑戦するには、一時的な増加分は
加味されず、ACTの最大値自体がステージ挑戦に
必要なACTを上回っている必要があります。

※ランクアップすると、ACTが全回復します。
※一度に複数回ランクアップした場合、残りACT+ランクアップ分のACTになります。",2024-04-15 01:18:20,2024-04-15 01:18:20
59,14,,"冒険のステージには、{color: #FFFF00}ドラゴンボール{color}が
落ちていることがあります。

ドラゴンボールが落ちているステージは
「チーム」＞「ドラゴンボール」画面で
未取得のドラゴンボールをタップすることで
確認することができます。

取得するためにはそのマスにとまる必要があるので
マップを見渡し、考えながら先へ進みましょう。",2024-04-15 01:18:20,2024-04-15 01:18:20
60,14,images/help/2_5_1.png,"
また、ドラゴンボールは７つ集めると
{color: #FFFF00}願いを叶える{color}ことができます。",2024-04-15 01:18:20,2024-04-15 01:18:20
61,14,images/help/20160407-2_5_2.png,"どんな願いが叶えられるのかは
自分の目で確かめてみましょう。

なお、その時点で集められる
すべてのドラゴンボールを集め終わると
ドラゴンレーダーは反応しなくなります。

※ドラゴンボールは願いを叶えない限り
   配置が変わることはありません。",2024-04-15 01:18:20,2024-04-15 01:18:20
62,15,,"冒険中（すごろく、バトル中ともに）に
画面右下にある「MENU」から
{color: #FFFF00}「あきらめる」{color}を選択すると、
冒険を途中でやめることが出来ます。",2024-04-15 01:18:20,2024-04-15 01:18:20
63,15,images/help/2_6.png,"バトル中に「あきらめる」をした場合、バトルでなく
冒険自体のリタイアとなるのでご注意ください。

「あきらめる」を選択した場合、バトル勝利で得た
キャラクター経験値以外のアイテムは全て破棄されます。",2024-04-15 01:18:20,2024-04-15 01:18:20
64,17,,"バトル時、集めた{color: #FFFF00}気の玉{color}の数だけ{color: #FFFF00}気力メーター{color}が上昇し、
攻撃力が決まります。",2024-04-15 01:18:20,2024-04-15 01:18:20
65,17,images/help/ki_ball_01.png,"
キャラクターの属性と同色の気の玉を集めた場合のみ、
{color: #FFFF00}通常の2倍{color}気力が上昇し、HPも少し回復します。

※気力メーターは蓄積されず、そのターンのみ
   有効となります。そのため1回の攻撃で
   一定量ためる必要があります。

※キャラクターのスキルやステージのマスの効果によって
   あらかじめ上昇している場合があります。",2024-04-15 01:18:20,2024-04-15 01:18:20
66,18,,"キャラクターはそれぞれ属性を持っています。
相性は下記の通りです。

・{color: #FF3333}力（赤）{color}……{color: #FFCC00}体（橙）{color}に強く、{color: #66CCCC}速（青）{color}に弱い
・{color: #66CCCC}速（青）{color}……{color: #FF3333}力（赤）{color}に強く、{color: #00CC00}技（緑）{color}に弱い
・{color: #00CC00}技（緑）{color}……{color: #66CCCC}速（青）{color}に強く、{color: #CC66FF}知（紫）{color}に弱い
・{color: #CC66FF}知（紫）{color}……{color: #00CC00}技（緑）{color}に強く、{color: #FFCC00}体（橙）{color}に弱い
・{color: #FFCC00}体（橙）{color}……{color: #CC66FF}知（紫）{color}に強く、{color: #FF3333}力（赤）{color}に弱い

有利な属性だとダメージが増加しますが、
不利な属性に攻撃をするとガードが発動し
ダメージが軽減されます。",2024-04-15 01:18:20,2024-04-15 01:18:20
67,18,images/help/3_2_1a.png,"
またキャラクターが「Ｚ覚醒」をすると、
属性に{color: #FFFF00}「超」{color}か{color: #FFFF00}「極」{color}が付きます。（超力、極技など）
この属性になると有利属性への攻撃力が増し
弱点属性への耐久が強化されます。",2024-04-15 01:18:20,2024-04-15 01:18:20
68,18,images/help/3_2_2a.png,"※「超」同士、「極」同士の属性でバトルを行った場合は
   上記５すくみと同等の優劣関係となります。

※「超」から「極」、「極」から「超」に攻撃した場合、
　　どちらの場合もダメージが上昇します。",2024-04-15 01:18:20,2024-04-15 01:18:20
69,19,,"バトル画面で、画面上部の敵アイコンをタッチすると
攻撃対象を切り替えることができます。",2024-04-15 01:18:20,2024-04-15 01:18:20
70,19,images/help/3_3.png,"敵のアイコン上の数値は、
敵が攻撃をしてくるまでのターン数をあらわしており、
この数字が０になったターンで、敵が攻撃をしてきます。

属性の関係や先に倒しておくべきキャラクターなどを
考慮し、戦略的に敵を攻撃しましょう。

また、攻撃対象は、画面下部のバトル順に表示される
敵アイコンをタッチしても切り替えることができます。",2024-04-15 01:18:20,2024-04-15 01:18:20
71,20,,"攻撃順はバトル画面下部に表示されており、
{color: #FFFF00}左のキャラクターから{color}順番に攻撃をしかけていきます。

まだ気の玉を選択する前のキャラクターであれば、
順番を入れ替えることができます。",2024-04-15 01:18:20,2024-04-15 01:18:20
72,20,images/help/enemyturn_01.png,"
敵は最速で攻撃してくる場合は
一番左のキャラクターを、それ以外のときは
{color: #FFFF00}「直前に攻撃をしていたキャラクター」{color}を
狙って攻撃をしかけてきます。",2024-04-15 01:18:20,2024-04-15 01:18:20
73,20,images/help/enemyturn_02.png,"
敵のアイコンの位置を確認して、攻撃を受ける位置に
防御力の高いキャラクターを配置するなど
工夫をしてみましょう。",2024-04-15 01:18:20,2024-04-15 01:18:20
74,21,,"気力メーターを一定量ためることができると
キャラクターは{color: #FFFF00}必殺技{color}を発動させます。

必要な気力の量については
それぞれのキャラクター詳細画面で確認できます。",2024-04-15 01:18:20,2024-04-15 01:18:20
75,21,images/help/specials.png,"上記画像の場合、ATK100％は気力{color: #FFFF00}4{color}、
必殺技を撃つには気力{color: #FFFF00}12{color}必要です。",2024-04-15 01:18:20,2024-04-15 01:18:20
76,22,,"HPバーの下部にある{color: #FFFF00}ドッカンゲージ{color}を全てためたうえで
キャラクターの必殺技が確定すると
{color: #FFFF00}ドッカンモード{color}に突入します。",2024-04-15 01:18:20,2024-04-15 01:18:20
77,22,images/help/dokkanmode_01.png,"
ドッカンモードは必殺技の攻撃力が増し、
全ての敵に命中します。",2024-04-15 01:18:20,2024-04-15 01:18:20
78,22,images/help/dokkanmode_02.png,"ドッカンゲージは気の玉を
集めることでたまっていきます。
キャラクターの属性と同色の気の玉を集めた場合のみ、
{color: #FFFF00}通常の2倍{color}ゲージが上昇します。

※ドッカンゲージは、ステージをまたぐと
　 リセットされます。",2024-04-15 01:18:20,2024-04-15 01:18:20
79,23,,{color: #FFFF00}サポートアイテム{color}は冒険に持っていくことができます。,2024-04-15 01:18:20,2024-04-15 01:18:20
80,23,images/help/4_1_1.png,"HPを回復したり攻撃力を上昇させたりなど、
様々な効果をもったアイテムが存在しますので
各ステージに合ったアイテムを選択しましょう。
（ただし、一部アイテムを除き、1ターンに同じ
アイテムを複数回つかっても効果はありません。）

冒険に持ち込めるアイテムは、ドラゴンボールの願いに
よって増やすことができます。

また、アイテムによって冒険に持ち込める数が
決まっていたり、すごろくでは使用できないなどの
制限があるので注意しましょう。",2024-04-15 01:18:20,2024-04-15 01:18:20
81,24,,"修業の際、{color: #FFFF00}修業アイテム{color}を使用することで
経験値を多く獲得することができます。",2024-04-15 01:18:20,2024-04-15 01:18:20
82,24,images/help/help_training_item.png,"
修業アイテムは冒険やログインボーナス、
ババの交換所などで獲得することができます。",2024-04-15 01:18:20,2024-04-15 01:18:20
83,25,,"{color: #FFFF00}覚醒メダル{color}はキャラクターを覚醒させるために
必要なアイテムです。",2024-04-15 01:18:20,2024-04-15 01:18:20
84,25,images/help/4_3.png,"覚醒に必要なアイテムの種類や数は
キャラクターによって異なります。

覚醒メダルは冒険やログインボーナス、
ババの交換所などで獲得することができます。",2024-04-15 01:18:20,2024-04-15 01:18:20
85,26,,"{color: #FFFF00}フレンド{color}となったユーザーを冒険の際に選択すると
友情ptが多く獲得できます。

最大フレンド数はユーザーRANKが上がると
増加することがあります。

フレンドをたくさん増やして
冒険をより優位に進めましょう。

なお、以下の場合はフレンド申請が行えません。
・自身のフレンド数が上限に到達している
・相手のフレンド数が上限に到達している",2024-04-15 01:18:20,2024-04-15 01:18:20
86,27,,{color: #FFFF00}友情pt{color}があれば{color: #FFFF00}友情ガシャ{color}を回すことができます。,2024-04-15 01:18:20,2024-04-15 01:18:20
87,27,images/help/5_2_1.png,"ガシャで出現するキャラクターは
右下の「出現キャラ一覧」から確認できます。

フレンドになっているユーザーと一緒に冒険に
いくことで100ポイント、それ以外のユーザーの
場合は50ポイント、友情ptがもらえます。

ポイントがもらえるのは1ユーザーにつき
1日1回までとなり、同じユーザーを選択しつづけても
ポイントは増えないので注意しましょう。


※フレンド枠にSPECIALマークがついているものは
　選択しても友情ptの獲得対象にはなりません。",2024-04-15 01:18:20,2024-04-15 01:18:20
88,28,,"機種変更時、他端末へのゲームデータ移行には
下記の方法があります。
１：外部サービスアカウントを使用する方法
２：機種変更コードを使用する方法

{size : 24}{color : #FFFF00}{outline : #FF0000, 2}①外部サービスとの連携{outline}{color}{size} 
1.「メニュー」→「データ連携・バックアップ」 または
タイトル画面下部「連携」→ 連携させたい外部サービスを
選択後、選択した外部サービスにログインすると
データ連携が完了します。",2024-04-15 01:18:20,2024-04-15 01:18:20
89,28,images/help/account_help_07.png,"2.初回ゲーム開始時に「続きからはじめる」を選択し
連携した外部サービスにてログインすると
引き継ぎが完了します。",2024-04-15 01:18:20,2024-04-15 01:18:20
90,28,images/help/account_link02.png,"{color : #FFFF00}※購入途中状態の商品がある場合
その購入処理は破棄されます。{color}
{color : #FFFF00}※異なるプラットフォーム間の引き継ぎの場合
「龍石」を引き継ぐことはできません。{color}
{color : #FFFF00}※異なるプラットフォーム間の引き継ぎの場合
「デイリー龍石」の権利を引き継ぐことはできません。{color}
{color : #FFFF00}※異なるプラットフォームへ引き継ぎを行う場合
Googleアカウント連携、Facebookアカウント連携をご利用ください。{color}
※外部サービス連携中に連携した
外部サービスアカウントは削除しないようご注意下さい。
データ引き継ぎが行えなくなります。
※外部サービスを使ったデータ引き継ぎを行った場合
既に発行されていた機種変更コードは無効となります。
※アカウント連携/引き継ぎは通信環境の良いところで
行って下さい。データが破損する可能性があります。
※複数の外部サービスとの連携が可能です。
※一つの外部サービスアカウントに複数のゲームデータを
保存することはできません。
{color : #FFFF00}※「Appleでサインイン」はiOS13以降にバージョンアップされているユーザーにのみ表示されます。{color}
",2024-04-15 01:18:20,2024-04-15 01:18:20
91,29,,"冒険途中でアプリを再起動した場合
中断した箇所から再開されます。

※中断データを破棄した場合、
　冒険で得たアイテムは破棄されます。
　また消費したACT、冒険中に使用した
　アイテムももどってこないため、ご注意ください。",2024-04-15 01:18:20,2024-04-15 01:18:20
92,30,,{color: #FFFF00}ミッション{color}内にあるお題を達成することで、様々な報酬を獲得することができます。,2024-04-15 01:18:20,2024-04-15 01:18:20
93,30,images/help/help_mission_01.png,"{center: begin}デイリーミッション{center}
{center: begin}ノーマルミッション{center}
{center: begin}イベントミッション{center}
{center: begin}試練ミッション{center}
{center: begin}追憶の扉{center}

ミッションは上記の5つのカテゴリーに分かれています。

また「イベントミッション」には、イベントと連動する
期間が限定されたミッションもあります。
達成済の報酬はいつでも受け取ることができます。
ただし、デイリーミッションに限っては、
ミッションの切り替わり時間を過ぎてしまうと
報酬を受け取れなくなってしまうので
注意しましょう。",2024-04-15 01:18:20,2024-04-15 01:18:20
94,31,,"ホーム画面の「ミッション」アイコン{color: #FFFF00}「！」{color}マークは
報酬受け取り可能なミッションがあることを
示しています。",2024-04-15 01:18:20,2024-04-15 01:18:20
95,31,images/help/6_2.png,"
受け取り可能な件数はミッションアイコンをタップすると確認できます。

また{color: #FFFF00}「NEW」{color}マークは、まだ詳細画面を
確認していないものを表しています。",2024-04-15 01:18:20,2024-04-15 01:18:20
96,32,,"ミッションを達成すると、ミッション一覧画面で
{color: #FFFF00}「CLEARED!」{color}と表示され、枠が黄色になり
枠をタップすると報酬を受け取ることができます。",2024-04-15 01:18:20,2024-04-15 01:18:20
97,32,images/help/help_mission_cleare_01.png,"報酬はプレゼントボックスではなく、
直接付与されるのでご注意下さい。

達成の進捗状況は一覧で「達成度」として表示され、
確認することができます。
（「１度の冒険で〜」といった条件付のものは、
　最高記録が達成度として表示されます）

達成済の報酬はいつでも受け取ることができますが
デイリーミッションに限っては、
ミッションの切り替わりまでに
報酬を受け取らなければならないので
注意しましょう。",2024-04-15 01:18:20,2024-04-15 01:18:20
100,34,,"{color : #FFFF00}「交換所」{color}では、交換ptやゼニー、秘宝を使ってアイテムを入手することができます。 

{size:25}{color : #FFFF00}▼交換pt{color}{size}",2024-04-15 01:18:20,2024-04-15 01:18:20
101,34,images/help/howto_trade01.png,"・「交換pt」で手に入る商品は、一定時間が経過するか、
　龍石を消費することで入れ替わります。

・どんな商品が並ぶかは、ランダムで抽選されます。

・ 販売中の商品枠は最初は少ないですが
　交換ptを使うことで増やすことができます。

・商品は稀に貴重な商品が並んだり
　セールをすることがあります。

{color : #FF0000}※交換所での販売価格、交換pt変換時の価格は予告なく
　 変更となる場合がありますので、予めご了承下さい。{color}",2024-04-15 01:18:20,2024-04-15 01:18:20
102,35,,"{color : #FFFF00}交換pt{color}は、所持しているキャラクターやアイテムと
引き換えに増やすことができます。

",2024-04-15 01:18:20,2024-04-15 01:18:20
103,35,images/help/howto_trade03_3.png,"・交換ptに換えた際の価格は、
　キャラクターやアイテム毎に異なります。
　また、{color : #FF0000}一度交換ptに換えたキャラクターや
  アイテムは元には戻せない{color}ので注意しましょう。

・アイテムによっては占いババが引き取ってくれない
  ものもあります。",2024-04-15 01:18:20,2024-04-15 01:18:20
104,35,images/help/howto_trade06_2.png,,2024-04-15 01:18:20,2024-04-15 01:18:20
105,36,,"交換所には、{color : #FFFF00}ゼニー{color}と交換できるものが存在します。
",2024-04-15 01:18:20,2024-04-15 01:18:20
106,36,,"・ゼニーで販売されている商品の中には
　購入回数の上限に達すると一定時間が経過するまで
　再購入することができない商品もあります。

 ・販売されている商品は基本的に決まっており
　稀に更新されます。",2024-04-15 01:18:20,2024-04-15 01:18:20
107,36,images/help/howto_trade04a.png,,2024-04-15 01:18:20,2024-04-15 01:18:20
108,37,,交換所では、{color : #FFFF00}秘宝{color}と交換できるものが存在します。,2024-04-15 01:18:20,2024-04-15 01:18:20
109,37,images/help/news_banner_event_20160315_D_large.png,"・商品によって、交換に必要な秘宝の種類と数が
　決まっています。

・秘宝はエリア16「それぞれの再会」以降のマップや
　特定のイベントなどで入手することができます。",2024-04-15 01:18:20,2024-04-15 01:18:20
110,37,,"・商品によって交換期限があるものも存在しています。

・秘宝の種類は随時追加されます。",2024-04-15 01:18:20,2024-04-15 01:18:20
111,38,,"・交換所は「いらないもの」を交換ptに交換しておき
　「ほしいもの」を見つけて購入する場所です。

・イベントで集めて余ってしまったメダルやアイテムは
　使う機会がなければ交換ptに交換してしまいましょう。

・またイベントで取り逃した覚醒メダルが
　販売されるかもしれません。交換ptの商品が
　更新されたら、チェックしてみましょう。",2024-04-15 01:18:20,2024-04-15 01:18:20
