id,name,race,sex,size
258,パラガス,0,0,4
259,ガーリックJr.,0,0,4
260,スーパーガーリックJr.,0,0,4
261,孫悟空(少年期),0,0,4
262,ピッコロ大魔王(老),0,0,4
263,ピッコロ大魔王,0,0,4
264,マジュニア,0,0,4
266,ムラサキ曹長,0,0,4
267,ブルー将軍,0,0,4
268,チチ(少女期),0,0,4
269,ヤムチャ,0,0,4
270,クリリン（少年期）,0,0,4
271,亀仙人(MAXパワー),0,0,4
272,アックマン,0,0,4
273,ミイラくん,0,0,4
274,ドラキュラマン,0,0,4
275,ベジット,0,0,4
276,ゴテンクス,0,0,4
277,ベクウ,0,0,4
278,超サイヤ人トランクス(幼年期),0,0,4
279,超サイヤ人孫悟天(幼年期),0,0,4
280,グレートサイヤマン,0,0,4
281,孫悟空,0,0,4
282,ベジータ,0,0,4
283,クウラ,0,0,4
284,クウラ(最終形態),0,0,4
285,サウザー,0,0,4
286,ドーレ,0,0,4
287,ネイズ,0,0,4
288,人造人間13号,0,0,4
289,合体13号,0,0,4
290,人造人間14号,0,0,4
291,人造人間15号,0,0,4
292,ボージャック,0,0,4
293,フルパワーボージャック,0,0,4
294,ザンギャ,0,0,4
295,ゴクア,0,0,4
296,ビドー,0,0,4
297,ブージン,0,0,4
298,ターレス,0,0,4
299,天津飯,0,0,4
300,孫悟空,0,0,4
301,人造人間17号(未来),0,0,4
302,人造人間18号(未来),0,0,4
303,シサミ,0,0,4
304,天津飯,0,0,4
305,孫悟飯(少年期),0,0,4
306,超サイヤ人孫悟飯(少年期),0,0,4
307,超サイヤ人2孫悟飯(少年期),0,0,4
308,ヒルデガーン,0,0,10
309,ヒルデガーン(上半身),0,0,10
310,ヒルデガーン(下半身),0,0,10
311,ヒルデガーン,0,0,10
312,ホイ,0,0,4
313,タピオン,0,0,4
314,ミノシア,0,0,4
315,ジャネンバ（デカキャラ）,0,0,10
317,大猿バーダック,0,0,10
318,大猿孫悟空(少年期),0,0,10
319,大猿ベジータ,0,0,10
320,大猿,0,0,10
321,孫悟空(天使),0,0,4
322,孫悟飯(少年期),0,0,4
323,グレートサイヤマン2号,0,0,4
324,孫悟空(GT),0,0,4
326,パン(GT),0,0,4
327,超サイヤ人トランクス(GT),0,0,4
328,ベジータ(GT),0,0,4
329,ドクター・ミュー,0,0,4
330,超サイヤ人孫悟空(GT),0,0,4
331,超サイヤ人2孫悟空(GT),0,0,4
332,超サイヤ人3孫悟空(GT),0,0,4
334,ミスター・サタン(GT),0,0,4
335,超サイヤ人3 ベジータ,0,0,4
336,超サイヤ人4ベジータ,0,0,4
337,レジック,0,0,4
338,ムッチー,0,0,4
339,スーパーΣII,0,0,4
341,超サイヤ人孫悟飯(GT),0,0,4
342,孫悟空,0,0,4
343,チャパ王,0,0,4
344,ウーロン,0,0,4
345,超サイヤ人孫悟空,0,0,4
346,孫悟飯(青年期),0,0,4
347,超サイヤ人孫悟飯(青年期),0,0,4
348,超サイヤ人2孫悟飯(青年期),0,0,4
349,フリーザ(フルパワー),0,0,4
350,超サイヤ人ゴッド孫悟空_限界突破かめはめ波,0,0,4
351,ハッチヒャック,0,0,4
352,スーパーハッチヒャック,0,0,4
353,ドクター・ライチー,0,0,4
354,アービー,0,0,4
355,キンカーン,0,0,4
356,スカッド,0,0,4
357,ミスター・ポポ,0,0,4
358,武泰斗,0,0,4
359,キビト,0,0,4
360,キビト神,0,0,4
361,界王神,0,0,4
362,-,0,0,4
363,魔人ブウ(ピッコロ吸収),0,0,4
364,魔人ブウ(アルティメット悟飯吸収),0,0,4
365,魔人ブウ(ゴテンクス吸収),0,0,4
366,グレートサイヤマン,0,0,4
367,メタルクウラ・コア,0,0,10
368,メタルクウラ,0,0,4
369,ロボット兵,0,0,4
370,孫悟空,0,0,4
371,ウーブ(少年期),0,0,4
373,孫悟空,0,0,4
374,トランクス(少年期)_ビクトリーキャノン,0,0,4
375,孫悟天(少年期)_かめはめ波,0,0,4
376,ブルマ,0,0,4
377,ミスター・サタン像 (金),0,0,4
378,ミスター・サタン像 (銀),0,0,4
379,ミスター・サタン像 (銅),0,0,4
380,アモンド,0,0,4
381,レズン,0,0,4
382,ラカセイ,0,0,4
383,老界王神,0,0,4
384,カカオ,0,0,4
385,ブルマ,0,0,4
386,ダイーズ,0,0,4
387,超サイヤ人孫悟空,0,0,4
388,スーパーウーブ,0,0,4
389,孫悟天(GT),0,0,4
390,孫悟天(GT),0,0,4
391,超サイヤ人ベジータ(GT),0,0,4
392,ナッパ(青年期),0,0,4
393,超サイヤ人3トランクス(青年期),0,0,4
394,ミスター・サタン,0,0,4
398,餃子,0,0,4
399,兎人参化,0,0,4
400,ブルマ,0,0,4
401,ランチ,0,0,4
402,超サイヤ人2孫悟空(天使),0,0,4
403,超サイヤ人3孫悟空(天使),0,0,4
404,アンゴル,0,0,4
405,モア,0,0,4
407,-,0,0,4
408,超サイヤ人孫悟空,0,0,4
409,超サイヤ人2ベジータ,0,0,4
410,トランクス,0,0,4
411,トランクス(青年期),0,0,4
412,クリリン,0,0,4
413,大界王神,0,0,4
414,人造人間18号,0,0,4
416,孫悟飯(じいちゃん),0,0,4
417,ビーデル,0,0,4
418,クリリン(ピッコロ道着),0,0,4
419,デンデ,0,0,4
420,孫悟飯（Zソード）,0,0,4
421,ギラン,0,0,4
422,ブラック参謀,0,0,4
423,孫悟空（気功弾）,0,0,4
425,孫悟空（プロテクター）,0,0,4
426,超サイヤ人ベジータ,0,0,4
429,ゴテンクス(失敗)A,0,0,4
430,ゴテンクス(失敗)B,0,0,4
433,神様,0,0,4
434,トワ,0,0,4
435,ミラ,0,0,4
436,魔神ドミグラ,0,0,4
437,超サイヤ人トランクス(ゼノ),0,0,4
438,スーパージャネンバ,0,0,4
439,超サイヤ人孫悟空(天使),0,0,4
440,超サイヤ人ベジータ(天使),0,0,4
441,スラッグ,0,0,4
442,大猿ナッパ,0,0,10
443,大猿ラディッツ,0,0,10
444,ターレス(大猿),0,0,10
445,マジュニア(巨大化),0,0,10
446,超サイヤ人2トランクス(青年期),0,0,4
447,グレートサイヤマン(SS2),0,0,4
448,マジュニア,0,0,4
449,ウーブ(青年期),0,0,4
450,超ゴジータ,0,0,4
451,ターブル,0,0,4
453,バイオブロリー,0,0,4
454,亀仙人,0,0,4
455,ブルマ,0,0,4
456,時の界王神,0,0,4
457,超サイヤ人ゴテンクス,0,0,4
458,超ベジータ,0,0,4
459,ナム,0,0,4
460,バクテリアン,0,0,4
461,ミスター・サタン像(プラチナ),0,0,4
462,孫悟飯(未来),0,0,4
463,超サイヤ人トランクス(未来),0,0,4
465,ヘルファイター17号,0,0,4
466,人造人間18号(GT),0,0,4
467,ルード,0,0,10
468,ルード(パン吸収),0,0,10
469,ボンパラ,0,0,4
470,ズーナマ,0,0,8
471,イメッガ兵,0,0,4
472,ムッチー・モッチー ,0,0,4
473,リルド将軍,0,0,4
474,ハイパーメガリルド,0,0,4
475,メタルリルド,0,0,4
476,スーパーΣ,0,0,4
477,スーパーΣIII,0,0,4
478,ネージ,0,0,4
479,ナット,0,0,4
480,超17号,0,0,4
481,ベビー(少年体),0,0,4
482,ベジータベビー,0,0,4
483,スーパーベビー1,0,0,4
484,スーパーベビー2,0,0,4
486,シュラ,0,0,4
487,メラ,0,0,4
488,ゴラ,0,0,4
489,トランクス(GT),0,0,4
490,牛魔王,0,0,4
492,ホワイト将軍,0,0,4
496,男狼,0,0,4
497,パンプット,0,0,4
498,ニッキー,0,0,4
499,ジンジャー,0,0,4
500,サンショ,0,0,4
504,超サイヤ人4孫悟空,0,0,4
507,孫悟飯(GT),0,0,4
509,孫悟飯(GT)(寄生),0,0,4
510,孫悟天(GT)(寄生),0,0,4
511,トランクス(GT)(寄生),0,0,4
512,超サイヤ人孫悟飯(GT)(寄生),0,0,4
513,超サイヤ人孫悟天(GT)(寄生),0,0,4
514,超サイヤ人トランクス(GT)(寄生),0,0,4
515,一星龍,0,0,4
516,二星龍,0,0,4
517,三星龍,0,0,4
518,四星龍,0,0,4
519,五星龍,0,0,4
520,六星龍,0,0,4
521,六星龍(乙姫),0,0,4
522,七星龍,0,0,8
523,超一星龍,0,0,4
524,超七星龍,0,0,9
528,大猿セリパ,0,0,10
529,大猿パンブーキン,0,0,10
530,大猿トテッポ,0,0,10
531,大猿トーマ,0,0,10
532,ベビー(大猿),0,0,10
535,超ベジット,0,0,4
537,クリリン(少年期),0,0,4
538,リベト,0,0,4
539,ビース,0,0,4
540,ドクター・ウイロー,0,0,10
541,ピッコロ(洗脳),0,0,4
542,バイオマン,0,0,4
546,ドクター・コーチン,0,0,4
548,ボタモ,0,0,4
549,フロスト,0,0,4
550,フロスト(突撃形態),0,0,4
551,フロスト(最終形態),0,0,4
552,キャベ,0,0,4
553,超サイヤ人キャベ,0,0,4
554,マゲッタ,0,0,4
556,ヒット,0,0,4
558,パン(GT)(ハニー),0,0,4
559,スーパーパイクーハン,0,0,4
560,ゴテンクス(青年期),0,0,4
561,超サイヤ人ゴテンクス(青年期),0,0,4
562,ヤムチャ(キノコ頭),0,0,4
571,界王,0,0,4
572,メズ,0,0,4
573,ゴズ,0,0,4
574,ジャネンバベビー,0,0,4
575,魔人ブウ(純粋)(バビディ吸収),0,0,4
577,超サイヤ人3ゴテンクス(青年期),0,0,4
581,ビルス(寝間着),0,0,4
582,シャンパ,0,0,4
583,ヴァドス,0,0,4
586,ルシフェル,0,0,4
587,孫悟空,0,0,4
588,超サイヤ人GSS孫悟空(界王拳),0,0,4
589,超サイヤ人孫悟空,0,0,4
590,超サイヤ人孫悟天(GT),0,0,4
591,マイティマスク (超サイヤ人),0,0,4
592,孫悟空,0,0,4
594,魔人ブウ(南の界王神吸収),0,0,4
595,西の界王神,0,0,4
596,南の界王神,0,0,4
597,北の界王神,0,0,4
598,超サイヤ人3孫悟飯(青年期),0,0,4
599,超サイヤ人3バーダック,0,0,4
603,トランクス(幼年期),0,0,4
604,トランクス(幼年期),0,0,4
605,バイオ戦士,0,0,4
606,バイオ戦士,0,0,4
607,バイオ戦士,0,0,4
608,超3悟空(GT)(黄金大猿),0,0,10
609,孫悟空(界王拳),0,0,4
611,超サイヤ人3ゴテンクス,0,0,4
612,カロリー,0,0,4
613,ヤムハン,0,0,4
614,孫悟空(少年期),0,0,4
615,ウサギ団団員A,0,0,4
616,ウサギ団団員B,0,0,4
617,孫悟空,0,0,4
618,孫悟空,0,0,4
619,超サイヤ人孫悟空,0,0,4
620,ブルマ(少女期),0,0,4
621,ゴクウブラック,0,0,4
622,人造人間17号&18号,0,0,4
623,トランクス(青年期)(未来),0,0,4
624,超サイヤ人トランクス(未来),0,0,4
625,マイ(未来),0,0,4
626,超サイヤ人3ベジータ(GT),0,0,4
627,フウラ,0,0,4
628,パンデル,0,0,4
629,バーロット,0,0,4
630,チャオマン,0,0,4
631,ブラパン,0,0,4
632,ジャネンブウ,0,0,4
633,テッカ,0,0,4
634,ピニッジ,0,0,4
635,則巻アラレ,0,0,4
636,則巻アラレ,0,0,4
637,則巻アラレ,0,0,4
638,則巻アラレ,0,0,4
639,孫悟空(少年期),0,0,4
640,スッパマン,0,0,4
642,オボッチャマン,0,0,4
643,ブルー将軍,0,0,4
644,桃白白,0,0,4
645,ザマス,0,0,4
646,超サイヤ人トランクス(青年期),0,0,4
648,超サイヤ人孫悟飯(少年期),0,0,4
650,アボ,0,0,4
651,カド,0,0,4
652,合体アカ,0,0,8
653,超サイヤ人ゴッドSSベジット,0,0,4
654,ゴクウブラック(超サイヤ人ロゼ),0,0,4
655,超サイヤ人ゴッドSS孫悟空,0,0,4
656,超サイヤ人ゴッドSSベジータ,0,0,4
658,超サイヤ人トランクス(未来),0,0,4
659,超サイヤ人トランクス(未来),0,0,4
660,ザマス,0,0,4
661,合体ザマス,0,0,4
662,合体ザマス,0,0,4
663,ヤムチャ,0,0,4
664,亀仙人,0,0,4
665,超サイヤ人ベジータ(GT),0,0,4
666,ビーデル(GT)(寄生),0,0,4
667,超サイヤ人孫悟飯(青年期),0,0,4
668,ブルマ(少女期),0,0,4
669,超サイヤ人孫悟飯(少年期),0,0,4
700,孫悟飯(幼年期),0,0,4
701,超17号,0,0,4
702,天津飯,0,0,4
703,孫悟飯(幼年期),0,0,4
704,仮面のサイヤ人,0,0,4
705,仮面のサイヤ人,0,0,4
707,ベジータ,0,0,4
708,超サイヤ人2バーダック,0,0,4
709,孫悟空(GT),0,0,4
710,孫悟空Jr.,0,0,4
711,超サイヤ人孫悟空Jr.,0,0,4
712,マンバ,0,0,4
713,ゲットー,0,0,4
714,ラッカル,0,0,4
715,妖魔王,0,0,4
716,ブロリー,0,0,4
717,超サイヤ人ブロリー,0,0,4
718,伝説の超サイヤ人ブロリー,0,0,4
719,ヤムチャ,0,0,4
720,人造人間17号,0,0,4
721,超サイヤ人孫悟空(天使)(超界王拳),0,0,4
722,パーフェクトセル(天使),0,0,4
723,フリーザ(最終形態)(天使),0,0,4
724,コルド大王(天使),0,0,4
725,スーパージャネンバ,0,0,4
727,ゴクウブラック&ザマス,0,0,4
728,ゴクウブラック(超サイヤ人ロゼ)＆ザマス,0,0,4
730,バイオブロリー(巨大化),0,0,10
732,超サイヤ人3ブロリー,0,0,4
733,ベジータ,0,0,4
734,ヤムチャ,0,0,4
735,ブルマ,0,0,4
736,超サイヤ人4ゴジータ,0,0,4
737,ケール(暴走),0,0,4
738,超サイヤ人2カリフラ,0,0,4
739,修業用ジンコウマン,0,0,4
740,超サイヤ人2孫悟空(GT),0,0,4
741,超サイヤ人3孫悟空(GT),0,0,4
742,ミスター・サタン,0,0,4
743,ベジータJr.,0,0,4
744,超サイヤ人ベジータJr.,0,0,4
745,ランファン,0,0,4
746,ヤムチャ,0,0,4
747,天津飯,0,0,4
748,天津飯,0,0,4
749,ミスター・サタン像(ダイヤ),0,0,4
750,バジル,0,0,4
751,ラベンダ,0,0,4
752,ベルガモ,0,0,4
753,ベルガモ(巨大化),0,0,10
754,トッポ,0,0,4
755,魔人ブウ（シェイプアップ）,0,0,4
756,ユーリン,0,0,4
757,ゴールデンフリーザ(天使),0,0,4
758,亀仙人(呪縛),0,0,4
759,人造人間17号,0,0,4
760,人造人間18号,0,0,4
761,第9宇宙の刺客,0,0,4
762,アルティメット孫悟飯,0,0,4
763,ビルスイス,0,0,4
764,セルーザ,0,0,4
765,トランクス(幼年期)&孫悟天(幼年期),0,0,4
766,天津飯&餃子,0,0,4
767,天津飯&餃子,0,0,4
768,孫悟飯,0,0,4
769,ベジット(アメ玉),0,0,4
772,大界王,0,0,4
773,孫悟空,0,0,4
774,ゴクア,0,0,4
775,孫悟空(身勝手の極意“兆”),0,0,4
776,孫悟飯(幼年期),0,0,4
777,超ベジット,0,0,4
778,暗黒トワ,0,0,4
780,超サイヤ人2ベジータ&ブルマ,0,0,4
781,孫悟飯(少年期),0,0,4
782,ゴクウブラック(超サイヤ人ロゼ),0,0,4
783,人造人間18号,0,0,4
784,超サイヤ人ケフラ,0,0,4
786,ベジータ,0,0,4
787,スラッグ兵,0,0,4
788,アンギラ,0,0,4
789,ドロダボ,0,0,4
790,メダマッチャ,0,0,4
791,パンチマシン,0,0,4
792,孫悟空&ベジータ,0,0,4
793,孫悟空(天使)&ベジータ(天使),0,0,4
794,グレートサイヤマン,0,0,4
795,グレートサイヤマン2号,0,0,4
796,孫悟空,0,0,4
797,超サイヤ人孫悟空&超サイヤ人ベジータ,0,0,4
798,超サイヤ人孫悟空(天使)&超サイヤ人ベジータ(天使),0,0,4
799,孫悟飯(幼年期),0,0,4
800,老界王神(居眠り),0,0,4
801,チチ(少女期),0,0,4
803,ブラ,0,0,4
804,モンナ,0,0,4
805,モンナ(巨大化),0,0,10
806,超サイヤ人2ケール,0,0,4
807,亀仙人,0,0,4
808,孫悟空(身勝手の極意“兆”),0,0,4
809,超サイヤ人ゴッドSS孫悟空,0,0,4
810,超サイヤ人2ケフラ,0,0,4
811,スーパーリブリアン,0,0,4
812,ジレン,0,0,4
813,ジレン,0,0,4
814,トッポ(破壊神モード),0,0,4
815,超サイヤ人2キャベ,0,0,4
816,リブリアン,0,0,4
818,ロージィ,0,0,4
819,カクンサ,0,0,4
820,カーセラル,0,0,4
821,カリフラ,0,0,4
822,ケール,0,0,4
823,孫悟空(身勝手の極意),0,0,4
824,ディスポ,0,0,4
825,ターレス,0,0,4
826,超サイヤ人ゴッド孫悟空,0,0,4
827,孫悟飯(幼年期),0,0,4
828,ビルス&ウイス,0,0,4
829,ヤジロベー,0,0,4
830,超サイヤ人ゴッドSSベジータ(進化),0,0,4
831,孫悟空,0,0,4
832,サオネル,0,0,4
833,ピリナ,0,0,4
834,アニラーザ,0,0,10
835,ジレン,0,0,4
836,スラッグ(巨大化),0,0,10
838,リブリアン(巨大化),0,0,10
839,バーダック,0,0,4
840,バーダック,0,0,4
841,トランクス(青年期)(未来),0,0,4
842,トランクス(青年期)(未来)&マイ(未来),0,0,4
843,超フルパワーサイヤ人4孫悟空,0,0,4
844,トランクス(幼年期)&孫悟天(幼年期)&マーロン,0,0,4
845,超サイヤ人ゴッドSSベジータ,0,0,4
846,孫悟空,0,0,4
847,密猟者(A),0,0,4
848,密猟者(B),0,0,4
849,孫悟空(GT),0,0,4
850,人造人間21号(通常),0,0,4
851,人造人間21号(変身),0,0,4
853,孫悟空(界王拳),0,0,4
854,超サイヤ人トランクス(未来),0,0,4
855,超サイヤ人孫悟空,0,0,4
856,超サイヤ人2孫悟空,0,0,4
857,超サイヤ人3孫悟空,0,0,4
858,超サイヤ人ゴッド孫悟空,0,0,4
859,ブロリー(怒り),0,0,4
860,超サイヤ人ブロリー,0,0,4
861,人造人間21号(変身・善),0,0,4
862,人造人間21号(変身・悪),0,0,4
863,クローン魔人ブウ,0,0,4
864,クローン孫悟空,0,0,4
865,クローンベジータ,0,0,4
866,クローン孫悟飯,0,0,4
867,クローンピッコロ,0,0,4
868,クローンヤムチャ,0,0,4
869,クローン天津飯,0,0,4
870,ブロリー,0,0,4
871,クローンクリリン,0,0,4
872,クローントランクス,0,0,4
873,ベジータ,0,0,4
874,セル(完全体),0,0,4
875,グレートサイヤマン1号&2号,0,0,4
876,孫悟空&フリーザ(最終形態)(天使),0,0,4
877,超サイヤ人孫悟飯(GT),0,0,4
878,フリーザ(最終形態),0,0,4
880,トービ,0,0,4
881,キャビラ,0,0,4
882,トオロ,0,0,4
883,ブリアン・デ・シャトー,0,0,4
884,孫悟空(界王拳),0,0,4
885,超サイヤ人ゴテンクス&ゴースト,0,0,4
886,孫悟飯(青年期),0,0,4
887,ベジータ,0,0,4
888,ヤムチャ&プーアル,0,0,4
889,超サイヤ人孫悟空,0,0,4
892,超サイヤ人ベジータ,0,0,4
893,ピッコロ,0,0,4
894,ピッコロ,0,0,4
895,グルメス,0,0,4
896,ボンゴ,0,0,4
897,パスタ,0,0,4
898,クリリン,0,0,4
899,餃子,0,0,4
900,超サイヤ人ベジータ,0,0,4
901,ビルス(モナカの着ぐるみ),0,0,4
902,ビルス(モナカの着ぐるみ),0,0,4
903,人造人間18号,0,0,4
904,超サイヤ人3孫悟空(ゼノ),0,0,4
905,超サイヤ人3ベジータ(ゼノ),0,0,4
906,時の界王神(時の力解放),0,0,4
907,超ミラ,0,0,4
908,魔神ドミグラ(魔強化形態),0,0,4
909,暗黒仮面王,0,0,4
910,黒仮面のサイヤ人,0,0,4
911,人造人間18号(リンク状態),0,0,4
912,孫悟飯(青年期)&ビーデル,0,0,4
913,トランクス(青年期)(未来),0,0,4
914,バビディ&ダーブラ,0,0,4
915,フロスト(フルパワー),0,0,4
916,ボタマゲッタ,0,0,4
917,ゴクウブラック(超サイヤ人ロゼ),0,0,4
919,トランクス(幼年期)＆マイ,0,0,4
920,フリーザ(フルパワー),0,0,4
921,魔人ベジータ,0,0,4
923,超サイヤ人孫悟空,0,0,4
924,超サイヤ人ゴッド孫悟空,0,0,4
925,超サイヤ人ベジータ,0,0,4
926,超サイヤ人ゴッドベジータ,0,0,4
927,孫悟空,0,0,4
928,超サイヤ人ゴッドSS孫悟空,0,0,4
929,ベジータ,0,0,4
930,超サイヤ人ゴッドSSベジータ,0,0,4
931,超サイヤ人ゴジータ,0,0,4
932,超サイヤ人ゴッドSSゴジータ,0,0,4
933,超サイヤ人ブロリー(フルパワー),0,0,4
934,ガステル,0,0,4
935,アリジゴクもどき,0,0,10
936,ギル,0,0,4
937,グリール,0,0,4
938,グリール(複製),0,0,4
939,複製ベジータ,0,0,4
940,複製ベジータ(超サイヤ人ゴッドSS),0,0,4
941,孫悟空(GT)&パン(GT)&トランクス(GT),0,0,4
942,大ダニ,0,0,4
944,パラガス,0,0,4
945,ブロリー,0,0,4
946,ベジータ,0,0,4
949,孫悟空(少年期),0,0,4
950,超サイヤ人ゴッドベジータ,0,0,4
951,孫悟空(少年期)&則巻アラレ,0,0,4
952,亀仙人,0,0,4
954,天津飯,0,0,4
955,鶴仙人,0,0,4
956,メタリック軍曹,0,0,4
957,孫悟空(DOKKAN武闘伝),0,0,4
958,ベジータ(DOKKAN武闘伝),0,0,4
959,五星龍,0,0,4
960,カリフラ&ケール,0,0,4
961,超サイヤ人カリフラ&超サイヤ人ケール,0,0,4
962,超サイヤ人2カリフラ&超サイヤ人2ケール,0,0,4
963,孫悟飯(青年期)&孫悟天(幼年期),0,0,4
964,超サイヤ人孫悟飯(青年期)&超サイヤ人孫悟天(幼年期),0,0,4
965,サオネル&ピリナ,0,0,4
966,超サイヤ人トランクス(未来),0,0,4
967,合体ザマス,0,0,4
968,ミスター・サタン,0,0,4
969,ビート,0,0,4
970,グレートサイヤマン4号,0,0,4
971,グレートサイヤマン3号,0,0,4
972,シーラス,0,0,4
973,シーラス(融合体),0,0,4
974,ゴワス,0,0,4
976,ハッチャン,0,0,4
977,メカフリーザ&コルド大王,0,0,4
978,トランクス(青年期)(未来),0,0,4
979,超サイヤ人トランクス(未来),0,0,4
981,アムズ(第二形態),0,0,4
982,アムズ(第三形態),0,0,4
983,孫悟空(ゼノ),0,0,4
984,ベジータ(ゼノ),0,0,4
986,孫悟空,0,0,4
987,フリーザ(最終形態),0,0,4
988,ゴジータ,0,0,4
989,孫悟飯(青年期),0,0,4
990,超サイヤ人孫悟飯(青年期),0,0,4
991,超サイヤ人孫悟空,0,0,4
992,孫悟空(少年期)&ブルマ(少女期),0,0,4
993,孫悟天(幼年期),0,0,4
994,超サイヤ人孫悟天(幼年期),0,0,4
995,超サイヤ人トランクス(幼年期),0,0,4
997,人造人間16号,0,0,4
998,ピッコロ,0,0,4
999,人造人間18号,0,0,4
1000,人造人間18号,0,0,4
1001,人造人間18号,0,0,4
1002,パーフェクトセル,0,0,4
1003,ベジータ,0,0,4
1004,超サイヤ人孫悟飯(少年期),0,0,4
1005,超サイヤ人孫悟空,0,0,4
1006,超サイヤ人2孫悟飯(少年期),0,0,4
