id,budokai_box_ranking_id,start_value,end_value,created_at,updated_at
331001,331,1,1,2024-06-17 02:02:12,2024-06-17 02:02:12
331002,331,2,3,2024-06-17 02:02:12,2024-06-17 02:02:12
331004,331,4,10,2024-06-17 02:02:12,2024-06-17 02:02:12
331011,331,11,20,2024-06-17 02:02:12,2024-06-17 02:02:12
331021,331,21,50,2024-06-17 02:02:12,2024-06-17 02:02:12
331051,331,51,100,2024-06-17 02:02:12,2024-06-17 02:02:12
331101,331,101,150,2024-06-17 02:02:12,2024-06-17 02:02:12
331151,331,151,200,2024-06-17 02:02:12,2024-06-17 02:02:12
331201,331,201,250,2024-06-17 02:02:12,2024-06-17 02:02:12
331251,331,251,300,2024-06-17 02:02:12,2024-06-17 02:02:12
341001,341,1,1,2024-06-17 02:02:12,2024-06-17 02:02:12
341002,341,2,3,2024-06-17 02:02:12,2024-06-17 02:02:12
341004,341,4,10,2024-06-17 02:02:12,2024-06-17 02:02:12
341011,341,11,20,2024-06-17 02:02:12,2024-06-17 02:02:12
341021,341,21,50,2024-06-17 02:02:12,2024-06-17 02:02:12
341051,341,51,100,2024-06-17 02:02:12,2024-06-17 02:02:12
341101,341,101,150,2024-06-17 02:02:12,2024-06-17 02:02:12
341151,341,151,200,2024-06-17 02:02:12,2024-06-17 02:02:12
341201,341,201,250,2024-06-17 02:02:12,2024-06-17 02:02:12
341251,341,251,300,2024-06-17 02:02:12,2024-06-17 02:02:12
351001,351,1,1,2024-06-17 02:02:12,2024-06-17 02:02:12
351002,351,2,3,2024-06-17 02:02:12,2024-06-17 02:02:12
351004,351,4,10,2024-06-17 02:02:12,2024-06-17 02:02:12
351011,351,11,20,2024-06-17 02:02:12,2024-06-17 02:02:12
351021,351,21,50,2024-06-17 02:02:12,2024-06-17 02:02:12
351051,351,51,100,2024-06-17 02:02:12,2024-06-17 02:02:12
351101,351,101,150,2024-06-17 02:02:12,2024-06-17 02:02:12
351151,351,151,200,2024-06-17 02:02:12,2024-06-17 02:02:12
351201,351,201,250,2024-06-17 02:02:12,2024-06-17 02:02:12
351251,351,251,300,2024-06-17 02:02:12,2024-06-17 02:02:12
361001,361,1,1,2024-06-17 02:02:12,2024-06-17 02:02:12
361002,361,2,3,2024-06-17 02:02:12,2024-06-17 02:02:12
361004,361,4,10,2024-06-17 02:02:12,2024-06-17 02:02:12
361011,361,11,20,2024-06-17 02:02:12,2024-06-17 02:02:12
361021,361,21,50,2024-06-17 02:02:12,2024-06-17 02:02:12
361051,361,51,100,2024-06-17 02:02:12,2024-06-17 02:02:12
361101,361,101,150,2024-06-17 02:02:12,2024-06-17 02:02:12
361151,361,151,200,2024-06-17 02:02:12,2024-06-17 02:02:12
361201,361,201,250,2024-06-17 02:02:12,2024-06-17 02:02:12
361251,361,251,300,2024-06-17 02:02:12,2024-06-17 02:02:12
371001,371,1,1,2024-06-17 02:02:12,2024-06-17 02:02:12
371002,371,2,3,2024-06-17 02:02:12,2024-06-17 02:02:12
371004,371,4,10,2024-06-17 02:02:12,2024-06-17 02:02:12
371011,371,11,20,2024-06-17 02:02:12,2024-06-17 02:02:12
371021,371,21,50,2024-06-17 02:02:12,2024-06-17 02:02:12
371051,371,51,100,2024-06-17 02:02:12,2024-06-17 02:02:12
371101,371,101,150,2024-06-17 02:02:12,2024-06-17 02:02:12
371151,371,151,200,2024-06-17 02:02:12,2024-06-17 02:02:12
371201,371,201,250,2024-06-17 02:02:12,2024-06-17 02:02:12
371251,371,251,300,2024-06-17 02:02:12,2024-06-17 02:02:12
381001,381,1,1,2024-06-17 02:02:12,2024-06-17 02:02:12
381002,381,2,3,2024-06-17 02:02:12,2024-06-17 02:02:12
381004,381,4,10,2024-06-17 02:02:12,2024-06-17 02:02:12
381011,381,11,20,2024-06-17 02:02:12,2024-06-17 02:02:12
381021,381,21,50,2024-06-17 02:02:12,2024-06-17 02:02:12
381051,381,51,100,2024-06-17 02:02:12,2024-06-17 02:02:12
381101,381,101,150,2024-06-17 02:02:12,2024-06-17 02:02:12
381151,381,151,200,2024-06-17 02:02:12,2024-06-17 02:02:12
381201,381,201,250,2024-06-17 02:02:12,2024-06-17 02:02:12
381251,381,251,300,2024-06-17 02:02:12,2024-06-17 02:02:12
391001,391,1,1,2024-06-17 02:02:12,2024-06-17 02:02:12
391002,391,2,3,2024-06-17 02:02:12,2024-06-17 02:02:12
391004,391,4,10,2024-06-17 02:02:12,2024-06-17 02:02:12
391011,391,11,20,2024-06-17 02:02:12,2024-06-17 02:02:12
391021,391,21,50,2024-06-17 02:02:12,2024-06-17 02:02:12
391051,391,51,100,2024-06-17 02:02:12,2024-06-17 02:02:12
391101,391,101,150,2024-06-17 02:02:12,2024-06-17 02:02:12
391151,391,151,200,2024-06-17 02:02:12,2024-06-17 02:02:12
391201,391,201,250,2024-06-17 02:02:12,2024-06-17 02:02:12
391251,391,251,300,2024-06-17 02:02:12,2024-06-17 02:02:12
401001,401,1,1,2024-06-17 02:02:12,2024-06-17 02:02:12
401002,401,2,3,2024-06-17 02:02:12,2024-06-17 02:02:12
401004,401,4,10,2024-06-17 02:02:12,2024-06-17 02:02:12
401011,401,11,20,2024-06-17 02:02:12,2024-06-17 02:02:12
401021,401,21,50,2024-06-17 02:02:12,2024-06-17 02:02:12
401051,401,51,100,2024-06-17 02:02:12,2024-06-17 02:02:12
401101,401,101,150,2024-06-17 02:02:12,2024-06-17 02:02:12
401151,401,151,200,2024-06-17 02:02:12,2024-06-17 02:02:12
401201,401,201,250,2024-06-17 02:02:12,2024-06-17 02:02:12
401251,401,251,300,2024-06-17 02:02:12,2024-06-17 02:02:12
411001,411,1,1,2024-06-17 02:02:12,2024-06-17 02:02:12
411002,411,2,3,2024-06-17 02:02:12,2024-06-17 02:02:12
411004,411,4,10,2024-06-17 02:02:12,2024-06-17 02:02:12
411011,411,11,20,2024-06-17 02:02:12,2024-06-17 02:02:12
411021,411,21,50,2024-06-17 02:02:12,2024-06-17 02:02:12
411051,411,51,100,2024-06-17 02:02:12,2024-06-17 02:02:12
411101,411,101,150,2024-06-17 02:02:12,2024-06-17 02:02:12
411151,411,151,200,2024-06-17 02:02:12,2024-06-17 02:02:12
411201,411,201,250,2024-06-17 02:02:12,2024-06-17 02:02:12
411251,411,251,300,2024-06-17 02:02:12,2024-06-17 02:02:12
421001,421,1,1,2024-06-17 02:02:12,2024-06-17 02:02:12
421002,421,2,3,2024-06-17 02:02:12,2024-06-17 02:02:12
421004,421,4,10,2024-06-17 02:02:12,2024-06-17 02:02:12
421011,421,11,20,2024-06-17 02:02:12,2024-06-17 02:02:12
421021,421,21,50,2024-06-17 02:02:12,2024-06-17 02:02:12
421051,421,51,100,2024-06-17 02:02:12,2024-06-17 02:02:12
421101,421,101,150,2024-06-17 02:02:12,2024-06-17 02:02:12
421151,421,151,200,2024-06-17 02:02:12,2024-06-17 02:02:12
421201,421,201,250,2024-06-17 02:02:12,2024-06-17 02:02:12
421251,421,251,300,2024-06-17 02:02:12,2024-06-17 02:02:12
431001,431,1,1,2024-06-17 02:02:12,2024-06-17 02:02:12
431002,431,2,3,2024-06-17 02:02:12,2024-06-17 02:02:12
431004,431,4,10,2024-06-17 02:02:12,2024-06-17 02:02:12
431011,431,11,20,2024-06-17 02:02:12,2024-06-17 02:02:12
431021,431,21,50,2024-06-17 02:02:12,2024-06-17 02:02:12
431051,431,51,100,2024-06-17 02:02:12,2024-06-17 02:02:12
431101,431,101,150,2024-06-17 02:02:12,2024-06-17 02:02:12
431151,431,151,200,2024-06-17 02:02:12,2024-06-17 02:02:12
431201,431,201,250,2024-06-17 02:02:12,2024-06-17 02:02:12
431251,431,251,300,2024-06-17 02:02:12,2024-06-17 02:02:12
441001,441,1,1,2024-06-17 02:02:12,2024-06-17 02:02:12
441002,441,2,3,2024-06-17 02:02:12,2024-06-17 02:02:12
441004,441,4,10,2024-06-17 02:02:12,2024-06-17 02:02:12
441011,441,11,20,2024-06-17 02:02:12,2024-06-17 02:02:12
441021,441,21,50,2024-06-17 02:02:12,2024-06-17 02:02:12
441051,441,51,100,2024-06-17 02:02:12,2024-06-17 02:02:12
441101,441,101,150,2024-06-17 02:02:12,2024-06-17 02:02:12
441151,441,151,200,2024-06-17 02:02:12,2024-06-17 02:02:12
441201,441,201,250,2024-06-17 02:02:12,2024-06-17 02:02:12
441251,441,251,300,2024-06-17 02:02:12,2024-06-17 02:02:12
451001,451,1,1,2024-06-17 02:02:12,2024-06-17 02:02:12
451002,451,2,3,2024-06-17 02:02:12,2024-06-17 02:02:12
451004,451,4,10,2024-06-17 02:02:12,2024-06-17 02:02:12
451011,451,11,20,2024-06-17 02:02:12,2024-06-17 02:02:12
451021,451,21,50,2024-06-17 02:02:12,2024-06-17 02:02:12
451051,451,51,100,2024-06-17 02:02:12,2024-06-17 02:02:12
451101,451,101,150,2024-06-17 02:02:12,2024-06-17 02:02:12
451151,451,151,200,2024-06-17 02:02:12,2024-06-17 02:02:12
451201,451,201,250,2024-06-17 02:02:12,2024-06-17 02:02:12
451251,451,251,300,2024-06-17 02:02:12,2024-06-17 02:02:12
461001,461,1,1,2024-06-17 02:02:12,2024-06-17 02:02:12
461002,461,2,3,2024-06-17 02:02:12,2024-06-17 02:02:12
461004,461,4,10,2024-06-17 02:02:12,2024-06-17 02:02:12
461011,461,11,20,2024-06-17 02:02:12,2024-06-17 02:02:12
461021,461,21,50,2024-06-17 02:02:12,2024-06-17 02:02:12
461051,461,51,100,2024-06-17 02:02:12,2024-06-17 02:02:12
461101,461,101,150,2024-06-17 02:02:12,2024-06-17 02:02:12
461151,461,151,200,2024-06-17 02:02:12,2024-06-17 02:02:12
461201,461,201,250,2024-06-17 02:02:12,2024-06-17 02:02:12
461251,461,251,300,2024-06-17 02:02:12,2024-06-17 02:02:12
471001,471,1,1,2024-06-17 02:02:12,2024-06-17 02:02:12
471002,471,2,3,2024-06-17 02:02:12,2024-06-17 02:02:12
471004,471,4,10,2024-06-17 02:02:12,2024-06-17 02:02:12
471011,471,11,20,2024-06-17 02:02:12,2024-06-17 02:02:12
471021,471,21,50,2024-06-17 02:02:12,2024-06-17 02:02:12
471051,471,51,100,2024-06-17 02:02:12,2024-06-17 02:02:12
471101,471,101,150,2024-06-17 02:02:12,2024-06-17 02:02:12
471151,471,151,200,2024-06-17 02:02:12,2024-06-17 02:02:12
471201,471,201,250,2024-06-17 02:02:12,2024-06-17 02:02:12
471251,471,251,300,2024-06-17 02:02:12,2024-06-17 02:02:12
481001,481,1,1,2024-06-17 02:02:12,2024-06-17 02:02:12
481002,481,2,3,2024-06-17 02:02:12,2024-06-17 02:02:12
481004,481,4,10,2024-06-17 02:02:12,2024-06-17 02:02:12
481011,481,11,20,2024-06-17 02:02:12,2024-06-17 02:02:12
481021,481,21,50,2024-06-17 02:02:12,2024-06-17 02:02:12
481051,481,51,100,2024-06-17 02:02:12,2024-06-17 02:02:12
481101,481,101,150,2024-06-17 02:02:12,2024-06-17 02:02:12
481151,481,151,200,2024-06-17 02:02:12,2024-06-17 02:02:12
481201,481,201,250,2024-06-17 02:02:12,2024-06-17 02:02:12
481251,481,251,300,2024-06-17 02:02:12,2024-06-17 02:02:12
491001,491,1,1,2024-06-17 02:02:12,2024-06-17 02:02:12
491002,491,2,3,2024-06-17 02:02:12,2024-06-17 02:02:12
491004,491,4,10,2024-06-17 02:02:12,2024-06-17 02:02:12
491011,491,11,20,2024-06-17 02:02:12,2024-06-17 02:02:12
491021,491,21,50,2024-06-17 02:02:12,2024-06-17 02:02:12
491051,491,51,100,2024-06-17 02:02:12,2024-06-17 02:02:12
491101,491,101,150,2024-06-17 02:02:12,2024-06-17 02:02:12
491151,491,151,200,2024-06-17 02:02:12,2024-06-17 02:02:12
491201,491,201,250,2024-06-17 02:02:12,2024-06-17 02:02:12
491251,491,251,300,2024-06-17 02:02:12,2024-06-17 02:02:12
501001,501,1,1,2024-06-17 02:02:12,2024-06-17 02:02:12
501002,501,2,3,2024-06-17 02:02:12,2024-06-17 02:02:12
501004,501,4,10,2024-06-17 02:02:12,2024-06-17 02:02:12
501011,501,11,20,2024-06-17 02:02:12,2024-06-17 02:02:12
501021,501,21,50,2024-06-17 02:02:12,2024-06-17 02:02:12
501051,501,51,100,2024-06-17 02:02:12,2024-06-17 02:02:12
501101,501,101,150,2024-06-17 02:02:12,2024-06-17 02:02:12
501151,501,151,200,2024-06-17 02:02:12,2024-06-17 02:02:12
501201,501,201,250,2024-06-17 02:02:12,2024-06-17 02:02:12
501251,501,251,300,2024-06-17 02:02:12,2024-06-17 02:02:12
511001,511,1,1,2024-06-17 02:02:12,2024-06-17 02:02:12
511002,511,2,3,2024-06-17 02:02:12,2024-06-17 02:02:12
511004,511,4,10,2024-06-17 02:02:12,2024-06-17 02:02:12
511011,511,11,20,2024-06-17 02:02:12,2024-06-17 02:02:12
511021,511,21,50,2024-06-17 02:02:12,2024-06-17 02:02:12
511051,511,51,100,2024-06-17 02:02:12,2024-06-17 02:02:12
511101,511,101,150,2024-06-17 02:02:12,2024-06-17 02:02:12
511151,511,151,200,2024-06-17 02:02:12,2024-06-17 02:02:12
511201,511,201,250,2024-06-17 02:02:12,2024-06-17 02:02:12
511251,511,251,300,2024-06-17 02:02:12,2024-06-17 02:02:12
521001,521,1,1,2024-06-17 02:02:12,2024-06-17 02:02:12
521002,521,2,3,2024-06-17 02:02:12,2024-06-17 02:02:12
521004,521,4,10,2024-06-17 02:02:12,2024-06-17 02:02:12
521011,521,11,20,2024-06-17 02:02:12,2024-06-17 02:02:12
521021,521,21,50,2024-06-17 02:02:12,2024-06-17 02:02:12
521051,521,51,100,2024-06-17 02:02:12,2024-06-17 02:02:12
521101,521,101,150,2024-06-17 02:02:12,2024-06-17 02:02:12
521151,521,151,200,2024-06-17 02:02:12,2024-06-17 02:02:12
521201,521,201,250,2024-06-17 02:02:12,2024-06-17 02:02:12
521251,521,251,300,2024-06-17 02:02:12,2024-06-17 02:02:12
531001,531,1,1,2024-06-17 02:02:12,2024-06-17 02:02:12
531002,531,2,3,2024-06-17 02:02:12,2024-06-17 02:02:12
531004,531,4,10,2024-06-17 02:02:12,2024-06-17 02:02:12
531011,531,11,20,2024-06-17 02:02:12,2024-06-17 02:02:12
531021,531,21,50,2024-06-17 02:02:12,2024-06-17 02:02:12
531051,531,51,100,2024-06-17 02:02:12,2024-06-17 02:02:12
531101,531,101,150,2024-06-17 02:02:12,2024-06-17 02:02:12
531151,531,151,200,2024-06-17 02:02:12,2024-06-17 02:02:12
531201,531,201,250,2024-06-17 02:02:12,2024-06-17 02:02:12
531251,531,251,300,2024-06-17 02:02:12,2024-06-17 02:02:12
10221001,10221,1,1,2024-06-17 02:02:12,2024-06-17 02:02:12
10221002,10221,2,3,2024-06-17 02:02:12,2024-06-17 02:02:12
10221004,10221,4,10,2024-06-17 02:02:12,2024-06-17 02:02:12
10221011,10221,11,20,2024-06-17 02:02:12,2024-06-17 02:02:12
10221021,10221,21,50,2024-06-17 02:02:12,2024-06-17 02:02:12
10221051,10221,51,100,2024-06-17 02:02:12,2024-06-17 02:02:12
10221101,10221,101,150,2024-06-17 02:02:12,2024-06-17 02:02:12
10221151,10221,151,200,2024-06-17 02:02:12,2024-06-17 02:02:12
10221201,10221,201,250,2024-06-17 02:02:12,2024-06-17 02:02:12
