id,passive_skill_set_id,passive_skill_id
2350000,235,235
2360000,236,236
2360001,236,1000236
2370000,237,237
2380000,238,238
2390000,239,239
2400000,240,240
2410000,241,241
2410001,241,1000241
2420000,242,242
2420001,242,1000242
2430000,243,243
2430001,243,1000243
2440000,244,244
2450000,245,245
2460000,246,246
2460001,246,1000246
2470000,247,247
2480000,248,248
2490000,249,249
2500000,250,250
2510000,251,251
2520000,252,252
2530000,253,253
2540000,254,254
2550000,255,255
2560000,256,256
2570000,257,257
2580000,258,258
2590000,259,259
2600000,260,260
2610000,261,261
2610001,261,1000261
2620000,262,262
2630000,263,263
2640000,264,264
2650000,265,265
2660000,266,266
2670000,267,267
2680000,268,268
2690000,269,269
2690001,269,1000269
2700000,270,270
2700001,270,1000270
2710000,271,271
2710001,271,1000271
2720000,272,272
2720001,272,1000272
2730000,273,273
2730001,273,1000273
2740000,274,274
2750000,275,275
2760000,276,276
2770000,277,277
2780000,278,278
2780001,278,1000278
2790000,279,279
2800000,280,280
2810000,281,281
2820000,282,282
2830000,283,283
2840000,284,284
2850000,285,285
2860000,286,286
2870000,287,287
2880000,288,288
2890000,289,289
2900000,290,290
2910000,291,291
2920000,292,292
2930000,293,293
2940000,294,294
2950000,295,295
2950001,295,1000295
2960000,296,296
2970000,297,297
2980000,298,298
2980001,298,1000298
2990000,299,299
3000000,300,300
3010000,301,301
3020000,302,302
3020001,302,1000302
3030000,303,303
3040000,304,304
3050000,305,305
3060000,306,306
3070000,307,307
3080000,308,308
3090000,309,309
3100000,310,310
3110000,311,311
3120000,312,312
3130000,313,313
3140000,314,314
3150000,315,315
3160000,316,316
3170000,317,317
3180000,318,318
3180001,318,1000318
3190000,319,319
3200000,320,320
3200001,320,1000320
3210000,321,321
3220000,322,322
3230000,323,323
3240000,324,324
3250000,325,325
3260000,326,326
3260001,326,1000326
3270000,327,327
3280000,328,328
3290000,329,329
3300000,330,330
3310000,331,331
3320000,332,332
3330000,333,333
3340000,334,334
3350000,335,335
3360000,336,336
3370000,337,337
3370001,337,1000337
3380000,338,338
3390000,339,339
3400000,340,340
3400001,340,1000340
3410000,341,341
3420000,342,342
3430000,343,343
3440000,344,344
3450000,345,345
3460000,346,346
3470000,347,347
3480000,348,348
3480001,348,1000348
3490000,349,349
3500000,350,350
3510000,351,351
3520000,352,352
3530000,353,353
3540000,354,354
3540001,354,1000354
3550000,355,355
3560000,356,356
3570000,357,357
3580000,358,358
3590000,359,359
3600000,360,360
3610000,361,361
3620000,362,362
3630000,363,363
3640000,364,364
3650000,365,365
3660000,366,366
3670000,367,367
3680000,368,368
3690000,369,369
3700000,370,370
3710000,371,371
3710001,371,1000371
3720000,372,372
3730000,373,373
3740000,374,374
3750000,375,375
3760000,376,376
3770000,377,377
3860000,386,386
3870000,387,387
3880000,388,388
3890000,389,389
3900000,390,390
3910000,391,391
3920000,392,392
3930000,393,393
3940000,394,394
3950000,395,395
3960000,396,396
4000000,400,400
4010000,401,401
4020000,402,402
4030000,403,403
4040000,404,404
4040001,404,1000404
4050000,405,405
4050001,405,1000405
4060000,406,406
4070000,407,407
4080000,408,408
4090000,409,409
4100000,410,410
4100001,410,1000410
4110000,411,411
4110001,411,1000411
4120000,412,412
4130000,413,413
4130001,413,1000413
4140000,414,414
4170000,417,417
4180000,418,418
4190000,419,419
4200000,420,420
4210000,421,421
4220000,422,422
4230000,423,423
4240000,424,424
4250000,425,425
4260000,426,426
4260001,426,1000426
4270000,427,427
4280000,428,428
4290000,429,429
4300000,430,430
4310000,431,431
4320000,432,432
4350000,435,435
4360000,436,436
4370000,437,437
4380000,438,438
4390000,439,439
4400000,440,440
4400001,440,1000440
4410000,441,441
4420000,442,442
4430000,443,443
4440000,444,444
4450000,445,445
4460000,446,446
4470000,447,447
4480000,448,448
4490000,449,449
4490001,449,1000449
4500000,450,450
4510000,451,451
4520000,452,452
4530000,453,453
4540000,454,454
4550000,455,455
4560000,456,456
4570000,457,457
4570001,457,1000457
4580000,458,458
4580001,458,1000458
4590000,459,459
4590001,459,1000459
4600000,460,460
4600001,460,1000460
4610000,461,461
4620000,462,462
4620001,462,1000462
4630000,463,463
4640000,464,464
4650000,465,465
4660000,466,466
4660001,466,1000466
4670000,467,467
4680000,468,468
4690000,469,469
4700000,470,470
4710000,471,471
4720000,472,472
4730000,473,473
4740000,474,474
4750000,475,475
4750001,475,1000475
4760000,476,476
4770000,477,477
4780000,478,478
4790000,479,479
4800000,480,480
4800001,480,1000480
4810000,481,481
4810001,481,1000481
4850000,485,485
4860000,486,486
4870000,487,487
4880000,488,488
4890000,489,489
4900000,490,490
4910000,491,491
4920000,492,492
4930000,493,493
4940000,494,494
4940001,494,1000494
4950000,495,495
4950001,495,1000495
4960000,496,496
4970000,497,497
4980000,498,498
4990000,499,499
5000000,500,500
5010000,501,501
5010001,501,1000501
5020000,502,502
5030000,503,503
5040000,504,504
5050000,505,505
5060000,506,506
5060001,506,1000506
5070000,507,507
5070001,507,1000507
5080000,508,508
5090000,509,509
5100000,510,510
5110000,511,511
5120000,512,512
5130000,513,513
5140000,514,514
5140001,514,1000514
5150000,515,515
5160000,516,516
5160001,516,1000516
5170000,517,517
5170001,517,1000517
5180000,518,518
5190000,519,519
5200000,520,520
5210000,521,521
5220000,522,522
5230000,523,523
5240000,524,524
5250000,525,525
5260000,526,526
5270000,527,527
5280000,528,528
5280001,528,1000528
5290000,529,529
5300000,530,530
5310000,531,531
5310001,531,1000531
5320000,532,532
5320001,532,1000532
5330000,533,533
5330001,533,1000533
5340000,534,534
5340001,534,1000534
5350000,535,535
5350001,535,1000535
5360000,536,536
5360001,536,1000536
5370000,537,537
5370001,537,1000537
5380000,538,538
5380001,538,1000538
5390000,539,539
5400000,540,540
5410000,541,541
5420000,542,542
5430000,543,543
5440000,544,544
5450000,545,545
5460000,546,546
5470000,547,547
5500000,550,550
5510000,551,551
5520000,552,552
5520001,552,1000552
5530000,553,553
5530001,553,1000553
5540000,554,554
5540001,554,1000554
5550000,555,555
5560000,556,556
5570000,557,557
5580000,558,558
5580001,558,1000558
5590000,559,559
5600000,560,560
5610000,561,561
5620000,562,562
5630000,563,563
5640000,564,564
5650000,565,565
5660000,566,566
5670000,567,567
5680000,568,568
5690000,569,569
5690001,569,1000569
5700000,570,570
5700001,570,1000570
5710000,571,571
5710001,571,1000571
5720000,572,572
5730000,573,573
5740000,574,574
5750000,575,575
5760000,576,576
5770000,577,577
5770001,577,1000577
5780000,578,578
5790000,579,579
5790001,579,1000579
5800000,580,580
5800001,580,1000580
5810000,581,581
5810001,581,1000581
5820000,582,582
5820001,582,1000582
5830000,583,583
5830001,583,1000583
5840000,584,584
5840001,584,1000584
5850000,585,585
5850001,585,1000585
5860000,586,586
5860001,586,1000586
5870000,587,587
5870001,587,1000587
5880000,588,588
5880001,588,1000588
5890000,589,589
5930000,593,593
5940000,594,594
5950000,595,595
5950001,595,1000595
5960000,596,596
5960001,596,1000596
5970000,597,597
5970001,597,1000597
5980000,598,598
5980001,598,1000598
5990000,599,599
6000000,600,600
6010000,601,601
6010001,601,1000601
6020000,602,602
6030000,603,603
6040000,604,604
6050000,605,605
6060000,606,606
6060001,606,1000606
6070000,607,607
6070001,607,1000607
6080000,608,608
6080001,608,1000608
6090000,609,609
6090001,609,1000609
6100000,610,610
6110000,611,611
6110001,611,1000611
6120000,612,612
6130000,613,613
6140000,614,614
6150000,615,615
6160000,616,616
6170000,617,617
6180000,618,618
6190000,619,619
6200000,620,620
6210000,621,621
6220000,622,622
6230000,623,623
6240000,624,624
6250000,625,625
6260000,626,626
6270000,627,627
6280000,628,628
6280001,628,1000628
6290000,629,629
6290001,629,1000629
6300000,630,630
6300001,630,1000630
6310000,631,631
6310001,631,1000631
6320000,632,632
6320001,632,1000632
6330000,633,633
6330001,633,1000633
6340000,634,634
6350000,635,635
6360000,636,636
6370000,637,637
6380000,638,638
6380001,638,1000638
6390000,639,639
6390001,639,1000639
6400000,640,640
6410000,641,641
6420000,642,642
6430000,643,643
6440000,644,644
6450000,645,645
6450001,645,1000645
6460000,646,646
6470000,647,647
6480000,648,648
6480001,648,1000648
6490000,649,649
6490001,649,1000649
6500000,650,650
6500001,650,1000650
6510000,651,651
6520000,652,652
6520001,652,1000652
6530000,653,653
6530001,653,1000653
6540000,654,654
6540001,654,1000654
6550000,655,655
6560000,656,656
6570000,657,657
6570001,657,1000657
6580000,658,658
6580001,658,1000658
6590000,659,659
6600000,660,660
6610000,661,661
6610001,661,1000661
6620000,662,662
6620001,662,1000662
6630000,663,663
6630001,663,1000663
6640000,664,664
6640001,664,1000664
6650000,665,665
6650001,665,1000665
6660000,666,666
6670000,667,667
6680000,668,668
6690000,669,669
6700000,670,670
6710000,671,671
6720000,672,672
6720001,672,1000672
6730000,673,673
6740000,674,674
6750000,675,675
6750001,675,1000675
6760000,676,676
6770000,677,677
6770001,677,1000677
6780000,678,678
6780001,678,1000678
6790000,679,679
6790001,679,1000679
6800000,680,680
6800001,680,1000680
6810000,681,681
6820000,682,682
6830000,683,683
6840000,684,684
6850000,685,685
6850001,685,1000685
6860000,686,686
6870000,687,687
6880000,688,688
6890000,689,689
6900000,690,690
6910000,691,691
6920000,692,692
6930000,693,693
6940000,694,694
6950000,695,695
6960000,696,696
6960001,696,1000696
6970000,697,697
6970001,697,1000697
6980000,698,698
6990000,699,699
7000000,700,700
7010000,701,701
7010001,701,1000701
7020000,702,702
7030000,703,703
7040000,704,704
7040001,704,1000704
7050000,705,705
7050001,705,1000705
7060000,706,706
7060001,706,1000706
7070000,707,707
7070001,707,1000707
7080000,708,708
7080001,708,1000708
7090000,709,709
7090001,709,1000709
7100000,710,710
7110000,711,711
7120000,712,712
7130000,713,713
7140000,714,714
7150000,715,715
7160000,716,716
7160001,716,1000716
7170000,717,717
7180000,718,718
7190000,719,719
7190001,719,1000719
7200000,720,720
7210000,721,721
7210001,721,1000721
7220000,722,722
7230000,723,723
7240000,724,724
7250000,725,725
7250001,725,1000725
7250002,725,2000725
7260000,726,726
7260001,726,1000726
7260002,726,2000726
7270000,727,727
7270001,727,1000727
7280000,728,728
7280001,728,1000728
7290000,729,729
7300000,730,730
7310000,731,731
7310001,731,1000731
7320000,732,732
7320001,732,1000732
7330000,733,733
7340000,734,734
7340001,734,1000734
7350000,735,735
7350001,735,1000735
7360000,736,736
7360001,736,1000736
7370000,737,737
7380000,738,738
7390000,739,739
7390001,739,1000739
7400000,740,740
7410000,741,741
7420000,742,742
7430000,743,743
7430001,743,1000743
7440000,744,744
7450000,745,745
7460000,746,746
7470000,747,747
7480000,748,748
7490000,749,749
7500000,750,750
7510000,751,751
7520000,752,752
7530000,753,753
7540000,754,754
7550000,755,755
7550001,755,1000755
7560000,756,756
7560001,756,1000756
7570000,757,757
7570001,757,1000757
7580000,758,758
7580001,758,1000758
7590000,759,759
7590001,759,1000759
7600000,760,760
7600001,760,1000760
7610000,761,761
7610001,761,1000761
7620000,762,762
7630000,763,763
7630001,763,1000763
7640000,764,764
7650000,765,765
7660000,766,766
7660001,766,1000766
7670000,767,767
7670001,767,1000767
7680000,768,768
7690000,769,769
7690001,769,1000769
7700000,770,770
7710000,771,771
7720000,772,772
7720001,772,1000772
7730000,773,773
7730001,773,1000773
7740000,774,774
7740001,774,1000774
7750000,775,775
7760000,776,776
7770000,777,777
7770001,777,1000777
7780000,778,778
7780001,778,1000778
7780002,778,2000778
7780003,778,3000778
7780004,778,4000778
7790000,779,779
7790001,779,1000779
7790002,779,2000779
7790003,779,3000779
7790004,779,4000779
7800000,780,780
7800001,780,1000780
7800002,780,2000780
7800003,780,3000780
7800004,780,4000780
7810000,781,781
7810001,781,1000781
7810002,781,2000781
7810003,781,3000781
7810004,781,4000781
7820000,782,782
7830000,783,783
7840000,784,784
7850000,785,785
7860000,786,786
7860001,786,1000786
7870000,787,787
7870001,787,1000787
7880000,788,788
7880001,788,1000788
7890000,789,789
7900000,790,790
7900001,790,1000790
7910000,791,791
7910001,791,1000791
7920000,792,792
7930000,793,793
7930001,793,1000793
7940000,794,794
7940001,794,1000794
7950000,795,795
7960000,796,796
7970000,797,797
7970001,797,1000797
7980000,798,798
7980001,798,1000798
7990000,799,799
7990001,799,1000799
8000000,800,800
8000001,800,1000800
8010000,801,801
8020000,802,802
8020001,802,1000802
8030000,803,803
8030001,803,1000803
8040000,804,804
8040001,804,1000804
8050000,805,805
8060000,806,806
8060001,806,1000806
8070000,807,807
8070001,807,1000807
8080000,808,808
8080001,808,1000808
8090000,809,809
8090001,809,1000809
8100000,810,810
8100001,810,1000810
8110000,811,811
8120000,812,812
8120001,812,1000812
8130000,813,813
8130001,813,1000813
8140000,814,814
8150000,815,815
8160000,816,816
8160001,816,1000816
8170000,817,817
8170001,817,1000817
8180000,818,818
8180001,818,1000818
8190000,819,819
8200000,820,820
8210000,821,821
8210001,821,1000821
8220000,822,822
8220001,822,1000822
8230000,823,823
8230001,823,1000823
8240000,824,824
8240001,824,1000824
8250000,825,825
8260000,826,826
8270000,827,827
8270001,827,1000827
8280000,828,828
8280001,828,1000828
8290000,829,829
8290001,829,1000829
8300000,830,830
8300001,830,1000830
8310000,831,831
8320000,832,832
8320001,832,1000832
8330000,833,833
8330001,833,1000833
8340000,834,834
8340001,834,1000834
8350000,835,835
8350001,835,1000835
8360000,836,836
8370000,837,837
8380000,838,838
8380001,838,1000838
8390000,839,839
8400000,840,840
8410000,841,841
8420000,842,842
8430000,843,843
8440000,844,844
8440001,844,1000844
8450000,845,845
8450001,845,1000845
8460000,846,846
8470000,847,847
8470001,847,1000847
8480000,848,848
8480001,848,1000848
8490000,849,849
8490001,849,1000849
8500000,850,850
8510000,851,851
8510001,851,1000851
8520000,852,852
8530000,853,853
8530001,853,1000853
8540000,854,854
8540001,854,1000854
8550000,855,855
8560000,856,856
8570000,857,857
8580000,858,858
8580001,858,1000858
8590000,859,859
8590001,859,1000859
8600000,860,860
8600001,860,1000860
8610000,861,861
8620000,862,862
8620001,862,1000862
8630000,863,863
8630001,863,1000863
8640000,864,864
8640001,864,1000864
8650000,865,865
8650001,865,1000865
8660000,866,866
8660001,866,1000866
8670000,867,867
8670001,867,1000867
8680000,868,868
8690000,869,869
8700000,870,870
8700001,870,1000870
8710000,871,871
8710001,871,1000871
8720000,872,872
8720001,872,1000872
8730000,873,873
8730001,873,1000873
8740000,874,874
8740001,874,1000874
8740002,874,2000874
8750000,875,875
8750001,875,1000875
8750002,875,2000875
8760000,876,876
8760001,876,1000876
8770000,877,877
8780000,878,878
8780001,878,1000878
8790000,879,879
8790001,879,1000879
8800000,880,880
8800001,880,1000880
8810000,881,881
8810001,881,1000881
8820000,882,882
8820001,882,1000882
8830000,883,883
8830001,883,1000883
8830002,883,2000883
8840000,884,884
8850000,885,885
8850001,885,1000885
8860000,886,886
8860001,886,1000886
8870000,887,887
8870001,887,1000887
8880000,888,888
8880001,888,1000888
8890000,889,889
8890001,889,1000889
8900000,890,890
8900001,890,1000890
8910000,891,891
8910001,891,1000891
8920000,892,892
8920001,892,1000892
8930000,893,893
8930001,893,1000893
8940000,894,894
8940001,894,1000894
8950000,895,895
8960000,896,896
8960001,896,1000896
8960002,896,2000896
8970000,897,897
8980000,898,898
8980001,898,1000898
8990000,899,899
8990001,899,1000899
8990002,899,2000899
9000000,900,900
9000001,900,1000900
9000002,900,2000900
9010000,901,901
9010001,901,1000901
9010002,901,2000901
9020000,902,902
9030000,903,903
9030001,903,1000903
9040000,904,904
9050000,905,905
9050001,905,1000905
9060000,906,906
9060001,906,1000906
9060002,906,2000906
9060003,906,3000906
9070000,907,907
9070001,907,1000907
9070002,907,2000907
9070003,907,3000907
9080000,908,908
9080001,908,1000908
9090000,909,909
9090001,909,1000909
9100000,910,910
9100001,910,1000910
9110000,911,911
9120000,912,912
9130000,913,913
9130001,913,1000913
9140000,914,914
9140001,914,1000914
9150000,915,915
9150001,915,1000915
9160000,916,916
9160001,916,1000916
9170000,917,917
9170001,917,1000917
9180000,918,918
9180001,918,1000918
9190000,919,919
9190001,919,1000919
9200000,920,920
9200001,920,1000920
9210000,921,921
9210001,921,1000921
9220000,922,922
9220001,922,1000922
9230000,923,923
9230001,923,1000923
9230002,923,2000923
9240000,924,924
9250000,925,925
9250001,925,1000925
9250002,925,2000925
9260000,926,926
9260001,926,1000926
9260002,926,2000926
9270000,927,927
9270001,927,1000927
9280000,928,928
9280001,928,1000928
9290000,929,929
9290001,929,1000929
9300000,930,930
9300001,930,1000930
9310000,931,931
9310001,931,1000931
9320000,932,932
9320001,932,1000932
9330000,933,933
9330001,933,1000933
9340000,934,934
9340001,934,1000934
9350000,935,935
9350001,935,1000935
9360000,936,936
9360001,936,1000936
9370000,937,937
9370001,937,1000937
9380000,938,938
9480000,948,948
9480001,948,1000948
9480002,948,2000948
9480003,948,3000948
9480004,948,4000948
9480005,948,5000948
9490000,949,949
9490001,949,1000949
9500000,950,950
9500001,950,1000950
9500002,950,2000950
9510000,951,951
9520000,952,952
9520001,952,1000952
9520002,952,2000952
9520003,952,3000952
9520004,952,4000952
9520005,952,5000952
9530000,953,953
9530001,953,1000953
9530002,953,2000953
9530003,953,3000953
9530004,953,4000953
9530005,953,5000953
9540000,954,954
9540001,954,1000954
9540002,954,2000954
9550000,955,955
9550001,955,1000955
9550002,955,2000955
9560000,956,956
9560001,956,1000956
9560002,956,2000956
9570000,957,957
9570001,957,1000957
9570002,957,2000957
9580000,958,958
9580001,958,1000958
9580002,958,2000958
9590000,959,959
9590001,959,1000959
9590002,959,2000959
9600000,960,960
9600001,960,1000960
9610000,961,961
9610001,961,1000961
9620000,962,962
9620001,962,1000962
9630000,963,963
9630001,963,1000963
9640000,964,964
9640001,964,1000964
9650000,965,965
9650001,965,1000965
9660000,966,966
9660001,966,1000966
9670000,967,967
9670001,967,1000967
9680000,968,968
9680001,968,1000968
9690000,969,969
9690001,969,1000969
9700000,970,970
9700001,970,1000970
9710000,971,971
9710001,971,1000971
9720000,972,972
9720001,972,1000972
9720002,972,2000972
9730000,973,973
9730001,973,1000973
9730002,973,2000973
9740000,974,974
9750000,975,975
9760000,976,976
9760001,976,1000976
9770000,977,977
9780000,978,978
9780001,978,1000978
9780002,978,2000978
9790000,979,979
9790001,979,1000979
9790002,979,2000979
9800000,980,980
9810000,981,981
9810001,981,1000981
9820000,982,982
9820001,982,1000982
9830000,983,983
9840000,984,984
9840001,984,1000984
9850000,985,985
9850001,985,1000985
9860000,986,986
9860001,986,1000986
9870000,987,987
9870001,987,1000987
9880000,988,988
9880001,988,1000988
9890000,989,989
9890001,989,1000989
9900000,990,990
9900001,990,1000990
9910000,991,991
9910001,991,1000991
9920000,992,992
9920001,992,1000992
9930000,993,993
9930001,993,1000993
9940000,994,994
9940001,994,1000994
9950000,995,995
9950001,995,1000995
9960000,996,996
9960001,996,1000996
9970000,997,997
9970001,997,1000997
9980000,998,998
9980001,998,1000998
9990000,999,999
9990001,999,1000999
10000000,1000,1000
10000001,1000,1001000
10010000,1001,1001
10010001,1001,1001001
10020000,1002,1002
10020001,1002,1001002
10020002,1002,2001002
10030000,1003,1003
10030001,1003,1001003
10030002,1003,2001003
10040000,1004,1004
10040001,1004,1001004
10050000,1005,1005
10050001,1005,1001005
10050002,1005,2001005
10060000,1006,1006
10060001,1006,1001006
10070000,1007,1007
10070001,1007,1001007
10080000,1008,1008
10080001,1008,1001008
10080002,1008,2001008
10090000,1009,1009
10090001,1009,1001009
10090002,1009,2001009
10090003,1009,3001009
10100000,1010,1010
10100001,1010,1001010
10110000,1011,1011
10110001,1011,1001011
10110002,1011,2001011
10120000,1012,1012
10120001,1012,1001012
10120002,1012,2001012
10130000,1013,1013
10130001,1013,1001013
10130002,1013,2001013
10140000,1014,1014
10140001,1014,1001014
10150000,1015,1015
10150001,1015,1001015
10160000,1016,1016
10160001,1016,1001016
10160002,1016,2001016
10170000,1017,1017
10170001,1017,1001017
10170002,1017,2001017
10170003,1017,3001017
10180000,1018,1018
10180001,1018,1001018
10190000,1019,1019
10190001,1019,1001019
10190002,1019,2001019
10200000,1020,1020
10200001,1020,1001020
10200002,1020,2001020
10210000,1021,1021
10210001,1021,1001021
10210002,1021,2001021
10220000,1022,1022
10220001,1022,1001022
10230000,1023,1023
10230001,1023,1001023
10240000,1024,1024
10240001,1024,1001024
10240002,1024,2001024
10240003,1024,3001024
10250000,1025,1025
10250001,1025,1001025
10250002,1025,2001025
10250003,1025,3001025
10260000,1026,1026
10260001,1026,1001026
10260002,1026,2001026
10270000,1027,1027
10270001,1027,1001027
10280000,1028,1028
10290000,1029,1029
10290001,1029,1001029
10290002,1029,2001029
10300000,1030,1030
10300001,1030,1001030
10310000,1031,1031
10310001,1031,1001031
10320000,1032,1032
10320001,1032,1001032
10320002,1032,2001032
10330000,1033,1033
10340000,1034,1034
10340001,1034,1001034
10350000,1035,1035
10360000,1036,1036
10370000,1037,1037
10370001,1037,1001037
10380000,1038,1038
10380001,1038,1001038
10380002,1038,2001038
10380003,1038,3001038
10380004,1038,4001038
10380005,1038,5001038
10390000,1039,1039
10390001,1039,1001039
10390002,1039,2001039
10390003,1039,3001039
10390004,1039,4001039
10390005,1039,5001039
10400000,1040,1040
10400001,1040,1001040
10400002,1040,2001040
10400003,1040,3001040
10400004,1040,4001040
10400005,1040,5001040
10410000,1041,1041
10410001,1041,1001041
10420000,1042,1042
10420001,1042,1001042
10430000,1043,1043
10430001,1043,1001043
10430002,1043,2001043
10430003,1043,3001043
10440000,1044,1044
10440001,1044,1001044
10440002,1044,2001044
10440003,1044,3001044
10450000,1045,1045
10450001,1045,1001045
10460000,1046,1046
10460001,1046,1001046
10460002,1046,2001046
10460003,1046,3001046
10470000,1047,1047
10480000,1048,1048
10490000,1049,1049
10490001,1049,1001049
10500000,1050,1050
10500001,1050,1001050
10510000,1051,1051
10510001,1051,1001051
10520000,1052,1052
10530000,1053,1053
10540000,1054,1054
10540001,1054,1001054
10550000,1055,1055
10550001,1055,1001055
10560000,1056,1056
10560001,1056,1001056
10570000,1057,1057
10570001,1057,1001057
10570002,1057,2001057
10580000,1058,1058
10580001,1058,1001058
10580002,1058,2001058
10590000,1059,1059
10590001,1059,1001059
10590002,1059,2001059
10600000,1060,1060
10600001,1060,1001060
10600002,1060,2001060
10610000,1061,1061
10610001,1061,1001061
10610002,1061,2001061
10620000,1062,1062
10620001,1062,1001062
10620002,1062,2001062
10630000,1063,1063
10630001,1063,1001063
10640000,1064,1064
10640001,1064,1001064
10650000,1065,1065
10660000,1066,1066
10660001,1066,1001066
10670000,1067,1067
10670001,1067,1001067
10680000,1068,1068
10680001,1068,1001068
10690000,1069,1069
10690001,1069,1001069
10700000,1070,1070
10710000,1071,1071
10720000,1072,1072
10720001,1072,1001072
10720002,1072,2001072
10730000,1073,1073
10730001,1073,1001073
10740000,1074,1074
10740001,1074,1001074
10750000,1075,1075
10750001,1075,1001075
10750002,1075,2001075
10750003,1075,3001075
10760000,1076,1076
10760001,1076,1001076
10760002,1076,2001076
10760003,1076,3001076
10770000,1077,1077
10780000,1078,1078
10780001,1078,1001078
10790000,1079,1079
10790001,1079,1001079
10800000,1080,1080
10810000,1081,1081
10810001,1081,1001081
10820000,1082,1082
10820001,1082,1001082
10830000,1083,1083
10840000,1084,1084
10850000,1085,1085
10850001,1085,1001085
10860000,1086,1086
10860001,1086,1001086
10860002,1086,2001086
10870000,1087,1087
10870001,1087,1001087
10870002,1087,2001087
10880000,1088,1088
10880001,1088,1001088
10890000,1089,1089
10890001,1089,1001089
10900000,1090,1090
10900001,1090,1001090
10900002,1090,2001090
10910000,1091,1091
10910001,1091,1001091
10910002,1091,2001091
10920000,1092,1092
10920001,1092,1001092
10920002,1092,2001092
10920003,1092,3001092
10920004,1092,4001092
10930000,1093,1093
10930001,1093,1001093
10940000,1094,1094
10940001,1094,1001094
10950000,1095,1095
10950001,1095,1001095
10950002,1095,2001095
