id,condition_set_id,condition_id
167,53,18
168,53,30
169,53,33
170,53,31
171,54,34
172,54,35
173,54,31
174,55,36
175,55,37
176,55,38
177,56,39
178,57,40
179,58,40
180,58,41
181,59,40
182,59,37
183,59,38
184,60,42
185,60,43
186,60,44
187,61,36
188,61,45
189,61,46
190,62,47
191,62,45
192,62,44
193,63,13
194,63,40
195,63,41
196,64,13
197,64,40
198,64,37
199,65,14
200,65,40
201,65,37
202,65,38
203,66,14
204,66,40
205,66,37
206,67,15
207,67,40
208,67,37
209,68,13
210,68,40
211,69,15
212,69,40
213,69,41
214,70,15
215,70,40
216,70,37
217,70,38
218,71,17
219,71,40
220,71,37
221,71,38
222,72,18
223,72,48
224,72,45
225,72,46
226,73,18
227,73,40
228,73,37
229,73,38
230,74,18
231,74,47
232,74,49
233,74,44
234,75,14
235,75,48
236,75,45
237,75,46
238,76,17
239,76,48
240,76,45
241,76,46
242,77,18
243,77,42
244,77,43
245,77,44
246,78,50
247,78,51
248,78,52
249,79,53
250,80,54
251,81,54
252,81,55
253,82,54
254,82,51
255,82,52
256,83,56
257,83,57
258,83,58
259,84,50
260,84,59
261,84,60
262,85,61
263,85,59
264,85,58
265,86,13
266,86,54
267,86,55
268,87,13
269,87,54
270,87,51
271,88,14
272,88,54
273,88,51
274,88,52
275,89,14
276,89,54
277,89,51
278,90,15
279,90,54
280,90,51
281,91,13
282,91,54
283,92,15
284,92,54
285,92,55
286,93,15
287,93,54
288,93,51
289,93,52
290,94,14
291,94,62
292,94,59
293,94,60
294,95,17
295,95,62
296,95,59
297,95,60
298,96,18
299,96,62
300,96,59
301,96,60
302,97,17
303,97,54
304,97,51
305,97,52
306,98,18
307,98,54
308,98,51
309,98,52
310,99,18
311,99,61
312,99,63
313,99,58
314,100,18
315,100,56
316,100,57
317,100,58
318,101,64
319,101,65
320,101,66
321,102,67
322,103,68
323,104,68
324,104,69
325,105,68
326,105,65
327,105,66
328,106,70
329,106,71
330,106,72
331,107,64
332,107,73
333,107,74
334,108,75
335,108,73
336,108,72
337,109,13
338,109,68
339,109,69
340,110,13
341,110,68
342,110,65
343,111,14
344,111,68
345,111,65
346,111,66
347,112,14
348,112,68
349,112,65
350,113,15
351,113,68
352,113,65
353,114,13
354,114,68
355,115,15
356,115,68
357,115,69
358,116,15
359,116,68
360,116,65
361,116,66
362,117,14
363,117,76
364,117,73
365,117,74
366,118,17
367,118,76
368,118,73
369,118,74
370,119,18
371,119,76
372,119,73
373,119,74
374,120,17
375,120,68
376,120,65
377,120,66
378,121,18
379,121,68
380,121,65
381,121,66
382,122,18
383,122,75
384,122,77
385,122,72
386,123,18
387,123,70
388,123,71
389,123,72
390,124,18
391,124,34
392,124,35
393,124,31
394,125,78
395,125,79
396,125,80
397,126,81
398,127,82
399,128,82
400,128,83
401,129,82
402,129,79
403,129,80
404,130,84
405,130,85
406,130,86
407,131,78
408,131,87
409,131,88
410,132,89
411,132,87
412,132,86
413,133,13
414,133,82
415,133,83
416,134,13
417,134,82
418,134,79
419,135,14
420,135,82
421,135,79
422,135,80
423,136,14
424,136,82
425,136,79
426,137,15
427,137,82
428,137,79
429,138,13
430,138,82
431,139,15
432,139,82
433,139,83
434,140,15
435,140,82
436,140,79
437,140,80
438,141,14
439,141,90
440,141,87
441,141,88
442,142,17
443,142,90
444,142,87
445,142,88
446,143,18
447,143,90
448,143,87
449,143,88
450,144,17
451,144,82
452,144,79
453,144,80
454,145,18
455,145,82
456,145,79
457,145,80
458,146,18
459,146,89
460,146,91
461,146,86
462,147,18
463,147,84
464,147,85
465,147,86
466,148,92
467,148,91
468,148,88
469,149,93
470,149,94
471,149,95
472,150,84
473,150,96
474,150,97
475,151,18
476,151,93
477,151,94
478,151,95
479,152,18
480,152,98
481,152,99
482,152,100
483,153,14
484,153,93
485,153,94
486,153,95
487,154,13
488,154,84
489,154,96
490,154,97
491,155,101
492,155,102
493,155,97
494,156,103
495,156,96
496,156,97
497,157,13
498,157,101
499,157,102
500,157,97
501,158,104
502,158,105
503,158,106
504,159,107
505,159,108
506,159,109
507,160,110
508,160,111
509,160,106
510,161,112
511,161,113
512,161,114
513,162,115
514,162,116
515,162,109
516,163,14
517,163,117
518,163,118
519,163,119
520,164,13
521,164,110
522,164,111
523,164,106
524,165,18
525,165,120
526,165,121
527,165,122
528,166,13
529,166,107
530,166,108
531,166,109
532,167,123
533,167,124
534,167,125
535,168,126
536,169,127
537,170,127
538,170,128
539,171,127
540,171,124
541,171,125
542,172,117
543,172,118
544,172,119
545,173,123
546,173,129
547,173,106
548,174,130
549,174,129
550,174,131
551,175,13
552,175,127
553,175,128
554,176,13
555,176,127
556,176,124
557,177,14
558,177,127
559,177,124
560,178,15
561,178,127
562,178,124
563,179,13
564,179,127
565,180,15
566,180,127
567,180,128
568,181,14
569,181,127
570,181,124
571,181,125
572,182,15
573,182,127
574,182,124
575,182,125
576,183,14
577,183,132
578,183,129
579,183,106
580,184,17
581,184,132
582,184,129
583,184,106
584,185,18
585,185,132
586,185,129
587,185,106
588,186,17
589,186,127
590,186,124
591,186,125
592,187,18
593,187,127
594,187,124
595,187,125
596,188,18
597,188,130
598,188,105
599,188,131
600,189,133
601,189,134
602,189,135
603,190,136
604,191,137
605,191,138
606,191,139
607,192,140
608,193,140
609,193,141
610,194,140
611,194,134
612,194,135
613,195,142
614,195,143
615,195,144
616,196,145
617,196,146
618,196,147
619,197,148
620,197,149
621,197,150
622,198,133
623,198,151
624,198,139
625,199,152
626,199,151
627,199,153
628,200,154
629,200,155
630,200,147
631,201,13
632,201,140
633,201,141
634,202,13
635,202,140
636,202,134
637,203,14
638,203,140
639,203,134
640,204,15
641,204,140
642,204,134
643,205,13
644,205,140
645,206,15
646,206,140
647,206,141
648,207,14
649,207,140
650,207,134
651,207,135
652,208,15
653,208,140
654,208,134
655,208,135
656,209,14
657,209,156
658,209,151
659,209,139
660,210,17
661,210,156
662,210,151
663,210,139
664,211,18
665,211,156
666,211,151
667,211,139
668,212,17
669,212,140
670,212,134
671,212,135
672,213,18
673,213,140
674,213,134
675,213,135
676,214,18
677,214,152
678,214,138
679,214,153
680,215,14
681,215,142
682,215,143
683,215,144
684,216,13
685,216,145
686,216,146
687,216,147
688,217,18
689,217,157
690,217,158
691,217,159
692,218,160
693,218,161
694,218,162
695,219,163
696,220,164
697,220,165
698,220,166
699,221,167
700,222,167
701,222,168
702,223,167
703,223,161
704,223,162
705,224,14
706,224,169
707,224,170
708,224,171
709,225,172
710,225,173
711,225,174
712,226,160
713,226,175
714,226,166
715,227,176
716,227,175
717,227,174
718,228,172
719,228,165
720,228,174
721,229,13
722,229,167
723,229,168
724,230,13
725,230,167
726,230,161
727,231,14
728,231,167
729,231,161
730,232,15
731,232,167
732,232,161
733,233,13
734,233,167
735,234,15
736,234,167
737,234,168
738,235,14
739,235,167
740,235,161
741,235,162
742,236,15
743,236,167
744,236,161
745,236,162
746,237,14
747,237,177
748,237,175
749,237,166
750,238,17
751,238,177
752,238,175
753,238,166
754,239,18
755,239,177
756,239,175
757,239,166
758,240,17
759,240,167
760,240,161
761,240,162
762,241,18
763,241,167
764,241,161
765,241,162
766,242,18
767,242,176
768,242,165
769,242,174
770,243,178
771,243,179
772,243,180
773,243,181
774,244,179
775,244,180
776,244,181
777,245,18
778,245,169
779,245,170
780,245,171
781,246,182
782,246,183
783,246,184
784,247,185
785,248,186
786,248,187
787,248,188
788,249,189
789,250,189
790,250,190
791,251,189
792,251,183
793,251,184
794,252,14
795,252,191
796,252,192
797,252,193
798,253,194
799,253,195
800,253,196
801,254,182
802,254,197
803,254,188
804,255,198
805,255,197
806,255,196
807,256,199
808,256,195
809,256,193
810,257,13
811,257,189
812,257,190
813,258,13
814,258,189
815,258,183
816,259,14
817,259,189
818,259,183
819,260,15
820,260,189
821,260,183
822,261,13
823,261,189
824,262,15
825,262,189
826,262,190
827,263,14
828,263,189
829,263,183
830,263,184
831,264,15
832,264,189
833,264,183
834,264,184
835,265,14
836,265,200
837,265,197
838,265,188
839,266,17
840,266,200
841,266,197
842,266,188
843,267,18
844,267,200
845,267,197
846,267,188
847,268,17
848,268,189
849,268,183
850,268,184
851,269,18
852,269,189
853,269,183
854,269,184
855,270,18
856,270,198
857,270,187
858,270,196
859,271,178
860,271,191
861,271,192
862,271,193
863,272,191
864,272,192
865,272,193
866,273,18
867,273,201
868,273,202
869,273,203
870,274,204
871,274,205
872,274,206
873,275,207
874,276,208
875,276,209
876,276,210
877,277,211
878,278,211
879,278,212
880,279,211
881,279,205
882,279,206
883,280,14
884,280,213
885,280,214
886,280,215
887,281,216
888,281,217
889,281,218
890,282,204
891,282,219
892,282,210
893,283,220
894,283,219
895,283,221
896,284,222
897,284,223
898,284,218
899,285,13
900,285,211
901,285,212
902,286,13
903,286,211
904,286,205
905,287,14
906,287,211
907,287,205
908,288,15
909,288,211
910,288,205
911,289,13
912,289,211
913,290,15
914,290,211
915,290,212
916,291,14
917,291,211
918,291,205
919,291,206
920,292,15
921,292,211
922,292,205
923,292,206
924,293,14
925,293,224
926,293,219
927,293,210
928,294,17
929,294,224
930,294,219
931,294,210
932,295,18
933,295,224
934,295,219
935,295,210
936,296,17
937,296,211
938,296,205
939,296,206
940,297,18
941,297,211
942,297,205
943,297,206
944,298,18
945,298,220
946,298,209
947,298,221
948,299,178
949,299,216
950,299,217
951,299,218
952,300,18
953,300,225
954,300,226
955,300,227
956,301,228
957,301,229
958,301,230
959,302,231
960,303,232
961,303,233
962,303,234
963,304,235
964,305,235
965,305,236
966,306,235
967,306,229
968,306,230
969,307,14
970,307,237
971,307,238
972,307,239
973,308,240
974,308,241
975,308,242
976,309,228
977,309,243
978,309,234
979,310,244
980,310,243
981,310,242
982,311,240
983,311,233
984,311,242
985,312,13
986,312,235
987,312,236
988,313,13
989,313,235
990,313,229
991,314,14
992,314,235
993,314,229
994,315,15
995,315,235
996,315,229
997,316,13
998,316,235
999,317,15
1000,317,235
1001,317,236
1002,318,14
1003,318,235
1004,318,229
1005,318,230
1006,319,15
1007,319,235
1008,319,229
1009,319,230
1010,320,14
1011,320,245
1012,320,243
1013,320,234
1014,321,17
1015,321,245
1016,321,243
1017,321,234
1018,322,18
1019,322,245
1020,322,243
1021,322,234
1022,323,17
1023,323,235
1024,323,229
1025,323,230
1026,324,18
1027,324,235
1028,324,229
1029,324,230
1030,325,18
1031,325,244
1032,325,233
1033,325,242
1034,326,178
1035,326,246
1036,326,247
1037,326,248
1038,327,246
1039,327,247
1040,327,248
1041,328,18
1042,328,237
1043,328,238
1044,328,239
1045,329,249
1046,329,250
1047,329,251
1048,330,252
1049,331,253
1050,331,254
1051,331,255
1052,332,256
1053,333,256
1054,333,257
1055,334,256
1056,334,250
1057,334,251
1058,335,14
1059,335,258
1060,335,259
1061,335,260
1062,336,261
1063,336,262
1064,336,263
1065,337,249
1066,337,264
1067,337,255
1068,338,265
1069,338,264
1070,338,263
1071,339,266
1072,339,262
1073,339,267
1074,340,13
1075,340,256
1076,340,257
1077,341,13
1078,341,256
1079,341,250
1080,342,14
1081,342,256
1082,342,250
1083,343,15
1084,343,256
1085,343,250
1086,344,13
1087,344,256
1088,345,15
1089,345,256
1090,345,257
1091,346,14
1092,346,256
1093,346,250
1094,346,251
1095,347,15
1096,347,256
1097,347,250
1098,347,251
1099,348,14
1100,348,268
1101,348,264
1102,348,255
1103,349,17
1104,349,268
1105,349,264
1106,349,255
1107,350,18
1108,350,268
1109,350,264
1110,350,255
1111,351,17
1112,351,256
1113,351,250
1114,351,251
1115,352,18
1116,352,256
1117,352,250
1118,352,251
1119,353,18
1120,353,265
1121,353,254
1122,353,263
1123,354,178
1124,354,269
1125,354,270
1126,354,267
1127,355,269
1128,355,270
1129,355,267
1130,356,18
1131,356,258
1132,356,259
1133,356,260
1134,357,271
1135,357,272
1136,357,273
1137,358,274
1138,358,275
1139,358,276
1140,359,277
1141,360,278
1142,360,279
1143,360,280
1144,361,281
1145,362,281
1146,362,282
1147,363,281
1148,363,275
1149,363,276
1150,364,283
1151,364,284
1152,364,285
1153,365,286
1154,365,287
1155,365,288
1156,366,289
1157,366,290
1158,366,291
1159,367,274
1160,367,292
1161,367,280
1162,368,293
1163,368,292
1164,368,294
1165,369,295
1166,369,296
1167,369,288
1168,370,13
1169,370,281
1170,370,282
1171,371,13
1172,371,281
1173,371,275
1174,372,14
1175,372,281
1176,372,275
1177,373,15
1178,373,281
1179,373,275
1180,374,13
1181,374,281
1182,375,15
1183,375,281
1184,375,282
1185,376,14
1186,376,281
1187,376,275
1188,376,276
1189,377,15
1190,377,281
1191,377,275
1192,377,276
1193,378,14
1194,378,297
1195,378,292
1196,378,280
1197,379,17
1198,379,297
1199,379,292
1200,379,280
1201,380,18
1202,380,297
1203,380,292
1204,380,280
1205,381,17
1206,381,281
1207,381,275
1208,381,276
1209,382,18
1210,382,281
1211,382,275
1212,382,276
1213,383,18
1214,383,293
1215,383,279
1216,383,294
1217,384,14
1218,384,283
1219,384,284
1220,384,285
1221,385,13
1222,385,286
1223,385,287
1224,385,288
1225,386,18
1226,386,298
1227,386,299
1228,386,300
1229,387,301
1230,387,302
1231,387,303
1232,388,304
1233,389,305
1234,389,306
1235,389,307
1236,390,308
1237,391,308
1238,391,309
1239,392,308
1240,392,302
1241,392,303
1242,393,310
1243,393,311
1244,393,312
1245,394,313
1246,394,314
1247,394,315
1248,395,316
1249,395,317
1250,395,318
1251,396,301
1252,396,319
1253,396,307
1254,397,320
1255,397,319
1256,397,321
1257,398,322
1258,398,323
1259,398,315
1260,399,13
1261,399,308
1262,399,309
1263,400,13
1264,400,308
1265,400,302
1266,401,14
1267,401,308
1268,401,302
1269,402,15
1270,402,308
1271,402,302
1272,403,13
1273,403,308
1274,404,15
1275,404,308
1276,404,309
1277,405,14
1278,405,308
1279,405,302
1280,405,303
1281,406,15
1282,406,308
1283,406,302
1284,406,303
1285,407,14
1286,407,324
1287,407,319
1288,407,307
1289,408,17
1290,408,324
1291,408,319
1292,408,307
1293,409,18
1294,409,324
1295,409,319
1296,409,307
1297,410,17
1298,410,308
1299,410,302
1300,410,303
1301,411,18
1302,411,308
1303,411,302
1304,411,303
1305,412,18
1306,412,320
1307,412,306
1308,412,321
1309,413,14
1310,413,313
1311,413,314
1312,413,315
1313,414,13
1314,414,313
1315,414,314
1316,414,315
1317,415,18
1318,415,325
1319,415,326
1320,415,327
1321,416,328
1322,416,329
1323,416,330
1324,417,331
1325,418,332
1326,418,333
1327,418,334
1328,419,335
1329,420,335
1330,420,336
1331,421,335
1332,421,329
1333,421,330
1334,422,337
1335,422,338
1336,422,339
1337,423,340
1338,423,341
1339,423,342
1340,424,343
1341,424,344
1342,424,345
1343,425,328
1344,425,346
1345,425,334
1346,426,347
1347,426,346
1348,426,348
1349,427,349
1350,427,350
1351,427,342
1352,428,13
1353,428,335
1354,428,336
1355,429,13
1356,429,335
1357,429,329
1358,430,14
1359,430,335
1360,430,329
1361,431,15
1362,431,335
1363,431,329
1364,432,13
1365,432,335
1366,433,15
1367,433,335
1368,433,336
1369,434,14
1370,434,335
1371,434,329
1372,434,330
1373,435,15
1374,435,335
1375,435,329
1376,435,330
1377,436,14
1378,436,351
1379,436,346
1380,436,334
1381,437,17
1382,437,351
1383,437,346
1384,437,334
1385,438,18
1386,438,351
1387,438,346
1388,438,334
1389,439,17
1390,439,335
1391,439,329
1392,439,330
1393,440,18
1394,440,335
1395,440,329
1396,440,330
1397,441,18
1398,441,347
1399,441,333
1400,441,348
1401,442,14
1402,442,337
1403,442,338
1404,442,339
1405,443,15
1406,443,340
1407,443,341
1408,443,342
1409,444,18
1410,444,352
1411,444,353
1412,444,354
1413,445,355
1414,445,356
1415,445,357
1416,446,358
1417,447,359
1418,447,360
1419,447,361
1420,448,362
1421,449,362
1422,449,363
1423,450,362
1424,450,356
1425,450,357
1426,451,364
1427,451,365
1428,451,366
1429,452,367
1430,452,368
1431,452,369
1432,453,370
1433,453,371
1434,453,372
1435,454,355
1436,454,373
1437,454,361
1438,455,374
1439,455,373
1440,455,375
1441,456,376
1442,456,377
1443,456,369
1444,457,13
1445,457,362
1446,457,363
1447,458,13
1448,458,362
1449,458,356
1450,459,14
1451,459,362
1452,459,356
1453,460,15
1454,460,362
1455,460,356
1456,461,13
1457,461,362
1458,462,15
1459,462,362
1460,462,363
1461,463,14
1462,463,362
1463,463,356
1464,463,357
1465,464,15
1466,464,362
1467,464,356
1468,464,357
1469,465,14
1470,465,378
1471,465,373
1472,465,361
1473,466,17
1474,466,378
1475,466,373
1476,466,361
1477,467,18
1478,467,378
1479,467,373
1480,467,361
1481,468,17
1482,468,362
1483,468,356
1484,468,357
1485,469,18
1486,469,362
1487,469,356
1488,469,357
1489,470,18
1490,470,374
1491,470,360
1492,470,375
1493,471,14
1494,471,364
1495,471,365
1496,471,366
1497,472,13
1498,472,367
1499,472,368
1500,472,369
1501,473,18
1502,473,379
1503,473,380
1504,473,381
1505,474,382
1506,474,383
1507,474,384
1508,475,385
1509,476,386
1510,476,387
1511,476,388
1512,477,389
1513,478,389
1514,478,390
1515,479,389
1516,479,383
1517,479,384
1518,480,391
1519,480,392
1520,480,393
1521,481,394
1522,481,395
1523,481,396
1524,482,382
1525,482,397
1526,482,388
1527,483,398
1528,483,397
1529,483,399
1530,484,400
1531,484,401
1532,484,396
1533,485,13
1534,485,389
1535,485,390
1536,486,13
1537,486,389
1538,486,383
1539,487,14
1540,487,389
1541,487,383
1542,488,15
1543,488,389
1544,488,383
1545,489,13
1546,489,389
1547,490,15
1548,490,389
1549,490,390
1550,491,14
1551,491,389
1552,491,383
1553,491,384
1554,492,15
1555,492,389
1556,492,383
1557,492,384
1558,493,14
1559,493,402
1560,493,397
1561,493,388
1562,494,17
1563,494,402
1564,494,397
1565,494,388
1566,495,18
1567,495,402
1568,495,397
1569,495,388
1570,496,17
1571,496,389
1572,496,383
1573,496,384
1574,497,18
1575,497,389
1576,497,383
1577,497,384
1578,498,18
1579,498,398
1580,498,387
1581,498,399
1582,499,14
1583,499,391
1584,499,392
1585,499,393
1586,500,15
1587,500,394
1588,500,395
1589,500,396
1590,501,18
1591,501,403
1592,501,404
1593,501,405
1594,502,406
1595,502,407
1596,502,408
1597,503,409
1598,504,410
1599,504,411
1600,504,412
1601,505,413
1602,506,413
1603,506,414
1604,507,413
1605,507,407
1606,507,408
1607,508,415
1608,508,416
1609,508,417
1610,509,418
1611,509,419
1612,509,420
1613,510,421
1614,510,422
1615,510,423
1616,511,406
1617,511,424
1618,511,412
1619,512,425
1620,512,424
1621,512,426
1622,513,427
1623,513,428
1624,513,420
1625,514,13
1626,514,413
1627,514,414
1628,515,13
1629,515,413
1630,515,407
1631,516,14
1632,516,413
1633,516,407
1634,517,15
1635,517,413
1636,517,407
1637,518,13
1638,518,413
1639,519,15
1640,519,413
1641,519,414
1642,520,14
1643,520,413
1644,520,407
1645,520,408
1646,521,15
1647,521,413
1648,521,407
1649,521,408
1650,522,14
1651,522,429
1652,522,424
1653,522,412
1654,523,17
1655,523,429
1656,523,424
1657,523,412
1658,524,18
1659,524,429
1660,524,424
1661,524,412
1662,525,17
1663,525,413
1664,525,407
1665,525,408
1666,526,18
1667,526,413
1668,526,407
1669,526,408
1670,527,18
1671,527,425
1672,527,411
1673,527,426
1674,528,14
1675,528,415
1676,528,416
1677,528,417
1678,529,15
1679,529,418
1680,529,419
1681,529,420
1682,530,18
1683,530,430
1684,530,431
1685,530,432
1686,531,433
1687,531,434
1688,531,435
1689,532,436
1690,533,437
1691,533,438
1692,533,439
1693,534,440
1694,535,440
1695,535,441
1696,536,440
1697,536,434
1698,536,435
1699,537,442
1700,537,443
1701,537,444
1702,538,445
1703,538,446
1704,538,447
1705,539,448
1706,539,449
1707,539,450
1708,540,433
1709,540,451
1710,540,439
1711,541,452
1712,541,451
1713,541,453
1714,542,454
1715,542,455
1716,542,447
1717,543,13
1718,543,440
1719,543,441
1720,544,13
1721,544,440
1722,544,434
1723,545,14
1724,545,440
1725,545,434
1726,546,15
1727,546,440
1728,546,434
1729,547,13
1730,547,440
1731,548,15
1732,548,440
1733,548,441
1734,549,14
1735,549,440
1736,549,434
1737,549,435
1738,550,15
1739,550,440
1740,550,434
1741,550,435
1742,551,14
1743,551,456
1744,551,451
1745,551,439
1746,552,17
1747,552,456
1748,552,451
1749,552,439
1750,553,18
1751,553,456
1752,553,451
1753,553,439
1754,554,17
1755,554,440
1756,554,434
1757,554,435
1758,555,18
1759,555,440
1760,555,434
1761,555,435
1762,556,18
1763,556,452
1764,556,438
1765,556,453
1766,557,14
1767,557,442
1768,557,443
1769,557,444
1770,558,15
1771,558,445
1772,558,446
1773,558,447
1774,559,18
1775,559,457
1776,559,458
1777,559,459
1778,560,460
1779,560,461
1780,560,462
1781,561,463
1782,562,464
1783,562,465
1784,562,466
1785,563,467
1786,564,467
1787,564,468
1788,565,467
1789,565,461
1790,565,462
1791,566,469
1792,566,470
1793,566,471
1794,567,472
1795,567,473
1796,567,474
1797,568,475
1798,568,476
1799,568,477
1800,569,460
1801,569,478
1802,569,466
1803,570,479
1804,570,478
1805,570,480
1806,571,481
1807,571,482
1808,571,474
1809,572,13
1810,572,467
1811,572,468
1812,573,13
1813,573,467
1814,573,461
1815,574,14
1816,574,467
1817,574,461
1818,575,15
1819,575,467
1820,575,461
1821,576,13
1822,576,467
1823,577,15
1824,577,467
1825,577,468
1826,578,14
1827,578,467
1828,578,461
1829,578,462
1830,579,15
1831,579,467
1832,579,461
1833,579,462
1834,580,14
1835,580,483
1836,580,478
1837,580,466
1838,581,17
1839,581,483
1840,581,478
1841,581,466
1842,582,18
1843,582,483
1844,582,478
1845,582,466
1846,583,17
1847,583,467
1848,583,461
1849,583,462
1850,584,18
1851,584,467
1852,584,461
1853,584,462
1854,585,18
1855,585,479
1856,585,465
1857,585,480
1858,586,14
1859,586,472
1860,586,473
1861,586,474
1862,587,13
1863,587,472
1864,587,473
1865,587,474
1866,588,18
1867,588,484
1868,588,485
1869,588,486
1870,589,487
1871,589,488
1872,589,489
1873,590,490
1874,591,491
1875,591,492
1876,591,493
1877,592,494
1878,593,494
1879,593,495
1880,594,494
1881,594,488
1882,594,489
1883,595,496
1884,595,497
1885,595,498
1886,596,499
1887,596,500
1888,596,501
1889,597,502
1890,597,503
1891,597,504
1892,598,487
1893,598,505
1894,598,493
1895,599,506
1896,599,505
1897,599,507
1898,600,508
1899,600,509
1900,600,501
1901,601,13
1902,601,494
1903,601,495
1904,602,13
1905,602,494
1906,602,488
1907,603,14
1908,603,494
1909,603,488
1910,604,15
1911,604,494
1912,604,488
1913,605,13
1914,605,494
1915,606,15
1916,606,494
1917,606,495
1918,607,14
1919,607,494
1920,607,488
1921,607,489
1922,608,15
1923,608,494
1924,608,488
1925,608,489
1926,609,14
1927,609,510
1928,609,505
1929,609,493
1930,610,17
1931,610,510
1932,610,505
1933,610,493
1934,611,18
1935,611,510
1936,611,505
1937,611,493
1938,612,17
1939,612,494
1940,612,488
1941,612,489
1942,613,18
1943,613,494
1944,613,488
1945,613,489
1946,614,18
1947,614,506
1948,614,492
1949,614,507
1950,615,14
1951,615,496
1952,615,497
1953,615,498
1954,616,13
1955,616,499
1956,616,500
1957,616,501
1958,617,18
1959,617,511
1960,617,512
1961,617,513
1962,618,514
1963,618,515
1964,618,516
1965,619,517
1966,620,518
1967,620,519
1968,620,520
1969,621,521
1970,622,521
1971,622,522
1972,623,521
1973,623,515
1974,623,516
1975,624,523
1976,624,524
1977,624,525
1978,625,526
1979,625,527
1980,625,528
1981,626,514
1982,626,529
1983,626,520
1984,627,530
1985,627,529
1986,627,528
1987,628,531
1988,628,527
1989,628,525
1990,629,13
1991,629,521
1992,629,522
1993,630,13
1994,630,521
1995,630,515
1996,631,14
1997,631,521
1998,631,515
1999,632,15
2000,632,521
2001,632,515
2002,633,13
2003,633,521
2004,634,15
2005,634,521
2006,634,522
2007,635,14
2008,635,521
2009,635,515
2010,635,516
2011,636,15
2012,636,521
2013,636,515
2014,636,516
2015,637,14
2016,637,532
2017,637,529
2018,637,520
2019,638,17
2020,638,532
2021,638,529
2022,638,520
2023,639,18
2024,639,532
2025,639,529
2026,639,520
2027,640,17
2028,640,521
2029,640,515
2030,640,516
2031,641,18
2032,641,521
2033,641,515
2034,641,516
2035,642,18
2036,642,530
2037,642,519
2038,642,528
2039,643,14
2040,643,523
2041,643,524
2042,643,525
2043,644,15
2044,644,526
2045,644,527
2046,644,528
2047,645,18
2048,645,533
2049,645,534
2050,645,535
2051,646,15
2052,646,523
2053,646,524
2054,646,525
2055,647,536
2056,647,537
2057,647,538
2058,648,539
2059,649,540
2060,649,541
2061,649,542
2062,650,543
2063,651,543
2064,651,544
2065,652,543
2066,652,537
2067,652,538
2068,653,545
2069,653,546
2070,653,547
2071,654,548
2072,654,549
2073,654,550
2074,655,536
2075,655,551
2076,655,542
2077,656,552
2078,656,551
2079,656,550
2080,657,553
2081,657,549
2082,657,554
2083,658,13
2084,658,543
2085,658,544
2086,659,13
2087,659,543
2088,659,537
2089,660,14
2090,660,543
2091,660,537
2092,661,15
2093,661,543
2094,661,537
2095,662,13
2096,662,543
2097,663,15
2098,663,543
2099,663,544
2100,664,14
2101,664,543
2102,664,537
2103,664,538
2104,665,15
2105,665,543
2106,665,537
2107,665,538
2108,666,14
2109,666,555
2110,666,551
2111,666,542
2112,667,17
2113,667,555
2114,667,551
2115,667,542
2116,668,18
2117,668,555
2118,668,551
2119,668,542
2120,669,17
2121,669,543
2122,669,537
2123,669,538
2124,670,18
2125,670,543
2126,670,537
2127,670,538
2128,671,18
2129,671,552
2130,671,541
2131,671,550
2132,672,14
2133,672,556
2134,672,557
2135,672,554
2136,673,15
2137,673,556
2138,673,557
