id,target_type,target_id,skill_group_id
190,LeaderSkillSet,100031,7
191,LeaderSkillSet,100032,3
192,LeaderSkillSet,100032,7
193,LeaderSkillSet,100033,1
194,LeaderSkillSet,100033,8
195,LeaderSkillSet,100034,1
196,LeaderSkillSet,100034,8
197,LeaderSkillSet,100035,1
198,LeaderSkillSet,100035,8
199,LeaderSkillSet,100036,2
200,LeaderSkillSet,100036,8
201,LeaderSkillSet,100037,3
202,LeaderSkillSet,100037,7
203,LeaderSkillSet,100038,7
204,LeaderSkillSet,100038,18
205,LeaderSkillSet,100039,1
206,LeaderSkillSet,100039,8
207,LeaderSkillSet,100040,6
208,LeaderSkillSet,100041,7
209,LeaderSkillSet,100041,18
210,LeaderSkillSet,100042,2
211,LeaderSkillSet,100042,8
212,LeaderSkillSet,100043,1
213,LeaderSkillSet,100043,8
214,LeaderSkillSet,100044,4
215,LeaderSkillSet,100044,8
216,LeaderSkillSet,100045,3
217,LeaderSkillSet,100045,7
218,LeaderSkillSet,100046,7
219,LeaderSkillSet,100046,18
220,LeaderSkillSet,100047,1
221,LeaderSkillSet,100047,8
222,LeaderSkillSet,100048,1
223,LeaderSkillSet,100048,8
224,LeaderSkillSet,100049,1
225,LeaderSkillSet,100049,8
226,LeaderSkillSet,100050,7
227,LeaderSkillSet,100050,18
228,LeaderSkillSet,100051,1
229,LeaderSkillSet,100051,8
230,LeaderSkillSet,100052,1
231,LeaderSkillSet,100052,8
232,LeaderSkillSet,100053,2
233,LeaderSkillSet,100053,8
234,LeaderSkillSet,100054,4
235,LeaderSkillSet,100054,8
236,LeaderSkillSet,100055,1
237,LeaderSkillSet,100055,8
238,LeaderSkillSet,100056,1
239,LeaderSkillSet,100056,8
240,LeaderSkillSet,100057,3
241,LeaderSkillSet,100057,7
242,LeaderSkillSet,100058,3
243,LeaderSkillSet,100058,7
244,LeaderSkillSet,100059,6
245,LeaderSkillSet,100060,7
246,LeaderSkillSet,100060,18
247,LeaderSkillSet,100061,1
248,LeaderSkillSet,100061,8
249,LeaderSkillSet,100062,1
250,LeaderSkillSet,100062,8
251,LeaderSkillSet,100063,1
252,LeaderSkillSet,100063,8
253,LeaderSkillSet,100081,1
254,LeaderSkillSet,100081,7
255,LeaderSkillSet,100082,4
256,LeaderSkillSet,100082,8
257,LeaderSkillSet,100083,1
258,LeaderSkillSet,100083,8
259,LeaderSkillSet,100084,1
260,LeaderSkillSet,100084,8
261,LeaderSkillSet,100085,4
262,LeaderSkillSet,100085,8
263,LeaderSkillSet,100086,1
264,LeaderSkillSet,100086,2
265,LeaderSkillSet,100086,8
266,LeaderSkillSet,100087,1
267,LeaderSkillSet,100087,7
268,LeaderSkillSet,100088,4
269,LeaderSkillSet,100088,8
270,LeaderSkillSet,100089,1
271,LeaderSkillSet,100089,8
272,LeaderSkillSet,100090,1
273,LeaderSkillSet,100090,7
274,LeaderSkillSet,100091,4
275,LeaderSkillSet,100091,8
276,LeaderSkillSet,100092,2
277,LeaderSkillSet,100092,8
278,LeaderSkillSet,100093,4
279,LeaderSkillSet,100093,8
280,LeaderSkillSet,100094,1
281,LeaderSkillSet,100094,2
282,LeaderSkillSet,100094,7
283,LeaderSkillSet,100095,1
284,LeaderSkillSet,100095,8
285,LeaderSkillSet,100096,1
286,LeaderSkillSet,100096,7
287,LeaderSkillSet,100097,1
288,LeaderSkillSet,100097,7
289,LeaderSkillSet,100098,1
290,LeaderSkillSet,100098,8
291,LeaderSkillSet,100099,1
292,LeaderSkillSet,100099,7
293,LeaderSkillSet,100100,4
294,LeaderSkillSet,100100,7
295,LeaderSkillSet,100101,1
296,LeaderSkillSet,100101,7
297,LeaderSkillSet,100102,1
298,LeaderSkillSet,100102,8
299,LeaderSkillSet,100103,1
300,LeaderSkillSet,100103,8
301,LeaderSkillSet,100104,1
302,LeaderSkillSet,100104,8
303,LeaderSkillSet,100105,3
304,LeaderSkillSet,100105,8
305,LeaderSkillSet,100106,1
306,LeaderSkillSet,100106,8
307,LeaderSkillSet,100107,6
308,LeaderSkillSet,100108,4
309,LeaderSkillSet,100108,7
310,LeaderSkillSet,100109,5
311,LeaderSkillSet,100110,7
312,LeaderSkillSet,100110,31
313,LeaderSkillSet,100111,1
314,LeaderSkillSet,100111,8
315,LeaderSkillSet,100112,1
316,LeaderSkillSet,100112,7
317,LeaderSkillSet,100113,1
318,LeaderSkillSet,100113,8
319,LeaderSkillSet,100114,1
320,LeaderSkillSet,100114,7
321,LeaderSkillSet,100115,3
322,LeaderSkillSet,100115,7
323,LeaderSkillSet,100116,3
324,LeaderSkillSet,100116,7
325,LeaderSkillSet,100117,4
326,LeaderSkillSet,100117,8
327,LeaderSkillSet,100118,7
328,LeaderSkillSet,100118,18
329,LeaderSkillSet,100119,6
330,LeaderSkillSet,100120,7
331,LeaderSkillSet,100120,18
332,LeaderSkillSet,100121,1
333,LeaderSkillSet,100121,8
334,LeaderSkillSet,100122,3
335,LeaderSkillSet,100122,7
336,LeaderSkillSet,100123,7
337,LeaderSkillSet,100123,18
338,LeaderSkillSet,100124,1
339,LeaderSkillSet,100124,8
340,LeaderSkillSet,100125,1
341,LeaderSkillSet,100125,8
342,LeaderSkillSet,100126,1
343,LeaderSkillSet,100126,7
344,LeaderSkillSet,100127,3
345,LeaderSkillSet,100127,7
346,LeaderSkillSet,100128,7
347,LeaderSkillSet,100128,18
348,LeaderSkillSet,100129,1
349,LeaderSkillSet,100129,8
350,LeaderSkillSet,100130,1
351,LeaderSkillSet,100130,8
352,LeaderSkillSet,100131,2
353,LeaderSkillSet,100131,8
354,LeaderSkillSet,100132,4
355,LeaderSkillSet,100132,8
356,LeaderSkillSet,100133,1
357,LeaderSkillSet,100133,8
358,LeaderSkillSet,100134,4
359,LeaderSkillSet,100134,8
360,LeaderSkillSet,100135,3
361,LeaderSkillSet,100135,7
362,LeaderSkillSet,100136,1
363,LeaderSkillSet,100136,8
364,LeaderSkillSet,100137,7
365,LeaderSkillSet,100137,18
366,LeaderSkillSet,100138,1
367,LeaderSkillSet,100138,8
368,LeaderSkillSet,100139,1
369,LeaderSkillSet,100139,3
370,LeaderSkillSet,100139,8
371,LeaderSkillSet,100140,1
372,LeaderSkillSet,100140,7
373,LeaderSkillSet,100142,1
374,LeaderSkillSet,100142,3
375,LeaderSkillSet,100142,8
376,LeaderSkillSet,100143,1
377,LeaderSkillSet,100143,8
378,LeaderSkillSet,100144,4
379,LeaderSkillSet,100144,8
380,LeaderSkillSet,100145,1
381,LeaderSkillSet,100145,8
382,LeaderSkillSet,100146,1
383,LeaderSkillSet,100146,7
384,LeaderSkillSet,100148,1
385,LeaderSkillSet,100148,8
386,LeaderSkillSet,100149,1
387,LeaderSkillSet,100149,7
388,LeaderSkillSet,100150,1
389,LeaderSkillSet,100150,7
390,LeaderSkillSet,100151,1
391,LeaderSkillSet,100151,3
392,LeaderSkillSet,100151,8
393,LeaderSkillSet,100152,1
394,LeaderSkillSet,100152,8
395,LeaderSkillSet,100153,5
396,LeaderSkillSet,100154,3
397,LeaderSkillSet,100154,7
398,LeaderSkillSet,100155,1
399,LeaderSkillSet,100155,8
400,LeaderSkillSet,100156,7
401,LeaderSkillSet,100156,18
402,LeaderSkillSet,100157,3
403,LeaderSkillSet,100157,7
404,LeaderSkillSet,100158,1
405,LeaderSkillSet,100158,3
406,LeaderSkillSet,100158,8
407,LeaderSkillSet,100159,1
408,LeaderSkillSet,100159,3
409,LeaderSkillSet,100159,8
410,LeaderSkillSet,100160,1
411,LeaderSkillSet,100160,8
412,LeaderSkillSet,100161,3
413,LeaderSkillSet,100161,7
414,LeaderSkillSet,100162,1
415,LeaderSkillSet,100162,7
416,LeaderSkillSet,100163,1
417,LeaderSkillSet,100163,7
418,LeaderSkillSet,100167,2
419,LeaderSkillSet,100167,8
420,LeaderSkillSet,100168,4
421,LeaderSkillSet,100168,8
422,LeaderSkillSet,100169,1
423,LeaderSkillSet,100169,7
424,LeaderSkillSet,100170,1
425,LeaderSkillSet,100170,3
426,LeaderSkillSet,100170,8
427,LeaderSkillSet,100171,1
428,LeaderSkillSet,100171,8
429,LeaderSkillSet,100172,4
430,LeaderSkillSet,100172,8
431,LeaderSkillSet,100173,5
432,LeaderSkillSet,100174,1
433,LeaderSkillSet,100174,8
434,LeaderSkillSet,100175,1
435,LeaderSkillSet,100175,8
436,LeaderSkillSet,100176,4
437,LeaderSkillSet,100176,8
438,LeaderSkillSet,100177,1
439,LeaderSkillSet,100177,7
440,LeaderSkillSet,100179,1
441,LeaderSkillSet,100179,3
442,LeaderSkillSet,100179,8
443,LeaderSkillSet,100180,1
444,LeaderSkillSet,100180,3
445,LeaderSkillSet,100180,8
446,LeaderSkillSet,100182,1
447,LeaderSkillSet,100182,3
448,LeaderSkillSet,100182,8
449,LeaderSkillSet,100183,5
450,LeaderSkillSet,100184,6
451,LeaderSkillSet,100185,1
452,LeaderSkillSet,100185,8
453,LeaderSkillSet,100186,1
454,LeaderSkillSet,100186,8
455,LeaderSkillSet,100188,1
456,LeaderSkillSet,100188,8
457,LeaderSkillSet,100192,1
458,LeaderSkillSet,100192,7
459,LeaderSkillSet,100193,1
460,LeaderSkillSet,100193,3
461,LeaderSkillSet,100193,8
462,LeaderSkillSet,100194,1
463,LeaderSkillSet,100194,7
464,LeaderSkillSet,100195,1
465,LeaderSkillSet,100195,8
466,LeaderSkillSet,100196,1
467,LeaderSkillSet,100196,8
468,LeaderSkillSet,100197,3
469,LeaderSkillSet,100197,7
470,LeaderSkillSet,100198,1
471,LeaderSkillSet,100198,8
472,LeaderSkillSet,100199,4
473,LeaderSkillSet,100199,8
474,LeaderSkillSet,100200,4
475,LeaderSkillSet,100200,8
476,LeaderSkillSet,100202,4
477,LeaderSkillSet,100202,7
478,LeaderSkillSet,100203,1
479,LeaderSkillSet,100203,7
480,LeaderSkillSet,100204,3
481,LeaderSkillSet,100204,7
482,LeaderSkillSet,100205,4
483,LeaderSkillSet,100205,8
484,LeaderSkillSet,100206,7
485,LeaderSkillSet,100206,18
486,LeaderSkillSet,100207,4
487,LeaderSkillSet,100207,8
488,LeaderSkillSet,100208,1
489,LeaderSkillSet,100208,8
490,LeaderSkillSet,100209,1
491,LeaderSkillSet,100209,2
492,LeaderSkillSet,100209,8
493,LeaderSkillSet,100210,1
494,LeaderSkillSet,100210,3
495,LeaderSkillSet,100210,8
496,LeaderSkillSet,100213,1
497,LeaderSkillSet,100213,8
498,LeaderSkillSet,100214,1
499,LeaderSkillSet,100214,8
500,LeaderSkillSet,100215,4
501,LeaderSkillSet,100215,8
502,LeaderSkillSet,100216,1
503,LeaderSkillSet,100216,7
504,LeaderSkillSet,100217,3
505,LeaderSkillSet,100217,7
506,LeaderSkillSet,100218,2
507,LeaderSkillSet,100218,8
508,LeaderSkillSet,100219,4
509,LeaderSkillSet,100219,8
510,LeaderSkillSet,100220,1
511,LeaderSkillSet,100220,8
512,LeaderSkillSet,100221,1
513,LeaderSkillSet,100221,7
514,LeaderSkillSet,100222,3
515,LeaderSkillSet,100222,7
516,LeaderSkillSet,100224,1
517,LeaderSkillSet,100224,7
518,LeaderSkillSet,100225,1
519,LeaderSkillSet,100225,7
520,LeaderSkillSet,100226,4
521,LeaderSkillSet,100226,7
522,LeaderSkillSet,100227,1
523,LeaderSkillSet,100227,8
524,LeaderSkillSet,100228,4
525,LeaderSkillSet,100228,8
526,LeaderSkillSet,100230,4
527,LeaderSkillSet,100230,8
528,LeaderSkillSet,100231,1
529,LeaderSkillSet,100231,8
530,LeaderSkillSet,100232,7
531,LeaderSkillSet,100232,18
532,LeaderSkillSet,100233,5
533,LeaderSkillSet,100234,1
534,LeaderSkillSet,100234,8
535,LeaderSkillSet,100235,1
536,LeaderSkillSet,100235,8
537,LeaderSkillSet,100236,1
538,LeaderSkillSet,100236,7
539,LeaderSkillSet,100237,3
540,LeaderSkillSet,100237,7
541,LeaderSkillSet,100238,7
542,LeaderSkillSet,100238,31
543,LeaderSkillSet,100239,1
544,LeaderSkillSet,100239,7
545,LeaderSkillSet,100240,4
546,LeaderSkillSet,100240,7
547,LeaderSkillSet,100241,1
548,LeaderSkillSet,100241,2
549,LeaderSkillSet,100241,3
550,LeaderSkillSet,100241,8
551,LeaderSkillSet,100242,1
552,LeaderSkillSet,100242,7
553,LeaderSkillSet,100243,1
554,LeaderSkillSet,100243,8
555,LeaderSkillSet,100245,1
556,LeaderSkillSet,100245,3
557,LeaderSkillSet,100245,8
558,LeaderSkillSet,100246,1
559,LeaderSkillSet,100246,3
560,LeaderSkillSet,100246,8
561,LeaderSkillSet,100247,1
562,LeaderSkillSet,100247,8
563,LeaderSkillSet,100248,1
564,LeaderSkillSet,100248,8
565,LeaderSkillSet,100249,4
566,LeaderSkillSet,100249,7
567,LeaderSkillSet,100250,7
568,LeaderSkillSet,100250,18
569,LeaderSkillSet,100251,3
570,LeaderSkillSet,100251,7
571,LeaderSkillSet,100252,1
572,LeaderSkillSet,100252,2
573,LeaderSkillSet,100252,8
574,LeaderSkillSet,100253,1
575,LeaderSkillSet,100253,2
576,LeaderSkillSet,100253,8
577,LeaderSkillSet,100256,1
578,LeaderSkillSet,100256,8
579,LeaderSkillSet,100257,1
580,LeaderSkillSet,100257,8
581,LeaderSkillSet,100258,1
582,LeaderSkillSet,100258,7
583,LeaderSkillSet,100259,1
584,LeaderSkillSet,100259,8
585,LeaderSkillSet,100260,1
586,LeaderSkillSet,100260,8
587,LeaderSkillSet,100261,3
588,LeaderSkillSet,100261,7
589,LeaderSkillSet,100262,2
590,LeaderSkillSet,100262,3
591,LeaderSkillSet,100262,8
592,LeaderSkillSet,100266,1
593,LeaderSkillSet,100266,8
594,LeaderSkillSet,100267,1
595,LeaderSkillSet,100267,3
596,LeaderSkillSet,100267,8
597,LeaderSkillSet,100268,1
598,LeaderSkillSet,100268,8
599,LeaderSkillSet,100269,1
600,LeaderSkillSet,100269,8
601,LeaderSkillSet,100270,1
602,LeaderSkillSet,100270,3
603,LeaderSkillSet,100270,8
604,LeaderSkillSet,100271,4
605,LeaderSkillSet,100271,8
606,LeaderSkillSet,100279,1
607,LeaderSkillSet,100279,2
608,LeaderSkillSet,100279,3
609,LeaderSkillSet,100279,4
610,LeaderSkillSet,100279,8
611,LeaderSkillSet,100280,1
612,LeaderSkillSet,100280,8
613,LeaderSkillSet,100281,1
614,LeaderSkillSet,100281,3
615,LeaderSkillSet,100281,7
616,LeaderSkillSet,100282,3
617,LeaderSkillSet,100282,7
618,LeaderSkillSet,100283,2
619,LeaderSkillSet,100283,3
620,LeaderSkillSet,100283,8
621,LeaderSkillSet,100286,1
622,LeaderSkillSet,100286,7
623,LeaderSkillSet,100287,3
624,LeaderSkillSet,100287,7
625,LeaderSkillSet,100288,1
626,LeaderSkillSet,100288,3
627,LeaderSkillSet,100288,8
628,LeaderSkillSet,100289,1
629,LeaderSkillSet,100289,3
630,LeaderSkillSet,100289,8
631,LeaderSkillSet,100290,1
632,LeaderSkillSet,100290,3
633,LeaderSkillSet,100290,8
634,LeaderSkillSet,100291,5
635,LeaderSkillSet,100292,1
636,LeaderSkillSet,100292,8
637,LeaderSkillSet,100293,4
638,LeaderSkillSet,100293,7
639,LeaderSkillSet,100294,1
640,LeaderSkillSet,100294,8
641,LeaderSkillSet,100295,4
642,LeaderSkillSet,100295,8
643,LeaderSkillSet,100296,1
644,LeaderSkillSet,100296,7
645,LeaderSkillSet,100298,6
646,LeaderSkillSet,100299,26
647,LeaderSkillSet,100300,1
648,LeaderSkillSet,100300,8
649,LeaderSkillSet,100302,1
650,LeaderSkillSet,100302,3
651,LeaderSkillSet,100302,7
652,LeaderSkillSet,100303,1
653,LeaderSkillSet,100303,3
654,LeaderSkillSet,100303,7
655,LeaderSkillSet,100304,1
656,LeaderSkillSet,100304,2
657,LeaderSkillSet,100304,3
658,LeaderSkillSet,100304,7
659,LeaderSkillSet,100306,7
660,LeaderSkillSet,100306,18
661,LeaderSkillSet,100307,1
662,LeaderSkillSet,100307,8
663,LeaderSkillSet,100313,4
664,LeaderSkillSet,100313,8
665,LeaderSkillSet,100314,4
666,LeaderSkillSet,100314,8
667,LeaderSkillSet,100315,7
668,LeaderSkillSet,100315,18
669,LeaderSkillSet,100316,1
670,LeaderSkillSet,100316,3
671,LeaderSkillSet,100316,8
672,LeaderSkillSet,100317,4
673,LeaderSkillSet,100317,8
674,LeaderSkillSet,100318,1
675,LeaderSkillSet,100318,3
676,LeaderSkillSet,100318,8
677,LeaderSkillSet,100319,1
678,LeaderSkillSet,100319,7
679,LeaderSkillSet,100320,1
680,LeaderSkillSet,100320,3
681,LeaderSkillSet,100320,8
682,LeaderSkillSet,100321,1
683,LeaderSkillSet,100321,4
684,LeaderSkillSet,100321,8
685,LeaderSkillSet,100322,1
686,LeaderSkillSet,100322,8
687,LeaderSkillSet,100323,4
688,LeaderSkillSet,100323,8
689,LeaderSkillSet,100324,4
690,LeaderSkillSet,100324,7
691,LeaderSkillSet,100325,1
692,LeaderSkillSet,100325,8
693,LeaderSkillSet,100326,1
694,LeaderSkillSet,100326,7
695,LeaderSkillSet,100327,4
696,LeaderSkillSet,100327,7
697,LeaderSkillSet,100328,5
698,LeaderSkillSet,100329,1
699,LeaderSkillSet,100329,7
700,LeaderSkillSet,100330,1
701,LeaderSkillSet,100330,4
702,LeaderSkillSet,100330,8
703,LeaderSkillSet,100331,1
704,LeaderSkillSet,100331,7
705,LeaderSkillSet,100332,1
706,LeaderSkillSet,100332,4
707,LeaderSkillSet,100332,8
708,LeaderSkillSet,100333,3
709,LeaderSkillSet,100333,7
710,LeaderSkillSet,100334,1
711,LeaderSkillSet,100334,3
712,LeaderSkillSet,100334,8
713,LeaderSkillSet,100335,1
714,LeaderSkillSet,100335,8
715,LeaderSkillSet,100336,1
716,LeaderSkillSet,100336,8
717,LeaderSkillSet,100337,1
718,LeaderSkillSet,100337,2
719,LeaderSkillSet,100337,8
720,LeaderSkillSet,100338,1
721,LeaderSkillSet,100338,7
722,LeaderSkillSet,100340,5
723,LeaderSkillSet,100345,1
724,LeaderSkillSet,100345,7
725,LeaderSkillSet,100346,1
726,LeaderSkillSet,100346,3
727,LeaderSkillSet,100346,8
728,LeaderSkillSet,100347,1
729,LeaderSkillSet,100347,7
730,LeaderSkillSet,100348,4
731,LeaderSkillSet,100348,8
732,LeaderSkillSet,100350,1
733,LeaderSkillSet,100350,3
734,LeaderSkillSet,100350,8
735,LeaderSkillSet,100351,1
736,LeaderSkillSet,100351,8
737,LeaderSkillSet,100352,4
738,LeaderSkillSet,100352,8
739,LeaderSkillSet,100353,1
740,LeaderSkillSet,100353,8
741,LeaderSkillSet,100354,7
742,LeaderSkillSet,100354,18
743,LeaderSkillSet,100355,5
744,LeaderSkillSet,100356,1
745,LeaderSkillSet,100356,2
746,LeaderSkillSet,100356,3
747,LeaderSkillSet,100356,8
748,LeaderSkillSet,100357,24
749,LeaderSkillSet,100358,1
750,LeaderSkillSet,100358,8
751,LeaderSkillSet,100359,1
752,LeaderSkillSet,100359,7
753,LeaderSkillSet,100360,1
754,LeaderSkillSet,100360,2
755,LeaderSkillSet,100360,8
756,LeaderSkillSet,100361,1
757,LeaderSkillSet,100361,2
758,LeaderSkillSet,100361,8
759,LeaderSkillSet,100364,4
760,LeaderSkillSet,100364,7
761,LeaderSkillSet,100365,7
762,LeaderSkillSet,100365,18
763,LeaderSkillSet,100366,4
764,LeaderSkillSet,100366,7
765,LeaderSkillSet,100367,5
766,LeaderSkillSet,100367,6
767,LeaderSkillSet,100368,4
768,LeaderSkillSet,100368,8
769,LeaderSkillSet,100369,1
770,LeaderSkillSet,100369,7
771,LeaderSkillSet,100370,7
772,LeaderSkillSet,100370,18
773,LeaderSkillSet,100372,1
774,LeaderSkillSet,100372,3
775,LeaderSkillSet,100372,8
776,LeaderSkillSet,100373,3
777,LeaderSkillSet,100373,7
778,LeaderSkillSet,100375,1
779,LeaderSkillSet,100375,8
780,LeaderSkillSet,100376,1
781,LeaderSkillSet,100376,7
782,LeaderSkillSet,100377,1
783,LeaderSkillSet,100377,7
784,LeaderSkillSet,100378,1
785,LeaderSkillSet,100378,3
786,LeaderSkillSet,100378,8
787,LeaderSkillSet,100379,4
788,LeaderSkillSet,100379,8
789,LeaderSkillSet,100380,1
790,LeaderSkillSet,100380,4
791,LeaderSkillSet,100380,8
792,LeaderSkillSet,100382,5
793,LeaderSkillSet,100383,1
794,LeaderSkillSet,100383,3
795,LeaderSkillSet,100383,8
796,LeaderSkillSet,100384,1
797,LeaderSkillSet,100384,8
798,LeaderSkillSet,100385,1
799,LeaderSkillSet,100385,8
800,LeaderSkillSet,100386,4
801,LeaderSkillSet,100386,7
802,LeaderSkillSet,100387,1
803,LeaderSkillSet,100387,3
804,LeaderSkillSet,100387,8
805,LeaderSkillSet,100388,3
806,LeaderSkillSet,100388,7
807,LeaderSkillSet,100389,1
808,LeaderSkillSet,100389,8
809,LeaderSkillSet,100390,4
810,LeaderSkillSet,100390,8
811,LeaderSkillSet,100392,1
812,LeaderSkillSet,100392,3
813,LeaderSkillSet,100392,8
814,LeaderSkillSet,100393,4
815,LeaderSkillSet,100393,8
816,LeaderSkillSet,100394,1
817,LeaderSkillSet,100394,8
818,LeaderSkillSet,100395,7
819,LeaderSkillSet,100395,18
820,LeaderSkillSet,100396,4
821,LeaderSkillSet,100396,8
822,LeaderSkillSet,100398,4
823,LeaderSkillSet,100398,8
824,LeaderSkillSet,100399,1
825,LeaderSkillSet,100399,7
826,LeaderSkillSet,100400,4
827,LeaderSkillSet,100400,7
828,LeaderSkillSet,100401,1
829,LeaderSkillSet,100401,3
830,LeaderSkillSet,100401,8
831,LeaderSkillSet,100402,4
832,LeaderSkillSet,100402,8
833,LeaderSkillSet,100404,1
834,LeaderSkillSet,100404,7
835,LeaderSkillSet,100407,24
836,LeaderSkillSet,100408,24
837,LeaderSkillSet,100409,24
838,LeaderSkillSet,100410,4
839,LeaderSkillSet,100410,8
840,LeaderSkillSet,100417,4
841,LeaderSkillSet,100417,8
842,LeaderSkillSet,100418,1
843,LeaderSkillSet,100418,7
844,LeaderSkillSet,100419,1
845,LeaderSkillSet,100419,8
846,LeaderSkillSet,100420,1
847,LeaderSkillSet,100420,2
848,LeaderSkillSet,100420,3
849,LeaderSkillSet,100420,8
850,LeaderSkillSet,100421,2
851,LeaderSkillSet,100421,3
852,LeaderSkillSet,100421,8
853,LeaderSkillSet,100422,1
854,LeaderSkillSet,100422,4
855,LeaderSkillSet,100422,8
856,LeaderSkillSet,100425,1
857,LeaderSkillSet,100425,4
858,LeaderSkillSet,100425,8
859,LeaderSkillSet,100426,1
860,LeaderSkillSet,100426,3
861,LeaderSkillSet,100426,8
862,LeaderSkillSet,100428,1
863,LeaderSkillSet,100428,3
864,LeaderSkillSet,100428,8
865,LeaderSkillSet,100430,1
866,LeaderSkillSet,100430,8
867,LeaderSkillSet,100434,1
868,LeaderSkillSet,100434,3
869,LeaderSkillSet,100434,8
870,LeaderSkillSet,100435,1
871,LeaderSkillSet,100435,7
872,LeaderSkillSet,100436,24
873,LeaderSkillSet,100437,1
874,LeaderSkillSet,100437,3
875,LeaderSkillSet,100437,8
876,LeaderSkillSet,100438,4
877,LeaderSkillSet,100438,7
878,LeaderSkillSet,100439,1
879,LeaderSkillSet,100439,3
880,LeaderSkillSet,100439,8
881,LeaderSkillSet,100440,1
882,LeaderSkillSet,100440,2
883,LeaderSkillSet,100440,3
884,LeaderSkillSet,100440,8
885,LeaderSkillSet,100441,1
886,LeaderSkillSet,100441,7
887,LeaderSkillSet,100442,1
888,LeaderSkillSet,100442,2
889,LeaderSkillSet,100442,3
890,LeaderSkillSet,100442,8
891,LeaderSkillSet,100444,1
892,LeaderSkillSet,100444,8
893,LeaderSkillSet,100446,1
894,LeaderSkillSet,100446,7
895,LeaderSkillSet,100447,7
896,LeaderSkillSet,100447,18
897,LeaderSkillSet,100448,1
898,LeaderSkillSet,100448,2
899,LeaderSkillSet,100448,3
900,LeaderSkillSet,100448,4
901,LeaderSkillSet,100448,8
902,LeaderSkillSet,100451,1
903,LeaderSkillSet,100451,2
904,LeaderSkillSet,100451,3
905,LeaderSkillSet,100451,4
906,LeaderSkillSet,100451,8
907,LeaderSkillSet,100452,2
908,LeaderSkillSet,100452,3
909,LeaderSkillSet,100452,8
910,LeaderSkillSet,100453,1
911,LeaderSkillSet,100453,2
912,LeaderSkillSet,100453,3
913,LeaderSkillSet,100453,8
914,LeaderSkillSet,100454,1
915,LeaderSkillSet,100454,2
916,LeaderSkillSet,100454,3
917,LeaderSkillSet,100454,8
918,LeaderSkillSet,100456,5
919,LeaderSkillSet,100457,1
920,LeaderSkillSet,100457,7
921,LeaderSkillSet,100460,4
922,LeaderSkillSet,100460,7
923,LeaderSkillSet,100465,1
924,LeaderSkillSet,100465,4
925,LeaderSkillSet,100465,8
926,LeaderSkillSet,100466,3
927,LeaderSkillSet,100466,7
928,LeaderSkillSet,100467,7
929,LeaderSkillSet,100467,18
930,LeaderSkillSet,100468,1
931,LeaderSkillSet,100468,8
932,LeaderSkillSet,100469,3
933,LeaderSkillSet,100469,7
934,LeaderSkillSet,100470,1
935,LeaderSkillSet,100470,7
936,LeaderSkillSet,100471,1
937,LeaderSkillSet,100471,8
938,LeaderSkillSet,100472,4
939,LeaderSkillSet,100472,7
940,LeaderSkillSet,100474,1
941,LeaderSkillSet,100474,7
942,LeaderSkillSet,100475,1
943,LeaderSkillSet,100475,3
944,LeaderSkillSet,100475,8
945,LeaderSkillSet,100476,4
946,LeaderSkillSet,100476,7
947,LeaderSkillSet,100480,4
948,LeaderSkillSet,100480,8
