id,collection_category_id,name,priority,card_id,background_id
142,7,ミスター・ブウ,63700,1003330,2
143,3,"超サイヤ人ゴッド
孫悟空",88600,1003690,5
144,3,"孫悟空
(GT)",81000,1002960,3
145,4,ターレス,78800,1003660,2
146,2,カカオ,98400,1003920,5
147,4,ダイーズ,78600,1003930,4
148,1,アモンド,99800,1003940,3
149,9,レズン,61100,1003950,1
150,9,ラカセイ,62200,1003960,1
151,3,"孫悟空
(天使)",80700,1002860,5
152,6,"パン
(GT)",71600,1002980,2
153,3,"超サイヤ人
孫悟空
(GT)",88400,1003020,5
154,3,"超サイヤ人
トランクス
(GT)",85700,1002990,1
155,3,スーパーウーブ,90400,1004000,3
156,6,"ベジータ
(GT)",67100,1003000,3
157,3,"超サイヤ人
孫悟飯
(GT)",86300,1003130,1
158,7,"ミスター・サタン
(GT)",63900,1003060,4
159,3,"孫悟飯
(じいちゃん)",79000,2000090,3
160,6,"ピッコロ大魔王
(老)",70700,1002260,2
161,6,ピッコロ大魔王,70800,1002270,1
162,1,アックマン,100000,1002360,5
163,1,ウーロン,98900,1003160,1
164,4,チャパ王,77300,1003150,5
165,4,ドラキュラマン,75000,1002380,3
166,7,ミイラくん,64100,1002370,5
167,7,ムラサキ曹長,63300,1002300,5
168,6,ブルー将軍,68500,1002310,2
169,6,"ブルマ
(少女期)",68100,1003980,2
170,9,老界王神,60900,1003970,2
171,6,ベジット,66700,1002390,1
172,6,"パン
(幼年期)",71700,1002040,4
173,7,"魔人ブウ
(ピッコロ吸収)",64400,1003550,2
174,6,ブロリー,67600,2000620,4
175,3,"超サイヤ人
ブロリー",84900,2000630,4
176,4,"伝説の超サイヤ人
ブロリー",76400,2000640,3
177,6,パラガス,71800,2000760,4
178,2,界王神,98600,1003480,2
179,7,メタルクウラ,63100,1004600,2
180,9,ロボット兵,60700,1003650,4
181,3,超ベジータ,83700,1004370,5
182,2,ゴテンクス,94300,1002400,5
183,6,"ブルマ
(バニー)",68000,1004180,1
184,9,ランチ,61900,1004190,3
185,6,ブラック参謀,69600,1004670,4
186,2,ギラン,96400,1004660,5
187,2,ゴテンクス(失敗)A,94200,1004800,4
188,2,ゴテンクス(失敗)B,94100,1004810,1
189,1,"ウーブ
(青年期)",99000,1005250,1
190,2,キビト,96800,1003460,3
191,3,"超サイヤ人2
孫悟飯
(青年期)",86600,1003270,4
192,4,ドクター・ライチー,75700,1003400,1
193,6,ハッチヒャック,72100,1003380,4
194,3,"超サイヤ人
孫悟空
(天使)",89300,1005070,1
195,3,"超サイヤ人3
ベジータ",84300,1003240,1
196,2,キビト神,96700,1003470,4
197,6,ベクウ,67400,1002410,4
198,3,超ゴジータ,90300,1005270,3
199,3,スーパージャネンバ,83500,1002800,2
200,3,"超サイヤ人
ゴテンクス",87400,1004720,4
201,2,神様,98000,1004950,4
202,5,ナム,73700,1005590,2
203,6,バクテリアン,72300,1005600,4
204,3,"超サイヤ人
ベジータ
(GT)",84000,1004040,1
205,4,トワ,60600,1004960,1
206,7,ミラ,63500,1004970,4
207,7,魔神ドミグラ,65400,1004980,2
208,3,"超サイヤ人
トランクス
(ゼノ)",85900,1004990,5
209,4,時の界王神,76000,1005510,4
210,4,"トランクス
(少年期)
(未来)",74200,2000220,2
211,3,"超サイヤ人
孫悟飯
(未来)",86400,2000230,1
212,3,"孫悟飯
(未来)",79400,1005610,4
213,3,"超サイヤ人
トランクス
(未来)",85800,1005620,2
214,6,"フリーザ
(フルパワー)",68700,1003320,4
215,3,スーパーザーボン,83600,1001530,5
216,7,武泰斗,63400,1003450,1
217,2,"ギニュー
(孫悟空)",97100,1001610,4
218,3,"超サイヤ人2
孫悟空
(GT)",88300,1003030,4
219,7,メタルリルド,62900,1005940,3
220,6,"ベビー
(少年体)",66500,1006000,2
221,9,リルド将軍,61200,1005920,3
222,6,ハイパーメガリルド,72400,1005930,3
223,3,"超サイヤ人2
孫悟空
(天使)",89000,1004210,1
224,7,"魔人ブウ
(ゴテンクス吸収)",65000,1003570,3
225,2,"グレート
サイヤマン
(SS2)",95600,1005210,4
226,3,"超サイヤ人2
トランクス
(青年期)",85500,1005190,3
227,5,"ナッパ
(大猿)",73800,1005130,2
228,3,"孫悟空
(少年期)
(大猿)",80800,1002820,4
229,6,"ベジータ
(大猿)",67200,1002830,5
230,9,"ラディッツ
(大猿)",62000,1005140,3
231,4,ターブル,78900,1005420,2
232,3,"超サイヤ人
ベジータ
(天使)",84600,1005080,5
233,4,大界王神,78400,1004470,2
234,3,スーパーベビー2,83000,1006030,2
235,3,"超サイヤ人3
孫悟空
(GT)",88200,1006750,3
236,3,"孫悟飯
(GT)",79300,1006250,5
237,3,"孫悟天
(GT)",80000,1004020,3
238,3,"孫悟天
(GT)
(寄生)",79900,1006280,4
239,3,"超サイヤ人
孫悟天
(GT)(寄生)",87500,1006310,4
240,6,ベジータベビー,66900,1006010,5
241,6,"バーダック
(大猿)",73000,1002810,1
242,3,"セリパ
(大猿)",82100,1006480,3
243,6,"パンブーキン
(大猿)",71200,1006490,2
244,4,"トテッポ
(大猿)",75300,1006500,4
245,4,"トーマ
(大猿)",76200,1006510,5
246,3,超ベジット,83200,1008410,5
247,7,"マジュニア
(巨大化)",65500,1005170,3
248,6,"パン
(GT)
(ハニー)",71500,1007360,3
249,6,ヒット,70600,1007090,2
250,6,ボタモ,66000,1007020,4
251,7,マゲッタ,65700,1007080,3
252,6,"フロスト
(最終形態)",67700,1007050,5
253,2,キャベ,96600,1007060,1
254,3,"超サイヤ人
キャベ",90000,1007070,1
255,3,"超サイヤ人3
ゴテンクス",87200,1007930,1
256,8,ヤムハン,62400,1008350,4
257,3,シャンパ,92200,1007950,4
258,6,フロスト,67900,1007030,5
259,6,"フロスト
(突撃形態)",67800,1007040,5
260,2,カロリー,97400,1008340,1
261,6,フウラ,69800,1008650,3
262,6,パンデル,71400,1008660,2
263,6,バーロット,72700,1008670,3
264,4,チャオマン,77400,1008680,4
265,6,ブラパン,69500,1008690,5
266,3,ジャネンブウ,92300,1008700,1
267,7,"魔人ブウ
(アルティメット
悟飯吸収)",65100,1008100,2
268,7,"魔人ブウ
(南の界王神吸収)",64300,1008131,1
269,4,"ターレス
(大猿)",78700,1005150,5
270,3,"人造人間
17号&18号",91500,1008770,5
271,2,"ゴテンクス
(青年期)",94000,1007430,4
272,3,"超サイヤ人
ゴテンクス
(青年期)",87100,1007440,1
273,3,"スーパー
パイクーハン",83300,1007420,3
274,3,ジャネンバベビー,92400,1007710,5
275,7,"魔人ブウ
(純粋)
(バビディ吸収)",64700,1007720,2
276,3,超一星龍,90500,1006410,3
277,1,一星龍,99400,1008720,4
278,9,二星龍,61400,1006340,1
279,3,三星龍,93100,1006350,2
280,3,四星龍,90600,1006360,1
281,1,五星龍,99200,1006370,4
282,9,六星龍,61300,1006380,5
283,4,七星龍,77800,1006400,2
284,3,"超サイヤ人3
ベジータ
(GT)",83900,1008760,3
285,4,テッカ,76700,1008900,4
286,6,ピニッジ,70400,1008910,5
287,2,ゴクウブラック,94700,1008840,4
288,5,則巻アラレ,73300,1008950,4
289,1,オボッチャマン,98700,1009050,5
290,3,スッパマン,82600,1009030,4
291,3,"超サイヤ人ゴッドSS
ベジット",89500,1009320,4
292,2,"ゴクウブラック
(超サイヤ人ロゼ)",94500,1009340,5
293,4,"トランクス
(青年期)
(未来)",74100,1008860,1
294,7,"マイ
(未来)",65900,1008880,2
295,3,ザマス,93300,1009160,3
296,2,"亀仙人
(サンタクロース)",97800,1009850,1
297,2,合体ザマス,98300,1009600,1
298,3,"超サイヤ人4
孫悟空",88700,1009420,3
299,3,"超サイヤ人4
ベジータ",84200,1009820,5
300,3,"超サイヤ人3
孫悟空
(GT)(黄金大猿)",88100,1008291,3
301,3,"スーパーベビー2
(大猿ベビー)",82900,1006521,2
302,3,スーパーベビー1,83100,1006021,5
303,3,"孫悟飯
(GT)
(寄生)",79200,1006270,1
304,3,"超サイヤ人
孫悟飯
(GT)(寄生)",86200,1006300,1
305,4,"トランクス
(GT)
(寄生)",73900,1006290,2
306,3,"超サイヤ人
トランクス
(GT)(寄生)",85600,1006320,2
307,2,"ギニュー
(特戦隊)",96900,1009631,4
308,3,"超サイヤ人3
孫悟空
(天使)",88800,1010240,1
309,2,仮面のサイヤ人,97600,1010280,1
310,3,"超サイヤ人2
バーダック",85100,1010321,3
311,4,兎人参化,75100,1009800,2
312,6,ヘルファイター17号,66300,1010550,2
313,3,超17号,83400,1005990,5
314,3,ジャネンバ,92500,1002790,5
315,3,孫悟空Jr.,80200,1010350,2
316,3,"超サイヤ人
孫悟空Jr.",87700,1010361,2
317,3,"超サイヤ人3
ゴテンクス
(青年期)",87000,1007741,1
318,6,バイオブロリー,72600,1008010,1
319,2,"ゴクウブラック
&ザマス",94600,1011131,1
320,2,"ゴクウブラック
(超サイヤ人ロゼ)
&ザマス",94400,1011141,1
321,3,"超サイヤ人3
ブロリー",84800,1011160,1
322,3,"超サイヤ人孫悟空
(天使)
(超界王拳)",89200,1010660,4
323,6,"パーフェクトセル
(天使)",72800,1010680,5
324,6,"フリーザ
(最終形態)
(天使)",68800,1012220,5
325,2,"コルド大王
(天使)",93800,1010700,1
326,3,"超サイヤ人2
カリフラ",90100,1011750,5
327,2,"ケール
(暴走)",95100,1011760,4
328,3,"超サイヤ人4
ゴジータ",90200,1011290,1
329,6,ビルスイス,70100,1011820,4
330,3,セルーザ,81500,1011830,2
331,4,"トランクス
(幼年期)
&孫悟天(幼年期)",74600,1011641,5
332,9,ランファン,61800,1011220,4
333,6,"ベルガモ
(巨大化)",66400,1011580,4
334,7,"魔人ブウ
(シェイプアップ)",64900,1011940,5
335,4,トッポ,75600,1011590,3
336,2,"ゴールデン
フリーザ
(天使)",94900,1012020,2
337,8,ユーリン,62300,1011920,1
338,3,"孫悟空
(身勝手の
極意“兆”)",80600,1012370,2
339,6,"フルパワー
ボージャック
(銀河戦士)",68300,1012161,2
340,4,大界王,78500,1012230,5
341,6,ベジット(アメ玉),66600,1012290,1
342,3,"超サイヤ人
ケフラ",89700,1012690,4
343,1,暗黒トワ,99500,1012550,5
344,3,"超サイヤ人3
トランクス
(青年期)",85400,1012570,5
345,3,"超サイヤ人3
孫悟飯
(青年期)",86500,1008180,2
346,4,"天津飯
&餃子",76500,1012131,5
347,1,男狼,98800,1006140,1
348,6,パンプット,71100,1006150,4
349,3,"超サイヤ人2
ベジータ
&ブルマ",84400,1012651,3
350,3,"超サイヤ人3
バーダック",85000,1011770,2
351,4,"タピオン
(ヒルデガーン)",78000,1012410,5
352,4,タピオン,78100,1012860,1
353,6,ホイ,66100,1012470,3
354,7,ミノシア,63600,1012480,2
355,3,"孫悟空&
ベジータ",80400,1012880,2
356,3,"超サイヤ人
孫悟空&
超サイヤ人ベジータ",87900,1012901,2
357,3,"孫悟空(天使)&
ベジータ(天使)",80300,1012910,4
358,3,"超サイヤ人孫悟空
(天使)&超サイヤ人
ベジータ(天使)",87800,1012931,4
359,2,"ギニュー
(孫悟空)
(特戦隊)",97000,1013101,1
360,3,"スーパー
リブリアン",82700,1013470,3
361,3,"超サイヤ人2
ケフラ",89600,1013431,4
362,2,カリフラ,97500,1013630,3
363,2,ケール,95200,1013650,2
364,3,"超サイヤ人2
ケール",89800,1013660,2
365,3,"超サイヤ人2
キャベ",89900,1013531,1
366,3,ジレン,92000,1013480,3
367,4,"ドラゴンボール
ヒロインズ",74900,1013781,3
368,6,"ビルス
&ウイス",70200,1013771,3
369,4,"トッポ
(破壊神モード)",75500,1013881,3
370,4,ディスポ,76900,1012610,5
371,4,"ディスポ
(超最高速モード)",76800,1013911,5
372,9,リブリアン,61600,1012300,4
373,9,"リブリアン
(巨大化)",61500,1013951,4
374,9,"老界王神
(居眠り)",60800,1013400,4
375,3,スラッグ,82400,1013700,4
376,3,"スラッグ
(巨大化)",82300,1013711,4
377,4,"超フルパワー
サイヤ人4
孫悟空",77200,1014120,1
378,6,"フリーザ
(最終形態)
(GT)",68900,1014320,4
379,3,"セル
(完全体)
(GT)",81700,1014340,2
380,3,"人造人間18号
(GT)",91300,1005810,3
381,7,"メタルクウラ
軍団",63000,1014471,2
382,6,ブラ,69700,1012090,1
383,3,"人造人間21号
(変身)",90900,1014650,3
384,3,"人造人間21号
(通常)",91000,1014630,2
385,3,"人造人間21号
(変身・善)",90800,1014641,2
386,2,"グレート
サイヤマン
1号&2号",95500,1013360,4
387,3,"セル
(完全体)
&セルジュニア",81600,1014941,4
388,4,"トランクス(幼年期)
&孫悟天(幼年期)
&マーロン",74500,1014100,4
389,3,"孫悟空
&フリーザ
(最終形態)(天使)",80500,1014950,1
390,5,西の界王神,73600,1015190,5
391,3,"超サイヤ人
ゴテンクス
&ゴースト",87300,1015270,2
392,6,パスタ,72200,1015350,2
393,6,"ブリアン・
デ・
シャトー",69400,1014200,2
394,3,"孫悟飯(青年期)
&ビーデル",79500,1015591,2
395,3,"超サイヤ人3
孫悟空
(ゼノ)",88000,1015491,3
396,3,"超サイヤ人3
ベジータ
(ゼノ)",83800,1015501,4
397,4,"時の界王神
(時の力解放)",75900,1015511,1
398,3,超ミラ,82800,1015521,3
399,7,"魔神ドミグラ
(魔強化形態)",65300,1015531,4
400,1,暗黒仮面王,99600,1015541,2
401,2,"黒仮面の
サイヤ人",95300,1015551,5
402,6,ボタマゲッタ,66010,1015800,2
403,6,"フロスト
(フルパワー)",67690,1015791,3
404,8,"ヤムチャ
&プーアル",62490,1015181,4
405,4,"トランクス
(青年期)(未来)
&マイ(未来)",74050,1014081,3
406,4,"トランクス
(幼年期)
&マイ",74450,1015860,1
407,3,"超サイヤ人
ゴジータ",90290,1015960,5
408,3,"超サイヤ人ゴッド
ベジータ",84100,1016051,3
409,6,"ブロリー
(怒り)",67590,1014511,5
410,6,"パラガス
&ブロリー",71790,1016081,2
411,2,ギル,96350,1016290,2
412,6,ベジータJr.,66750,1011330,4
413,3,"超サイヤ人
ベジータJr.",83650,1011341,4
414,3,"孫悟空(GT)
&パン(GT)
&トランクス(GT)",80350,1016350,2
415,3,"孫悟空
(少年期)
&則巻アラレ",80330,1016231,5
416,6,複製ベジータ,69750,1016190,5
417,6,"複製ベジータ
(超サイヤ人ゴッドSS)",69740,1016201,5
418,3,"孫悟空
(DOKKAN武闘伝)",80650,1016710,4
419,6,"ベジータ
(DOKKAN武闘伝)",67050,1016720,5
420,3,サオネル&ピリナ,93350,1016920,1
421,1,ヴァドス,99350,1017030,5
422,3,"孫悟飯(青年期)
&孫悟天(幼年期)",79550,1016790,1
423,3,"超サイヤ人孫悟飯
(青年期)&超サイヤ人
孫悟天(幼年期)",86650,1016801,1
424,2,"カリフラ
&ケール",97450,1016820,5
425,3,"超サイヤ人カリフラ
&超サイヤ人ケール",90150,1016831,5
426,3,"超サイヤ人2
カリフラ
&超サイヤ人2
ケール",90050,1016841,5
427,2,ゴワス,93750,1017010,4
428,2,ゴワス&ザマス,93740,1017021,4
429,6,"ビルス
(モナカの着ぐるみ)",70150,1015920,4
430,2,ゴジータ,94350,1017230,3
431,6,ハッチャン,72050,1016960,3
432,2,牛魔王,96450,1006080,4
433,6,ビート,70950,1017250,3
434,2,"グレート
サイヤマン4号",95370,1017260,3
435,1,"アムズ
(第二形態)",99860,1017360,5
436,1,"アムズ
(第三形態)",99850,1017370,5
437,3,シーラス,92960,1017290,3
438,2,"グレート
サイヤマン3号",95380,1017270,1
439,3,"孫悟空
(ゼノ)",80750,1017390,4
440,6,"ベジータ
(ゼノ)",67080,1017400,2
441,7,"メカフリーザ
&コルド大王",63150,1017321,3
442,3,"孫悟空(少年期)
&ブルマ(少女期)",80320,1017381,5
443,3,"超ベジータ
/超トランクス",83690,1017661,3
444,3,"超サイヤ人
孫悟空
/超サイヤ人
孫悟飯(少年期)",87950,1017741,1
445,9,"六星龍
(乙姫)",61290,1017690,2
446,3,"人造人間
17号&18号
/人造人間16号",91450,1018031,4
447,4,"トランクス
(幼年期)
(グレートサイヤマン)",74650,1018210,5
448,3,スケさん,82650,1018170,5
449,3,"サウザー
(クウラ機甲戦隊)",93390,1018061,4
450,3,"超サイヤ人ゴッド
SS孫悟空
(界王拳)",88450,1018530,3
451,2,カンバー,97350,1018450,4
452,3,"超サイヤ人
カンバー
(大猿カンバー)",90040,1018461,4
453,2,"ゴールデン
クウラ",95050,1018290,1
454,6,フュー,69730,1018310,2
455,3,超フュー,83250,1018321,2
456,2,"ゴテンクス
(ゼノ)",93950,1018380,5
457,6,"ベジークス
(ゼノ)",67350,1018350,3
458,2,"ゴハンクス
(ゼノ)",93940,1018370,2
459,1,悪のサイヤ人,100100,1018390,3
460,3,"人造人間
14号&15号",91850,1018510,4
461,3,"孫悟空
(サンタクロース)",80950,1018550,1
462,2,"グレート
サイヤマン
(SS)",95650,1018581,3
463,8,"ヤムー
&スポポビッチ",62550,1018701,5
464,6,"ブロリー
(幼年期)",67550,1018920,2
465,3,"超サイヤ人
トランクス(未来)
&マイ(未来)",85750,1019281,5
466,6,"バーダック
&ギネ",72950,1019041,3
467,6,"ベジータ
(幼年期)
&ラディッツ(幼年期)",66950,1018951,5
468,3,"ザマス
(孫悟空)",93250,1019071,3
469,6,"バーダック
チーム",72930,1019101,2
470,6,"ブロリー
&チライ
&レモ",67520,1019001,4
471,3,"ジャッキー・チュン
(MAXパワー)",92550,1018900,4
472,5,"ナッパ
/ベジータ",73750,1019401,5
473,7,"魔人ブウ(善)
/魔人ブウ
(純粋悪)",64450,1019591,1
474,6,"バビディ
&ダーブラ",71950,1018591,5
475,2,ケフラ,95090,1019730,3
476,2,カクンサ,98350,1012310,5
477,9,ロージィ,60750,1012320,2
478,3,"超サイヤ人ゴッド
SS孫悟空
&超サイヤ人ゴッド
SSベジータ",88475,1019970,4
479,3,"超サイヤ人ゴッド
SS孫悟空(界王拳)
&超サイヤ人ゴッド
SSベジータ(進化)",88430,1019991,4
480,2,カーセラル,98700,1020160,4
481,2,"カーセラル
(プライド・
トルーパーズ)",98690,1020171,4
482,3,"ジレン
(フルパワー)",91990,1014700,1
483,4,"トッポ
(プライド・
トルーパーズ)",75510,1020011,2
484,3,"孫悟空
&ベジータ(天使)",80390,1020440,3
485,2,"グレート
サイヤマン
2号/1号",95390,1019491,1
486,7,"ミスター・サタン
/魔人ブウ
(善)",63790,1020771,5
487,2,"界王神
&キビト",98590,1020131,2
488,3,"スーパー
ハッチヒャック",83300,1020431,4
489,6,"ベジータ
(天使)",67070,1020200,4
490,3,"超サイヤ人2
ベジータ
(天使)",84450,1020211,4
491,3,"孫悟空
&孫悟飯(幼年期)",80550,1019701,1
492,2,"ゴールデン
フリーザ
&ソルベ",94950,1021081,1
493,3,"孫悟飯
(じいちゃん)
&パン(GT)",78990,1021101,3
494,4,ターレス軍団,78650,1020751,3
495,6,"ベジータ
(GT)(大猿)",67090,1021391,2
496,3,"超サイヤ人4
ベジット
(ゼノ)",89550,1020640,4
497,3,"超サイヤ人4
ブロリー",84790,1020660,1
498,3,"超サイヤ人4
バーダック",84990,1020680,3
499,3,"超サイヤ人4
孫悟飯",86490,1020690,2
500,7,魔神トワ,65250,1020540,2
501,7,"魔神ダーブラ
(ゼノ)",65450,1020900,5
502,7,魔神サルサ,65470,1020880,1
503,3,"孫悟飯
(幼年期)
(サンタクロース)",79750,1021510,1
504,1,アンニン,99450,1020060,2
505,6,"バビディ
&魔人ブウ
(善)",71940,1021001,4
506,1,"アルティメット
孫悟飯
&ピッコロ",99680,1021351,1
507,2,"ゴールデン
フリーザ(天使)
&アルティメット
孫悟飯",94890,1021371,3
508,3,"孫悟空
(身勝手の
極意)",80610,1020230,3
509,3,"超サイヤ人ゴッド
SSベジータ
(進化)",84040,1020320,2
510,2,"クリリン
&人造人間18号",95850,1021630,2
511,2,"亀仙人
&天津飯",97650,1021530,1
512,2,"ゴールデン
フリーザ(天使)
&人造人間17号",94880,1021431,4
513,3,"人造人間17号
(第7宇宙チーム)",91610,1021481,2
514,3,"超サイヤ人
トランクス(幼年期)
&超サイヤ人
孫悟天(幼年期)",86050,1021680,4
515,2,"グレート
サイヤマン
&ビーデル",95550,1021851,3
516,4,"タピオン
&ミノシア",77950,1021950,3
517,3,"孫悟飯
(GT)
&孫悟天
(GT)",79150,1022041,1
518,4,"トランクス
(GT)
&孫悟天
(GT)",73880,1022021,5
519,4,"トランクス
(GT)",73910,1022660,5
520,3,邪悪龍軍団,92750,1021881,2
521,2,ガーリックJr.,98680,1022050,2
522,3,"スーパー
ガーリックJr.",90350,1022061,2
523,3,"孫悟空
&ピッコロ",80530,1022100,2
524,6,"フリーザ
(最終形態)
&死人軍団 ",68790,1021901,3
525,6,ピッコロ&クリリン,70850,1022311,3
526,2,キャウェイ,96650,1022710,1
527,7,マルカリータ,64150,1022670,5
528,3,"ザーボン
&ドドリア",93650,1023001,1
529,2,"クリリン
/ベジータ",95830,1022881,2
530,2,"クリリン
&孫悟飯
(幼年期)",95840,1022920,5
531,6,"ベジータ
/孫悟空",66925,1023041,2
532,5,"ナッパ
(青年期)",73775,1023130,2
533,6,"ヒット
&超サイヤ人
ゴッド孫悟空",70550,1023070,3
534,6,"ハッチャン
(暴走)",72040,1023150,4
535,6,"ハッチャン
&人造人間17号",72030,1023161,4
536,7,魔神プティン,64250,1023320,4
537,3,"超サイヤ人ゴッド
トランクス
(ゼノ)",85350,1023230,1
538,6,"パン
(ゼノ)",71450,1023250,2
539,1,"暗黒王メチカブラ
(時の力解放)",99650,1023180,5
540,4,"時の界王神
(洗脳)",75950,1023210,3
541,9,ロベル,60725,1023200,4
542,3,"超サイヤ人
孫悟空
(ゼノ)",89350,1023301,4
543,3,"超サイヤ人
ベジータ
(ゼノ)",84650,1023311,2
