id,dot_character_lv_reward_set_id,dot_character_lv,item_id,item_type,quantity,card_exp_init
278,1,11,5,PotentialItem,800,0
279,1,11,6,PotentialItem,500,0
280,1,11,7,PotentialItem,500,0
281,1,11,8,PotentialItem,500,0
282,1,11,9,PotentialItem,500,0
283,1,11,10,PotentialItem,500,0
284,1,11,11,PotentialItem,40,0
285,1,11,12,PotentialItem,40,0
286,1,11,13,PotentialItem,40,0
287,1,11,14,PotentialItem,40,0
288,1,11,15,PotentialItem,40,0
289,1,11,800,TrainingItem,5,0
290,1,11,801,TrainingItem,5,0
291,1,11,802,TrainingItem,5,0
292,1,11,803,TrainingItem,5,0
293,1,11,804,TrainingItem,5,0
294,1,11,900,TrainingItem,2,0
295,1,11,901,TrainingItem,2,0
296,1,11,902,TrainingItem,2,0
297,1,11,903,TrainingItem,2,0
298,1,11,904,TrainingItem,2,0
299,1,11,1000,TrainingItem,2,0
300,1,11,1001,TrainingItem,2,0
301,1,11,1002,TrainingItem,2,0
302,1,11,1003,TrainingItem,2,0
303,1,11,1004,TrainingItem,2,0
304,1,12,11,Point::Stone,10,0
305,1,12,1012230,Card,1,0
306,1,12,1012240,Card,1,0
307,1,12,1012250,Card,1,0
308,1,12,1012260,Card,1,0
309,1,12,1012270,Card,1,0
310,1,12,1013400,Card,15,0
311,1,12,1,ActItem,3,0
312,1,12,2,ActItem,2,0
313,1,12,3,ActItem,1,0
314,1,12,1,EventkagiItem,5,0
315,1,12,2,EventkagiItem,5,0
316,1,12,3,EventkagiItem,5,0
317,1,12,5,EventkagiItem,5,0
318,1,12,1002640,Card,5,93879
319,1,12,1002630,Card,5,765122
320,1,12,1005480,Card,5,765122
321,1,12,1,PotentialItem,800,0
322,1,12,2,PotentialItem,800,0
323,1,12,3,PotentialItem,800,0
324,1,12,4,PotentialItem,800,0
325,1,12,5,PotentialItem,800,0
326,1,12,6,PotentialItem,500,0
327,1,12,7,PotentialItem,500,0
328,1,12,8,PotentialItem,500,0
329,1,12,9,PotentialItem,500,0
330,1,12,10,PotentialItem,500,0
331,1,12,11,PotentialItem,40,0
332,1,12,12,PotentialItem,40,0
333,1,12,13,PotentialItem,40,0
334,1,12,14,PotentialItem,40,0
335,1,12,15,PotentialItem,40,0
336,1,12,800,TrainingItem,5,0
337,1,12,801,TrainingItem,5,0
338,1,12,802,TrainingItem,5,0
339,1,12,803,TrainingItem,5,0
340,1,12,804,TrainingItem,5,0
341,1,12,900,TrainingItem,2,0
342,1,12,901,TrainingItem,2,0
343,1,12,902,TrainingItem,2,0
344,1,12,903,TrainingItem,2,0
345,1,12,904,TrainingItem,2,0
346,1,12,1000,TrainingItem,2,0
347,1,12,1001,TrainingItem,2,0
348,1,12,1002,TrainingItem,2,0
349,1,12,1003,TrainingItem,2,0
350,1,12,1004,TrainingItem,2,0
351,2,1,11,Point::Stone,1,0
352,2,1,1002640,Card,1,93879
353,2,2,11,Point::Stone,1,0
354,2,2,1002640,Card,1,93879
355,2,2,800,TrainingItem,2,0
356,2,2,801,TrainingItem,2,0
357,2,2,802,TrainingItem,2,0
358,2,2,803,TrainingItem,2,0
359,2,2,804,TrainingItem,2,0
360,2,3,11,Point::Stone,3,0
361,2,3,1002640,Card,2,93879
362,2,3,800,TrainingItem,2,0
363,2,3,801,TrainingItem,2,0
364,2,3,802,TrainingItem,2,0
365,2,3,803,TrainingItem,2,0
366,2,3,804,TrainingItem,2,0
367,2,3,900,TrainingItem,1,0
368,2,3,901,TrainingItem,1,0
369,2,3,902,TrainingItem,1,0
370,2,3,903,TrainingItem,1,0
371,2,3,904,TrainingItem,1,0
372,2,4,11,Point::Stone,3,0
373,2,4,1002640,Card,2,93879
374,2,4,1002630,Card,1,765122
375,2,4,800,TrainingItem,5,0
376,2,4,801,TrainingItem,5,0
377,2,4,802,TrainingItem,5,0
378,2,4,803,TrainingItem,5,0
379,2,4,804,TrainingItem,5,0
380,2,4,900,TrainingItem,2,0
381,2,4,901,TrainingItem,2,0
382,2,4,902,TrainingItem,2,0
383,2,4,903,TrainingItem,2,0
384,2,4,904,TrainingItem,2,0
385,2,5,11,Point::Stone,5,0
386,2,5,1,ActItem,1,0
387,2,5,1,EventkagiItem,2,0
388,2,5,2,EventkagiItem,2,0
389,2,5,3,EventkagiItem,2,0
390,2,5,1002640,Card,2,93879
391,2,5,1002630,Card,2,765122
392,2,5,1,PotentialItem,200,0
393,2,5,2,PotentialItem,200,0
394,2,5,3,PotentialItem,200,0
395,2,5,4,PotentialItem,200,0
396,2,5,5,PotentialItem,200,0
397,2,5,6,PotentialItem,100,0
398,2,5,7,PotentialItem,100,0
399,2,5,8,PotentialItem,100,0
400,2,5,9,PotentialItem,100,0
401,2,5,10,PotentialItem,100,0
402,2,5,800,TrainingItem,5,0
403,2,5,801,TrainingItem,5,0
404,2,5,802,TrainingItem,5,0
405,2,5,803,TrainingItem,5,0
406,2,5,804,TrainingItem,5,0
407,2,5,900,TrainingItem,2,0
408,2,5,901,TrainingItem,2,0
409,2,5,902,TrainingItem,2,0
410,2,5,903,TrainingItem,2,0
411,2,5,904,TrainingItem,2,0
412,2,5,1000,TrainingItem,1,0
413,2,5,1001,TrainingItem,1,0
414,2,5,1002,TrainingItem,1,0
415,2,5,1003,TrainingItem,1,0
416,2,5,1004,TrainingItem,1,0
417,2,6,11,Point::Stone,5,0
418,2,6,1,ActItem,3,0
419,2,6,1,EventkagiItem,2,0
420,2,6,2,EventkagiItem,2,0
421,2,6,3,EventkagiItem,2,0
422,2,6,1002640,Card,3,93879
423,2,6,1002630,Card,3,765122
424,2,6,1,PotentialItem,300,0
425,2,6,2,PotentialItem,300,0
426,2,6,3,PotentialItem,300,0
427,2,6,4,PotentialItem,300,0
428,2,6,5,PotentialItem,300,0
429,2,6,6,PotentialItem,150,0
430,2,6,7,PotentialItem,150,0
431,2,6,8,PotentialItem,150,0
432,2,6,9,PotentialItem,150,0
433,2,6,10,PotentialItem,150,0
434,2,6,800,TrainingItem,5,0
435,2,6,801,TrainingItem,5,0
436,2,6,802,TrainingItem,5,0
437,2,6,803,TrainingItem,5,0
438,2,6,804,TrainingItem,5,0
439,2,6,900,TrainingItem,2,0
440,2,6,901,TrainingItem,2,0
441,2,6,902,TrainingItem,2,0
442,2,6,903,TrainingItem,2,0
443,2,6,904,TrainingItem,2,0
444,2,6,1000,TrainingItem,1,0
445,2,6,1001,TrainingItem,1,0
446,2,6,1002,TrainingItem,1,0
447,2,6,1003,TrainingItem,1,0
448,2,6,1004,TrainingItem,1,0
449,2,7,11,Point::Stone,5,0
450,2,7,1013400,Card,5,0
451,2,7,1,ActItem,3,0
452,2,7,2,ActItem,1,0
453,2,7,1,EventkagiItem,2,0
454,2,7,2,EventkagiItem,2,0
455,2,7,3,EventkagiItem,2,0
456,2,7,1002640,Card,3,93879
457,2,7,1002630,Card,3,765122
458,2,7,1005480,Card,1,765122
459,2,7,1,PotentialItem,400,0
460,2,7,2,PotentialItem,400,0
461,2,7,3,PotentialItem,400,0
462,2,7,4,PotentialItem,400,0
463,2,7,5,PotentialItem,400,0
464,2,7,6,PotentialItem,250,0
465,2,7,7,PotentialItem,250,0
466,2,7,8,PotentialItem,250,0
467,2,7,9,PotentialItem,250,0
468,2,7,10,PotentialItem,250,0
469,2,7,11,PotentialItem,10,0
470,2,7,12,PotentialItem,10,0
471,2,7,13,PotentialItem,10,0
472,2,7,14,PotentialItem,10,0
473,2,7,15,PotentialItem,10,0
474,2,7,800,TrainingItem,5,0
475,2,7,801,TrainingItem,5,0
476,2,7,802,TrainingItem,5,0
477,2,7,803,TrainingItem,5,0
478,2,7,804,TrainingItem,5,0
479,2,7,900,TrainingItem,2,0
480,2,7,901,TrainingItem,2,0
481,2,7,902,TrainingItem,2,0
482,2,7,903,TrainingItem,2,0
483,2,7,904,TrainingItem,2,0
484,2,7,1000,TrainingItem,1,0
485,2,7,1001,TrainingItem,1,0
486,2,7,1002,TrainingItem,1,0
487,2,7,1003,TrainingItem,1,0
488,2,7,1004,TrainingItem,1,0
489,2,8,11,Point::Stone,10,0
490,2,8,1013400,Card,10,0
491,2,8,1,ActItem,3,0
492,2,8,2,ActItem,2,0
493,2,8,1,EventkagiItem,2,0
494,2,8,2,EventkagiItem,2,0
495,2,8,3,EventkagiItem,2,0
496,2,8,1002640,Card,3,93879
497,2,8,1002630,Card,3,765122
498,2,8,1005480,Card,3,765122
499,2,8,1,PotentialItem,600,0
500,2,8,2,PotentialItem,600,0
501,2,8,3,PotentialItem,600,0
502,2,8,4,PotentialItem,600,0
503,2,8,5,PotentialItem,600,0
504,2,8,6,PotentialItem,350,0
505,2,8,7,PotentialItem,350,0
506,2,8,8,PotentialItem,350,0
507,2,8,9,PotentialItem,350,0
508,2,8,10,PotentialItem,350,0
509,2,8,11,PotentialItem,20,0
510,2,8,12,PotentialItem,20,0
511,2,8,13,PotentialItem,20,0
512,2,8,14,PotentialItem,20,0
513,2,8,15,PotentialItem,20,0
514,2,8,800,TrainingItem,5,0
515,2,8,801,TrainingItem,5,0
516,2,8,802,TrainingItem,5,0
517,2,8,803,TrainingItem,5,0
518,2,8,804,TrainingItem,5,0
519,2,8,900,TrainingItem,2,0
520,2,8,901,TrainingItem,2,0
521,2,8,902,TrainingItem,2,0
522,2,8,903,TrainingItem,2,0
523,2,8,904,TrainingItem,2,0
524,2,8,1000,TrainingItem,2,0
525,2,8,1001,TrainingItem,2,0
526,2,8,1002,TrainingItem,2,0
527,2,8,1003,TrainingItem,2,0
528,2,8,1004,TrainingItem,2,0
529,2,9,11,Point::Stone,10,0
530,2,9,1013400,Card,15,0
531,2,9,1,ActItem,3,0
532,2,9,2,ActItem,2,0
533,2,9,1,EventkagiItem,3,0
534,2,9,2,EventkagiItem,3,0
535,2,9,3,EventkagiItem,3,0
536,2,9,1002640,Card,4,93879
537,2,9,1002630,Card,4,765122
538,2,9,1005480,Card,4,765122
539,2,9,1,PotentialItem,700,0
540,2,9,2,PotentialItem,700,0
541,2,9,3,PotentialItem,700,0
542,2,9,4,PotentialItem,700,0
543,2,9,5,PotentialItem,700,0
544,2,9,6,PotentialItem,400,0
545,2,9,7,PotentialItem,400,0
546,2,9,8,PotentialItem,400,0
547,2,9,9,PotentialItem,400,0
548,2,9,10,PotentialItem,400,0
549,2,9,11,PotentialItem,30,0
550,2,9,12,PotentialItem,30,0
551,2,9,13,PotentialItem,30,0
552,2,9,14,PotentialItem,30,0
553,2,9,15,PotentialItem,30,0
554,2,9,800,TrainingItem,5,0
555,2,9,801,TrainingItem,5,0
556,2,9,802,TrainingItem,5,0
557,2,9,803,TrainingItem,5,0
558,2,9,804,TrainingItem,5,0
559,2,9,900,TrainingItem,2,0
560,2,9,901,TrainingItem,2,0
561,2,9,902,TrainingItem,2,0
562,2,9,903,TrainingItem,2,0
563,2,9,904,TrainingItem,2,0
564,2,9,1000,TrainingItem,2,0
565,2,9,1001,TrainingItem,2,0
566,2,9,1002,TrainingItem,2,0
567,2,9,1003,TrainingItem,2,0
568,2,9,1004,TrainingItem,2,0
569,2,10,11,Point::Stone,10,0
570,2,10,1003970,Card,1,0
571,2,10,1013400,Card,15,0
572,2,10,1,ActItem,3,0
573,2,10,2,ActItem,2,0
574,2,10,1,EventkagiItem,3,0
575,2,10,2,EventkagiItem,3,0
576,2,10,3,EventkagiItem,3,0
577,2,10,5,EventkagiItem,3,0
578,2,10,1002640,Card,5,93879
579,2,10,1002630,Card,5,765122
580,2,10,1005480,Card,5,765122
581,2,10,1,PotentialItem,800,0
582,2,10,2,PotentialItem,800,0
583,2,10,3,PotentialItem,800,0
584,2,10,4,PotentialItem,800,0
585,2,10,5,PotentialItem,800,0
586,2,10,6,PotentialItem,500,0
587,2,10,7,PotentialItem,500,0
588,2,10,8,PotentialItem,500,0
589,2,10,9,PotentialItem,500,0
590,2,10,10,PotentialItem,500,0
591,2,10,11,PotentialItem,40,0
592,2,10,12,PotentialItem,40,0
593,2,10,13,PotentialItem,40,0
594,2,10,14,PotentialItem,40,0
595,2,10,15,PotentialItem,40,0
596,2,10,800,TrainingItem,5,0
597,2,10,801,TrainingItem,5,0
598,2,10,802,TrainingItem,5,0
599,2,10,803,TrainingItem,5,0
600,2,10,804,TrainingItem,5,0
601,2,10,900,TrainingItem,2,0
602,2,10,901,TrainingItem,2,0
603,2,10,902,TrainingItem,2,0
604,2,10,903,TrainingItem,2,0
605,2,10,904,TrainingItem,2,0
606,2,10,1000,TrainingItem,2,0
607,2,10,1001,TrainingItem,2,0
608,2,10,1002,TrainingItem,2,0
609,2,10,1003,TrainingItem,2,0
610,2,10,1004,TrainingItem,2,0
611,2,11,11,Point::Stone,10,0
612,2,11,1003970,Card,1,0
613,2,11,1013400,Card,15,0
614,2,11,1,ActItem,3,0
615,2,11,2,ActItem,2,0
616,2,11,3,ActItem,1,0
617,2,11,1,EventkagiItem,5,0
618,2,11,2,EventkagiItem,5,0
619,2,11,3,EventkagiItem,5,0
620,2,11,5,EventkagiItem,5,0
621,2,11,1002640,Card,5,93879
622,2,11,1002630,Card,5,765122
623,2,11,1005480,Card,5,765122
624,2,11,1,PotentialItem,800,0
625,2,11,2,PotentialItem,800,0
626,2,11,3,PotentialItem,800,0
627,2,11,4,PotentialItem,800,0
628,2,11,5,PotentialItem,800,0
629,2,11,6,PotentialItem,500,0
630,2,11,7,PotentialItem,500,0
631,2,11,8,PotentialItem,500,0
632,2,11,9,PotentialItem,500,0
633,2,11,10,PotentialItem,500,0
634,2,11,11,PotentialItem,40,0
635,2,11,12,PotentialItem,40,0
636,2,11,13,PotentialItem,40,0
637,2,11,14,PotentialItem,40,0
638,2,11,15,PotentialItem,40,0
639,2,11,800,TrainingItem,5,0
640,2,11,801,TrainingItem,5,0
641,2,11,802,TrainingItem,5,0
642,2,11,803,TrainingItem,5,0
643,2,11,804,TrainingItem,5,0
644,2,11,900,TrainingItem,2,0
645,2,11,901,TrainingItem,2,0
646,2,11,902,TrainingItem,2,0
647,2,11,903,TrainingItem,2,0
648,2,11,904,TrainingItem,2,0
649,2,11,1000,TrainingItem,2,0
650,2,11,1001,TrainingItem,2,0
651,2,11,1002,TrainingItem,2,0
652,2,11,1003,TrainingItem,2,0
653,2,11,1004,TrainingItem,2,0
654,2,12,11,Point::Stone,10,0
655,2,12,1012230,Card,1,0
656,2,12,1012240,Card,1,0
657,2,12,1012250,Card,1,0
658,2,12,1012260,Card,1,0
659,2,12,1012270,Card,1,0
660,2,12,1013400,Card,15,0
661,2,12,1,ActItem,3,0
662,2,12,2,ActItem,2,0
663,2,12,3,ActItem,1,0
664,2,12,1,EventkagiItem,5,0
665,2,12,2,EventkagiItem,5,0
666,2,12,3,EventkagiItem,5,0
667,2,12,5,EventkagiItem,5,0
668,2,12,1002640,Card,5,93879
669,2,12,1002630,Card,5,765122
670,2,12,1005480,Card,5,765122
671,2,12,1,PotentialItem,800,0
672,2,12,2,PotentialItem,800,0
673,2,12,3,PotentialItem,800,0
674,2,12,4,PotentialItem,800,0
675,2,12,5,PotentialItem,800,0
676,2,12,6,PotentialItem,500,0
677,2,12,7,PotentialItem,500,0
678,2,12,8,PotentialItem,500,0
679,2,12,9,PotentialItem,500,0
680,2,12,10,PotentialItem,500,0
681,2,12,11,PotentialItem,40,0
682,2,12,12,PotentialItem,40,0
683,2,12,13,PotentialItem,40,0
684,2,12,14,PotentialItem,40,0
685,2,12,15,PotentialItem,40,0
686,2,12,800,TrainingItem,5,0
687,2,12,801,TrainingItem,5,0
688,2,12,802,TrainingItem,5,0
689,2,12,803,TrainingItem,5,0
690,2,12,804,TrainingItem,5,0
691,2,12,900,TrainingItem,2,0
692,2,12,901,TrainingItem,2,0
693,2,12,902,TrainingItem,2,0
694,2,12,903,TrainingItem,2,0
695,2,12,904,TrainingItem,2,0
696,2,12,1000,TrainingItem,2,0
697,2,12,1001,TrainingItem,2,0
698,2,12,1002,TrainingItem,2,0
699,2,12,1003,TrainingItem,2,0
700,2,12,1004,TrainingItem,2,0
701,3,1,11,Point::Stone,1,0
702,3,1,1002640,Card,1,93879
703,3,2,11,Point::Stone,1,0
704,3,2,1002640,Card,1,93879
705,3,2,800,TrainingItem,2,0
706,3,2,801,TrainingItem,2,0
707,3,2,802,TrainingItem,2,0
708,3,2,803,TrainingItem,2,0
709,3,2,804,TrainingItem,2,0
710,3,3,11,Point::Stone,3,0
711,3,3,1002640,Card,2,93879
712,3,3,800,TrainingItem,2,0
713,3,3,801,TrainingItem,2,0
714,3,3,802,TrainingItem,2,0
715,3,3,803,TrainingItem,2,0
716,3,3,804,TrainingItem,2,0
717,3,3,900,TrainingItem,1,0
718,3,3,901,TrainingItem,1,0
719,3,3,902,TrainingItem,1,0
720,3,3,903,TrainingItem,1,0
721,3,3,904,TrainingItem,1,0
722,3,4,11,Point::Stone,3,0
723,3,4,1002640,Card,2,93879
724,3,4,1002630,Card,1,765122
725,3,4,800,TrainingItem,5,0
726,3,4,801,TrainingItem,5,0
727,3,4,802,TrainingItem,5,0
728,3,4,803,TrainingItem,5,0
729,3,4,804,TrainingItem,5,0
730,3,4,900,TrainingItem,2,0
731,3,4,901,TrainingItem,2,0
732,3,4,902,TrainingItem,2,0
733,3,4,903,TrainingItem,2,0
734,3,4,904,TrainingItem,2,0
