id,card_id,attack,hp,element,rarity,series,number,description,open_at,created_at,updated_at
1000990,1000990,2600,3900,0,0,14,513,ガシャで仲間にできる,2023-11-13 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001010,1001010,2850,4300,3,0,14,515,ガシャで仲間にできる,2023-11-13 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001020,1001020,2950,4400,0,0,11,392,ガシャで仲間にできる,2023-04-24 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001230,1001230,2550,3800,3,0,2,69,ガシャで仲間にできる,2021-05-03 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001250,1001250,2400,3600,0,0,3,107,ガシャで仲間にできる,2021-07-26 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001260,1001260,2600,3900,4,0,14,514,ガシャで仲間にできる,2023-11-13 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001360,1001360,2150,3200,2,0,1,35,ガシャで仲間にできる,2021-03-22 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001370,1001370,2100,3150,0,0,4,138,ガシャで仲間にできる,2021-09-06 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001380,1001380,2800,4200,2,0,11,398,ガシャで仲間にできる,2023-04-24 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001530,1001530,3850,5800,20,1,1,21,ガシャで仲間にできる,2021-03-22 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001580,1001580,7250,8700,21,2,1,8,現在は仲間にできません,2021-03-22 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001590,1001590,6900,8300,12,2,2,41,ガシャで仲間にできる,2021-05-03 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001610,1001610,4050,6100,24,1,1,16,ババの交換所で仲間にできる,2021-03-22 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001620,1001620,3800,5700,10,1,1,14,ガシャで仲間にできる,2021-03-22 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001680,1001680,3750,5600,10,1,1,13,ガシャで仲間にできる,2021-03-22 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001690,1001690,3050,4550,2,0,10,363,ガシャで仲間にできる,2023-01-10 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001700,1001700,6900,8300,13,2,14,485,ガシャで仲間にできる,2023-11-13 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001710,1001710,2550,3800,3,0,3,105,ガシャで仲間にできる,2021-07-26 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001720,1001720,2800,4200,4,0,3,106,ガシャで仲間にできる,2021-07-26 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001750,1001750,2450,3700,4,0,2,60,現在は仲間にできません,2021-05-03 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001760,1001760,3150,4750,1,0,13,466,ガシャで仲間にできる,2023-08-19 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001770,1001770,2950,4400,0,0,11,399,天下一チケットガシャにて仲間にできる,2023-04-24 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001800,1001800,2800,4200,3,0,10,361,ガシャで仲間にできる,2023-01-10 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001820,1001820,2450,3700,2,0,3,109,強襲イベント「心やさしき破壊兵器」で仲間にできる,2021-07-26 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001860,1001860,2900,4350,4,0,14,507,ガシャで仲間にできる,2023-11-13 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001890,1001890,2150,3200,1,0,1,24,ドラゴンボールZ ドッカンバトルのリリース時に配布,2021-03-22 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001900,1001900,2400,3600,3,0,1,25,ドラゴンボールZ ドッカンバトルのリリース時に配布,2021-03-22 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001910,1001910,2150,3200,2,0,1,26,ドラゴンボールZ ドッカンバトルのリリース時に配布,2021-03-22 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001930,1001930,4250,6350,21,1,4,132,ガシャで仲間にできる,2021-09-06 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001940,1001940,2900,4350,4,0,4,142,ガシャで仲間にできる,2021-09-06 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001960,1001960,2750,4150,1,0,5,181,ガシャで仲間にできる,2021-11-22 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001980,1001980,2700,4050,0,0,4,143,ガシャで仲間にできる,2021-09-06 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1001990,1001990,2400,3600,1,0,13,468,ガシャで仲間にできる,2023-08-19 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002000,1002000,3100,4650,0,0,13,467,ガシャで仲間にできる,2023-08-19 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002030,1002030,2950,4450,3,0,13,471,第1回天下一武道会総合ランキング報酬,2023-08-19 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002050,1002050,3750,5600,22,1,4,129,ガシャで仲間にできる,2021-09-06 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002060,1002060,2500,3750,3,0,4,146,ガシャで仲間にできる,2021-09-06 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002070,1002070,2300,3450,0,0,4,147,ガシャで仲間にできる,2021-09-06 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002100,1002100,4300,6450,22,1,4,133,ガシャで仲間にできる,2021-09-06 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002180,1002180,2200,3300,4,0,6,209,現在は仲間にできません,2022-01-18 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002200,1002200,2750,4150,4,0,4,141,ガシャで仲間にできる,2021-09-06 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002240,1002240,3000,4500,0,0,11,391,キャンペーンで配布,2023-04-24 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002250,1002250,4300,6400,13,1,11,379,天下一チケットガシャにて仲間にできる,2023-04-24 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002280,1002280,2700,4100,4,0,13,474,強襲イベント「魔王の後継者」で仲間にできる,2023-08-19 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002300,1002300,2750,4100,0,0,11,404,天下一チケットガシャにて仲間にできる,2023-04-24 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002310,1002310,2900,4300,2,0,11,403,天下一チケットガシャにて仲間にできる,2023-04-24 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002340,1002340,2550,3800,3,0,11,393,「【認められた実力】クリリン」覚醒後,2023-04-24 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002360,1002360,2900,4300,0,0,11,402,天下一チケットガシャにて仲間にできる,2023-04-24 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002400,1002400,2650,4000,0,0,5,172,ガシャで仲間にできる,2021-11-22 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002410,1002410,2300,3450,4,0,3,103,超激戦「空前絶後の最強フュージョン」で仲間にできる,2021-07-26 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002560,1002560,4350,6500,23,1,10,353,「【銀河の凶悪戦士】ボージャック」覚醒後,2023-01-10 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002590,1002590,2600,3900,3,0,4,148,ガシャで仲間にできる,2021-09-06 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002600,1002600,2300,3450,2,0,6,210,ガシャで仲間にできる,2022-01-18 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002610,1002610,2350,3500,3,0,6,211,ガシャで仲間にできる,2022-01-18 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002660,1002660,2900,4350,1,0,6,217,ガシャで仲間にできる,2022-01-18 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002680,1002680,2300,3450,4,0,5,178,現在は仲間にできません,2021-11-22 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002700,1002700,4400,6600,10,1,10,346,ガシャで仲間にできる,2023-01-10 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002710,1002710,4150,6200,14,1,1,11,特典で配布,2021-03-22 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002790,1002790,2650,4000,0,0,3,111,ガシャで仲間にできる,2021-07-26 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002800,1002800,7400,8900,22,2,12,415,DOKKANフェスで仲間にできる,2023-06-19 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002860,1002860,2450,3700,0,0,3,101,キャンペーンで配布,2021-07-26 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002880,1002880,4000,6000,11,1,2,49,強襲イベント「神魔混ざりしナメック戦士」で仲間にできる,2021-05-03 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002890,1002890,2600,3900,3,0,2,62,強襲イベント「時を越えた戦士」で仲間にできる,2021-05-03 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1002980,1002980,2200,3300,2,0,14,505,ガシャで仲間にできる,2023-11-13 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003000,1003000,2850,4300,3,0,15,547,ガシャで仲間にできる,2024-03-11 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003140,1003140,3050,4600,2,0,13,470,第1回天下一武道会総合ランキング報酬,2023-08-19 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003150,1003150,2200,3300,0,0,13,476,天下一チケットガシャにて仲間にできる,2023-08-19 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003160,1003160,2050,3100,1,0,11,395,天下一チケットガシャにて仲間にできる,2023-04-24 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003190,1003190,4200,6300,14,1,12,420,ガシャで仲間にできる,2023-06-19 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003210,1003210,7800,9350,10,2,2,43,「【驚天動地の変身】超サイヤ人3孫悟空」覚醒後,2021-05-03 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003220,1003220,2650,4000,2,0,3,98,ガシャで仲間にできる,2021-07-26 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003280,1003280,3950,5900,10,1,2,50,ガシャで仲間にできる,2021-05-03 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003290,1003290,4100,6150,14,1,3,86,ガシャで仲間にできる,2021-07-26 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003300,1003300,7000,8400,21,2,14,489,DOKKANフェスで仲間にできる,2023-11-13 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003320,1003320,7400,8900,24,2,1,7,DOKKANフェスで仲間にできる,2021-03-22 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003340,1003340,2650,4000,4,0,10,355,第5回天下一武道会総合ランキング報酬,2023-01-10 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003350,1003350,4200,6300,14,1,6,199,「【白熱の真っ向勝負】超サイヤ人孫悟空」覚醒後,2022-01-18 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003370,1003370,4100,6150,11,1,6,203,ガシャで仲間にできる,2022-01-18 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003460,1003460,2450,3700,3,0,4,136,強襲イベント「聖域の守り人」で仲間にできる,2021-09-06 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003520,1003520,2000,3000,2,0,2,63,ガシャで仲間にできる,2021-05-03 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003570,1003570,2900,4350,3,0,5,180,ガシャで仲間にできる,2021-11-22 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003580,1003580,2350,3500,0,0,2,64,「【平和への試練】孫悟飯(青年期)」覚醒後,2021-05-03 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003590,1003590,2000,3000,3,0,2,65,「【燃えたぎる正義】ビーデル」覚醒後,2021-05-03 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003670,1003670,3850,5800,14,1,7,237,ガシャで仲間にできる,2022-04-19 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003720,1003720,4050,6100,11,1,3,90,ガシャで仲間にできる,2021-07-26 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003760,1003760,4400,6600,22,1,10,349,「【完璧な恐怖】パーフェクトセル」覚醒後,2023-01-10 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003780,1003780,7150,8600,22,2,2,46,ガシャで仲間にできる,2021-05-03 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003790,1003790,7150,8600,23,2,2,45,ガシャで仲間にできる,2021-05-03 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003840,1003840,2400,3600,2,0,6,207,現在は仲間にできません,2022-01-18 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003880,1003880,2000,3000,2,0,1,27,ガシャで仲間にできる,2021-03-22 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003900,1003900,2950,4400,0,0,6,216,現在は仲間にできません,2022-01-18 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003910,1003910,2250,3400,3,0,1,23,ドラゴンボールZ ドッカンバトルのリリース時に配布,2021-03-22 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003920,1003920,3800,5700,20,1,7,242,ガシャで仲間にできる,2022-04-19 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003930,1003930,3800,5700,24,1,7,244,物語イベント「地球まるごと超決戦」で仲間にできる,2022-04-19 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003940,1003940,3800,5700,23,1,7,243,ガシャで仲間にできる,2022-04-19 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003950,1003950,2350,3500,1,0,7,257,ガシャで仲間にできる,2022-04-19 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003960,1003960,2350,3500,1,0,7,258,物語イベント「地球まるごと超決戦」で仲間にできる,2022-04-19 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1003990,1003990,2600,3900,3,0,3,100,キャンペーンで配布,2021-07-26 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1004010,1004010,3050,4550,1,0,10,358,第3回天下一武道会総合ランキング報酬,2023-01-10 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1004180,1004180,2000,3000,1,0,11,394,天下一チケットガシャにて仲間にできる,2023-04-24 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1004280,1004280,2600,3900,1,0,3,99,ガシャで仲間にできる,2021-07-26 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1004370,1004370,4200,6300,10,1,3,88,ガシャで仲間にできる,2021-07-26 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1004400,1004400,4200,6300,20,1,14,501,「【細胞の融合】セル(第一形態)」覚醒後,2023-11-13 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1004460,1004460,2200,3300,2,0,4,139,ガシャで仲間にできる,2021-09-06 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1004480,1004480,4400,6600,13,1,13,456,ガシャで仲間にできる,2023-08-19 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1004520,1004520,3600,5400,13,1,9,316,物語イベント「うちやぶれ!!伝説の超サイヤ人」で仲間にできる,2022-08-23 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1004540,1004540,2700,4050,0,0,14,516,超激戦イベント「恐怖のセルゲーム」で仲間にできる,2023-11-13 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1004570,1004570,2700,4050,1,0,5,182,超激戦「破壊と殺戮の純真」で仲間にできる,2021-11-22 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1004740,1004740,3100,4600,2,0,10,359,ババの交換所で仲間にできる,2023-01-10 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1004750,1004750,4100,6150,12,1,3,85,第6回天下一武道会総合ランキング報酬,2021-07-26 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1004760,1004760,2900,4300,3,0,10,362,制限イベント「HERO絶滅計画 修羅の逆襲」で仲間にできる,2023-01-10 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1004800,1004800,2100,3150,4,0,5,176,強襲イベント「成功？失敗？合体超戦士」で仲間にできる,2021-11-22 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1004810,1004810,2100,3150,1,0,5,177,強襲イベント「成功？失敗？合体超戦士」で仲間にできる,2021-11-22 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1004830,1004830,2250,3400,2,0,6,212,ガシャで仲間にできる,2022-01-18 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1004870,1004870,2000,3000,1,0,6,213,ガシャで仲間にできる,2022-01-18 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1004930,1004930,4250,6350,21,1,10,354,ババの交換所で仲間にできる,2023-01-10 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1005030,1005030,7300,8800,13,2,12,408,「【宇宙にとどろくパワー】超サイヤ人3孫悟空」覚醒後,2023-06-19 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1005050,1005050,7450,8950,22,2,3,84,「【邪念の化身】スーパージャネンバ」覚醒後,2021-07-26 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1005090,1005090,3850,5750,11,1,4,125,ガシャで仲間にできる,2021-09-06 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1005100,1005100,3850,5750,12,1,4,126,ガシャで仲間にできる,2021-09-06 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1005110,1005110,2750,4100,1,0,12,442,物語イベント「超サイヤ人だ孫悟空」で仲間にできる,2023-06-19 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1005170,1005170,4250,6400,23,1,13,462,天下一チケットガシャにて仲間にできる,2023-08-19 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1005210,1005210,4600,6900,14,1,13,454,ガシャで仲間にできる,2023-08-19 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1005270,1005270,7550,9050,13,2,3,80,DOKKANフェスで仲間にできる,2021-07-26 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1005280,1005280,7500,9000,13,2,12,412,「【最強のフュージョン】超ゴジータ」覚醒後,2023-06-19 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1005290,1005290,3000,4500,0,0,6,215,第7回天下一武道会総合ランキング報酬,2022-01-18 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1005320,1005320,7300,8750,11,2,6,195,「【謎に満ちたパワー】ウイス」覚醒後,2022-01-18 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1005590,1005590,2250,3400,2,0,13,478,天下一チケットガシャにて仲間にできる,2023-08-19 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1005610,1005610,3850,5800,14,1,2,51,物語イベント「絶望への反抗!!」で仲間にできる,2021-05-03 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1005700,1005700,2050,3100,4,0,2,73,強襲イベント「禍々しき機皇帝」で仲間にできる,2021-05-03 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1005770,1005770,4250,6400,11,1,15,530,「【不滅の超パワー】孫悟空(GT)」覚醒後,2024-03-11 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1005780,1005780,2900,4350,0,0,15,545,ガシャで仲間にできる,2024-03-11 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1005830,1005830,2750,4100,4,0,6,218,ガシャで仲間にできる,2022-01-18 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1005840,1005840,4250,6350,11,1,6,201,「【破壊の目覚め】ビルス」覚醒後,2022-01-18 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1005920,1005920,2550,3850,3,0,15,551,DBストーリー「究極のドラゴンボール編」で仲間にできる,2024-03-11 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1005930,1005930,4000,6000,23,1,15,537,「【最強のマシンミュータント】リルド将軍」覚醒後,2024-03-11 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1006000,1006000,2650,4000,2,0,15,553,ガシャで仲間にできる,2024-03-11 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1006080,1006080,2400,3600,4,0,11,396,天下一チケットガシャにて仲間にできる,2023-04-24 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1006330,1006330,7200,8650,24,2,14,487,「【邪悪龍を支配する龍】一星龍」覚醒後,2023-11-13 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1006340,1006340,2100,3150,1,0,14,510,ガシャで仲間にできる,2023-11-13 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1006350,1006350,3850,5750,22,1,14,499,超激戦「絶望を呼ぶ邪悪龍」で仲間にできる,2023-11-13 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1006360,1006360,3900,5850,21,1,14,498,ガシャで仲間にできる,2023-11-13 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1006370,1006370,2500,3750,4,0,14,512,ガシャで仲間にできる,2023-11-13 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1006380,1006380,2400,3600,0,0,14,509,ガシャで仲間にできる,2023-11-13 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1006400,1006400,2300,3450,2,0,14,511,ガシャで仲間にできる,2023-11-13 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1006410,1006410,4500,6750,23,1,14,496,DOKKANフェスで仲間にできる,2023-11-13 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1006550,1006550,3750,5600,22,1,10,352,「【王家の誇り】ベジータ王」覚醒後,2023-01-10 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1006580,1006580,4100,6150,22,1,3,94,「【極大パワーの解放】人造人間16号」覚醒後,2021-07-26 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1006590,1006590,2800,4200,1,0,14,508,超強襲イベント「神魔混ざりしナメック戦士」で仲間にできる,2023-11-13 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
1006710,1006710,4200,6300,23,1,4,128,ガシャで仲間にできる,2021-09-06 08:00:00,2024-07-17 02:09:15,2024-07-17 02:09:15
