id,name,kana
179,超サイヤ人孫悟飯(GT),すーぱーさいやじんそんごはん(GT)
180,ミスター・サタン(GT),みすたー・さたん(GT)
181,老界王神,ろうかいおうしん
182,ベジット,べじっと
183,パン(幼年期),ぱん(ようねんき)
184,魔人ブウ(ピッコロ吸収),まじんぶう(ぴっころきゅうしゅう)
185,界王神,かいおうしん
186,伝説の超サイヤ人ブロリー ,でんせつのすーぱーさいやじんぶろりー
187,パラガス,ぱらがす
188,ブロリー,ぶろりー
189,超サイヤ人ブロリー,すーぱーさいやじんぶろりー
190,メタルクウラ[速],めたるくうら
191,メタルクウラ[技],めたるくうら
192,メタルクウラ[知],めたるくうら
193,メタルクウラ[力],めたるくうら
194,メタルクウラ[体],めたるくうら
195,メタルクウラ,めたるくうら
196,ロボット兵,ろぼっとへい
197,超ベジータ,すーぱーべじーた
198,ゴテンクス,ごてんくす
199,ブルマ(バニー),ぶるま(ばにー)
200,ランチ,らんち
201,ブラック参謀,ぶらっくさんぼう
202,ギラン,ぎらん
203,ハッチヒャック,はっちひゃっく
204,ゴテンクス(失敗)A,ごてんくす(しっぱい)A
205,ゴテンクス(失敗)B,ごてんくす(しっぱい)B
206,ウーブ(青年期),うーぶ(せいねんき)
207,キビト,きびと
208,スーパージャネンバ,すーぱーじゃねんば
209,超サイヤ人2孫悟飯(青年期),すーぱーさいやじん2そんごはん(せいねんき)
210,超サイヤ人3ベジータ,すーぱーさいやじん3べじーた
211,超サイヤ人孫悟空(天使),すーぱーさいやじんそんごくう(てんし)
212,キビト神,きびとしん
213,超ゴジータ,すーぱーごじーた
214,ベクウ,べくう
215,ジャネンバ,じゃねんば
216,超サイヤ人ベジータ(天使),すーぱーさいやじんべじーた(てんし)
217,超サイヤ人ゴテンクス,すーぱーさいやじんごてんくす
218,-,かーどなし
219,神様,かみさま
220,武泰斗,むたいと
221,ナム,なむ
222,バクテリアン,ばくてりあん
223,超サイヤ人ベジータ(GT),すーぱーさいやじんべじーた(GT)
224,トワ,とわ
225,ミラ,みら
226,魔神ドミグラ,まじんどみぐら
227,超サイヤ人トランクス(ゼノ),すーぱーさいやじんとらんくす(ぜの)
228,時の界王神,ときのかいおうしん
229,トランクス(少年期)(未来),とらんくす(しょうねんき)(みらい)
230,超サイヤ人トランクス(未来),すーぱーさいやじんとらんくす(みらい)
231,孫悟飯(未来),そんごはん(みらい)
232,超サイヤ人孫悟飯(未来),すーぱーさいやじんそんごはん(みらい)
233,フリーザ(フルパワー),ふりーざ(ふるぱわー)
234,スーパーザーボン,すーぱーざーぼん
235,ギニュー(孫悟空),ぎにゅー(そんごくう)
236,超サイヤ人2孫悟空(GT),すーぱーさいやじん2そんごくう(GT)
237,メタルリルド,めたるりるど
238,ベビー(少年体),べびー(しょうねんたい)
239,リルド将軍,りるどしょうぐん
240,ハイパーメガリルド,はいぱーめがりるど
241,超サイヤ人2孫悟空(天使),すーぱーさいやじん2そんごくう(てんし)
242,魔人ブウ(ゴテンクス吸収),まじんぶう(ごてんくすきゅうしゅう)
243,グレートサイヤマン(SS2),ぐれーとさいやまん(SS2)
244,超サイヤ人2トランクス(青年期),すーぱーさいやじん2とらんくす(せいねんき)
245,ナッパ(大猿),なっぱ(おおざる)
246,孫悟空(少年期)(大猿),そんごくう(しょうねんき)(おおざる)
247,ベジータ(大猿),べじーた(おおざる)
248,ラディッツ(大猿),らでぃっつ(おおざる)
249,孫悟飯(少年期)(大猿),そんごはん(しょうねんき)(おおざる)
250,ターブル,たーぶる
251,大界王神,だいかいおうしん
252,超サイヤ人3孫悟空(GT),すーぱーさいやじん3そんごくう(GT)
253,スーパーベビー2,すーぱーべびー2
254,孫悟天(GT)(寄生),そんごてん(GT)(きせい)
255,超サイヤ人孫悟天(GT)(寄生),すーぱーさいやじんそんごてん(GT)(きせい)
256,ベジータベビー,べじーたべびー
257,孫悟飯(GT),そんごはん(GT)
258,孫悟天(GT),そんごてん(GT)
259,バーダック(大猿),ばーだっく(おおざる)
260,セリパ(大猿),せりぱ(おおざる)
261,トーマ(大猿),とーま(おおざる)
262,パンブーキン(大猿),ぱんぶーきん(おおざる)
263,トテッポ(大猿),とてっぽ(おおざる)
264,超ベジット,すーぱーべじっと
265,マジュニア(巨大化),まじゅにあ(きょだいか)
266,パン(GT)(ハニー),ぱん(GT)(はにー)
267,ヒット,ひっと
268,ボタモ,ぼたも
269,フロスト(最終形態),ふろすと(さいしゅうけいたい)
270,マゲッタ,まげった
271,キャベ,きゃべ
272,超サイヤ人キャベ,すーぱーさいやじんきゃべ
273,超サイヤ人3ゴテンクス,すーぱーさいやじん3ごてんくす
274,ヤムハン,やむはん
275,シャンパ,しゃんぱ
276,フロスト,ふろすと
277,フロスト(突撃形態),ふろすと(とつげきけいたい)
278,カロリー,かろりー
279,フウラ,ふうら
280,パンデル,ぱんでる
281,バーロット,ばーろっと
282,チャオマン,ちゃおまん
283,ブラパン,ぶらぱん
284,ジャネンブウ,じゃねんぶう
285,魔人ブウ(アルティメット悟飯吸収),まじんぶう(あるてぃめっとごはんきゅうしゅう)
286,魔人ブウ(南の界王神吸収),まじんぶう(みなみのかいおうしんきゅうしゅう)
287,ターレス(大猿),たーれす(おおざる)
288,人造人間17号&18号,じんぞうにんげん17ごう&18ごう
289,ゴテンクス(青年期),ごてんくす(せいねんき)
290,超サイヤ人ゴテンクス(青年期),すーぱーさいやじんごてんくす(せいねんき)
291,スーパーパイクーハン,すーぱーぱいくーはん
292,ジャネンバベビー,じゃねんばべびー
293,魔人ブウ(純粋)(バビディ吸収),まじんぶう(じゅんすい)(ばびでぃきゅうしゅう)
294,超一星龍,すーぱーいーしんろん
295,一星龍,いーしんろん
296,二星龍,りゃんしんろん
297,三星龍,さんしんろん
298,四星龍,すーしんろん
299,五星龍,うーしんろん
300,六星龍,りゅうしんろん
301,七星龍,ちーしんろん
302,超サイヤ人3ベジータ(GT),すーぱーさいやじん3べじーた(GT)
303,テッカ,てっか
304,ピニッジ,ぴにっじ
305,ゴクウブラック,ごくうぶらっく
306,則巻アラレ,のりまきあられ
307,オボッチャマン,おぼっちゃまん
308,スッパマン,すっぱまん
309,超サイヤ人ゴッドSSベジット,すーぱーさいやじんごっどSSべじっと
310,ゴクウブラック(超サイヤ人ロゼ),ごくうぶらっく(すーぱーさいやじんろぜ)
311,トランクス(青年期)(未来),とらんくす(せいねんき)(みらい)
312,マイ(未来),まい(みらい)
313,ザマス,ざます
314,亀仙人(サンタクロース),かめせんにん(さんたくろーす)
315,合体ザマス,がったいざます
316,超サイヤ人4孫悟空,すーぱーさいやじん4そんごくう
317,超サイヤ人4ベジータ,すーぱーさいやじん4べじーた
318,超サイヤ人3孫悟空(GT)(黄金大猿),すーぱーさいやじん3そんごくう(GT)(おうごんおおざる)
319,スーパーベビー2(大猿ベビー),すーぱーべびー2(おおざるべびー)
320,スーパーベビー1,すーぱーべびー1
321,孫悟飯(GT)(寄生),そんごはん(GT)(きせい)
322,超サイヤ人孫悟飯(GT)(寄生),すーぱーさいやじんそんごはん(GT)(きせい)
323,トランクス(GT)(寄生),とらんくす(GT)(きせい)
324,超サイヤ人トランクス(GT)(寄生),すーぱーさいやじんとらんくす(GT)(きせい)
325,ギニュー(特戦隊),ぎにゅー(とくせんたい)
326,超サイヤ人3孫悟空(天使),すーぱーさいやじん3そんごくう(てんし)
327,仮面のサイヤ人,かめんのさいやじん
328,超サイヤ人2バーダック,すーぱーさいやじん2ばーだっく
329,兎人参化,とにんじんか
330,ヘルファイター17号,へるふぁいたー17ごう
331,超17号,すーぱー17ごう
332,孫悟空Jr.,そんごくうJr.
333,超サイヤ人孫悟空Jr.,すーぱーさいやじんそんごくうJr.
334,超サイヤ人3ゴテンクス(青年期),すーぱーさいやじん3ごてんくす(せいねんき)
335,バイオブロリー,ばいおぶろりー
336,ゴクウブラック&ザマス,ごくうぶらっく&ざます
337,ゴクウブラック(超サイヤ人ロゼ)&ザマス,ごくうぶらっく(すーぱーさいやじんろぜ)&ざます
338,超サイヤ人3ブロリー,すーぱーさいやじん3ぶろりー
339,超サイヤ人4ゴジータ,すーぱーさいやじん4ごじーた
340,超サイヤ人孫悟空(天使)(超界王拳),すーぱーさいやじんそんごくう(てんし)(すーぱーかいおうけん)
341,パーフェクトセル(天使),ぱーふぇくとせる(てんし)
342,フリーザ(最終形態)(天使),ふりーざ(さいしゅうけいたい)(てんし)
343,コルド大王(天使),こるどだいおう(てんし)
344,ケール(暴走),けーる(ぼうそう)
345,超サイヤ人2カリフラ,すーぱーさいやじん2かりふら
346,ビルスイス,びるすいす
347,セルーザ,せるーざ
348,トランクス(幼年期)&孫悟天(幼年期),とらんくす(ようねんき)&そんごてん(ようねんき)
349,ランファン,らんふぁん
350,ベルガモ(巨大化),べるがも(きょだいか)
351,魔人ブウ(シェイプアップ),まじんぶう(しぇいぷあっぷ)
352,トッポ,とっぽ
353,ドクター・ライチー,どくたー・らいちー
354,ゴールデンフリーザ(天使),ごーるでんふりーざ(てんし)
355,ユーリン,ゆーりん
356,孫悟空(身勝手の極意“兆”),そんごくう(みがってのごくい“きざし”)
357,フルパワーボージャック(銀河戦士),ふるぱわーぼーじゃっく(ぎんがせんし)
358,大界王,だいかいおう
359,ベジット(アメ玉),べじっと(あめだま)
360,超サイヤ人ケフラ,すーぱーさいやじんけふら
361,天津飯&餃子,てんしんはん&ちゃおず
362,男狼,おとこおおかみ
363,パンプット,ぱんぷっと
364,超サイヤ人2ベジータ&ブルマ,すーぱーさいやじん2べじーた&ぶるま
365,暗黒トワ,あんこくとわ
366,超サイヤ人3トランクス(青年期),すーぱーさいやじん3とらんくす(せいねんき)
367,超サイヤ人3孫悟飯(青年期),すーぱーさいやじん3そんごはん(せいねんき)
368,超サイヤ人3バーダック,すーぱーさいやじん3ばーだっく
369,タピオン(ヒルデガーン),たぴおん(ひるでがーん)
370,タピオン,たぴおん
371,ホイ,ほい
372,ミノシア,みのしあ
373,孫悟空&ベジータ,そんごくう&べじーた
374,超サイヤ人孫悟空&超サイヤ人ベジータ,すーぱーさいやじんそんごくう&すーぱーさいやじんべじーた
375,超ベジット(合体),すーぱーべじっと(がったい)
376,孫悟空(天使)&ベジータ(天使),そんごくう(てんし)&べじーた(てんし)
377,超サイヤ人孫悟空(天使)&超サイヤ人ベジータ(天使),すーぱーさいやじんそんごくう(てんし)&すーぱーさいやじんべじーた(てんし)
378,超ゴジータ(融合),すーぱーごじーた(ゆうごう)
379,ギニュー(孫悟空)(特戦隊),ぎにゅー(そんごくう)(とくせんたい)
380,ジレン,じれん
381,孫悟空(身勝手の極意)(覚醒),そんごくう(みがってのごくい)(かくせい)
382,超サイヤ人2ケフラ,すーぱーさいやじん2けふら
383,カリフラ,かりふら
384,ケール,けーる
385,超サイヤ人2ケール,すーぱーさいやじん2けーる
386,超サイヤ人2キャベ,すーぱーさいやじん2きゃべ
387,スーパーリブリアン,すーぱーりぶりあん
388,ターレス(強化),たーれす(きょうか)
389,ドラゴンボールヒロインズ,どらごんぼーるひろいんず
390,ビルス&ウイス,びるす&ういす
391,超サイヤ人ゴッドSSベジータ(進化)(進化),すーぱーさいやじんごっどSSべじーた(しんか)(しんか)
392,トッポ(破壊神モード),とっぽ(はかいしんもーど)
393,ディスポ,でぃすぽ
394,ディスポ(超最高速モード),でぃすぽ(ちょうさいこうそくもーど)
395,リブリアン,りぶりあん
396,リブリアン(巨大化),りぶりあん(きょだいか)
397,老界王神(居眠り),ろうかいおうしん(いねむり)
398,スラッグ,すらっぐ
399,スラッグ(巨大化),すらっぐ(きょだいか)
400,超フルパワーサイヤ人4孫悟空,ちょうふるぱわーさいやじん4そんごくう
401,フリーザ(最終形態)(GT),ふりーざ(さいしゅうけいたい)(GT)
402,セル(完全体)(GT),せる(かんぜんたい)(GT)
403,人造人間18号(GT),じんぞうにんげん18ごう(GT)
404,メタルクウラ軍団,めたるくうらぐんだん
405,ブラ,ぶら
406,人造人間21号(通常),じんぞうにんげん21ごう(つうじょう)
407,人造人間21号(変身・善),じんぞうにんげん21ごう(へんしん・ぜん)
408,人造人間21号(変身),じんぞうにんげん21ごう(へんしん)
409,人造人間21号(変身・悪)(変身),じんぞうにんげん21ごう(へんしん・あく)(へんしん)
410,グレートサイヤマン1号&2号,ぐれーとさいやまん1ごう&2ごう
411,セル(完全体)&セルジュニア,せる(かんぜんたい)&せるじゅにあ
412,孫悟空&フリーザ(最終形態)(天使),そんごくう&ふりーざ(さいしゅうけいたい)(てんし)
413,トランクス(幼年期)&孫悟天(幼年期)&マーロン,とらんくす(ようねんき)&そんごてん(ようねんき)&まーろん
414,ピッコロ(同化),ぴっころ(どうか)
415,超サイヤ人2孫悟空(変身),すーぱーさいやじん2そんごくう(へんしん)
416,超サイヤ人3孫悟空(変身),すーぱーさいやじん3そんごくう(へんしん)
417,超サイヤ人ゴッド孫悟空(変身),すーぱーさいやじんごっどそんごくう(へんしん)
418,超サイヤ人ゴッドSS孫悟空(変身),すーぱーさいやじんごっどSSそんごくう(へんしん)
419,フリーザ(第二形態)(変身),ふりーざ(だいにけいたい)(へんしん)
420,フリーザ(第三形態)(変身),ふりーざ(だいさんけいたい)(へんしん)
421,フリーザ(最終形態)(変身),ふりーざ(さいしゅうけいたい)(へんしん)
422,ゴールデンフリーザ(変身),ごーるでんふりーざ(へんしん)
423,魔人ブウ(アルティメット悟飯吸収)(吸収),まじんぶう(あるてぃめっとごはんきゅうしゅう)(きゅうしゅう)
424,魔人ブウ(ゴテンクス吸収)(吸収),まじんぶう(ごてんくすきゅうしゅう)(きゅうしゅう)
425,魔人ブウ(ピッコロ吸収)(吸収),まじんぶう(ぴっころきゅうしゅう)(きゅうしゅう)
426,西の界王神,にしのかいおうしん
427,超サイヤ人ゴテンクス&ゴースト,すーぱーさいやじんごてんくす&ごーすと
428,パスタ,ぱすた
430,ビルス(モナカの着ぐるみ),びるす(もなかのきぐるみ)
431,ブリアン・デ・シャトー,ぶりあん・で・しゃとー
432,超サイヤ人3孫悟空(ゼノ),すーぱーさいやじん3そんごくう(ぜの)
433,超サイヤ人3ベジータ(ゼノ),すーぱーさいやじん3べじーた(ぜの)
434,時の界王神(時の力解放),ときのかいおうしん(ときのちからかいほう)
435,超ミラ,すーぱーみら
436,魔神ドミグラ(魔強化形態),まじんどみぐら(まきょうかけいたい)
437,暗黒仮面王,あんこくかめんおう
438,黒仮面のサイヤ人,くろかめんのさいやじん
439,孫悟飯(青年期)&ビーデル,そんごはん(せいねんき)&びーでる
440,ヤムチャ&プーアル,やむちゃ&ぷーある
441,ゴクウブラック(超サイヤ人ロゼ)(変身),ごくうぶらっく(すーぱーさいやじんろぜ)(へんしん)
442,ボタマゲッタ,ぼたまげった
443,フロスト(フルパワー),ふろすと(ふるぱわー)
444,トランクス(青年期)(未来)&マイ(未来),とらんくす(せいねんき)(みらい)&まい(みらい)
445,トランクス(幼年期)＆マイ,とらんくす(ようねんき)&まい
446,超サイヤ人ゴジータ,すーぱーさいやじんごじーた
447,超サイヤ人ゴッドSSゴジータ(変身),すーぱーさいやじんごっどSSごじーた(へんしん)
448,超サイヤ人ゴッドベジータ,すーぱーさいやじんごっどべじーた
449,超サイヤ人ブロリー(フルパワー)(変身),すーぱーさいやじんぶろりー(ふるぱわー)(へんしん)
450,ブロリー(怒り),ぶろりー(いかり)
451,パラガス&ブロリー,ぱらがす&ぶろりー
452,ギル,ぎる
453,ベジータJr.,べじーたJr.
454,超サイヤ人ベジータJr.,すーぱーさいやじんべじーたJr.
455,孫悟空(GT)&パン(GT)&トランクス(GT),そんごくう(GT)&ぱん(GT)&とらんくす(GT)
456,スーパーウーブ(合体),すーぱーうーぶ(がったい)
457,孫悟空(少年期)&則巻アラレ,そんごくう(しょうねんき)&のりまきあられ
458,超ベジータ(変身),すーぱーべじーた(へんしん)
459,超サイヤ人2ベジータ(変身),すーぱーさいやじん2べじーた(へんしん)
460,超サイヤ人ゴッドベジータ(変身),すーぱーさいやじんごっどべじーた(へんしん)
461,超サイヤ人ゴッドSSベジータ(変身),すーぱーさいやじんごっどSSべじーた(へんしん)
462,複製ベジータ,ふくせいべじーた
463,複製ベジータ(超サイヤ人ゴッドSS),ふくせいべじーた(すーぱーさいやじんごっどSS)
464,孫悟空(DOKKAN武闘伝),そんごくう(DOKKANぶとうでん)
465,ベジータ(DOKKAN武闘伝),べじーた(DOKKANぶとうでん)
466,サオネル&ピリナ,さおねる&ぴりな
467,ヴァドス,ゔぁどす
468,孫悟飯(青年期)&孫悟天(幼年期),そんごはん(せいねんき)&そんごてん(ようねんき)
469,超サイヤ人孫悟飯(青年期)&超サイヤ人孫悟天(幼年期),すーぱーさいやじんそんごはん(せいねんき)&すーぱーさいやじんそんごてん(ようねんき)
470,伝説の超サイヤ人ブロリー(変身),でんせつのすーぱーさいやじんぶろりー(へんしん)
471,カリフラ&ケール,かりふら&けーる
472,超サイヤ人カリフラ&超サイヤ人ケール,すーぱーさいやじんかりふら&すーぱーさいやじんけーる
473,超サイヤ人2カリフラ&超サイヤ人2ケール,すーぱーさいやじん2かりふら&すーぱーさいやじん2けーる
474,超サイヤ人トランクス(未来)(変身),すーぱーさいやじんとらんくす(みらい)(へんしん)
475,超サイヤ人トランクス(未来)(強化),すーぱーさいやじんとらんくす(みらい)(きょうか)
476,合体ザマス(合体),がったいざます(がったい)
477,合体ザマス(異形化),がったいざます(いぎょうか)
478,ゴワス,ごわす
479,ゴワス&ザマス,ごわす&ざます
480,ゴジータ,ごじーた
481,ハッチャン,はっちゃん
482,牛魔王,ぎゅうまおう
483,超サイヤ人孫悟空(変身),すーぱーさいやじんそんごくう(へんしん)
484,シーラス,しーらす
485,シーラス(融合体),しーらす(ゆうごうたい)
486,グレートサイヤマン3号,ぐれーとさいやまん3ごう
487,孫悟空(ゼノ),そんごくう(ぜの)
488,ベジータ(ゼノ),べじーた(ぜの)
489,ビート,びーと
490,グレートサイヤマン4号,ぐれーとさいやまん4ごう
491,アムズ(第二形態),あむず(だいにけいたい)
492,アムズ(第三形態),あむず(だいさんけいたい)
493,メカフリーザ&コルド大王,めかふりーざ&こるどだいおう
494,超サイヤ人2孫悟飯(少年期)(覚醒),すーぱーさいやじん2そんごはん(しょうねんき)(かくせい)
495,パーフェクトセル(進化),ぱーふぇくとせる(しんか)
496,孫悟空(少年期)&ブルマ(少女期),そんごくう(しょうねんき)&ぶるま(しょうじょき)
497,超ベジータ/超トランクス,すーぱーべじーた/すーぱーとらんくす
498,超トランクス(交代),すーぱーとらんくす(こうたい)
499,ピッコロ(神と融合),ぴっころ(かみとゆうごう)
500,リブリアン(変身),りぶりあん(へんしん)
501,超サイヤ人孫悟空/超サイヤ人孫悟飯(少年期),すーぱーさいやじんそんごくう/すーぱーさいやじんそんごはん(しょうねんき)
502,超サイヤ人孫悟飯(少年期)(交代),すーぱーさいやじんそんごはん(しょうねんき)(こうたい)
503,人造人間17号&18号/人造人間16号,じんぞうにんげん17ごう&18ごう/じんぞうにんげん16ごう
504,人造人間16号(交代),じんぞうにんげん16ごう(こうたい)
505,トランクス(幼年期)(グレートサイヤマン),とらんくす(ようねんき)(ぐれーとさいやまん)
506,スケさん,すけさん
507,超サイヤ人孫悟飯(未来)(変身),すーぱーさいやじんそんごはん(みらい)(へんしん)
508,クウラ(最終形態)(変身),くうら(さいしゅうけいたい)(へんしん)
509,サウザー(クウラ機甲戦隊),さうざー(くうらきこうせんたい)
510,カンバー,かんばー
511,超サイヤ人カンバー(大猿カンバー),すーぱーさいやじんかんばー(おおざるかんばー)
512,ゴールデンクウラ,ごーるでんくうら
513,超サイヤ人ゴッドSS孫悟空(界王拳),すーぱーさいやじんごっどSSそんごくう(かいおうけん)
514,フュー,ふゅー
515,超フュー,すーぱーふゅー
516,ゴテンクス(ゼノ),ごてんくす(ぜの)
517,ベジークス(ゼノ),べじーくす(ぜの)
518,ゴハンクス(ゼノ),ごはんくす(ぜの)
519,悪のサイヤ人,あくのさいやじん
520,合体13号(変身),がったい13ごう(へんしん)
521,人造人間14号&15号,じんぞうにんげん14ごう&15ごう
522,バビディ&ダーブラ,ばびでぃ&だーぶら
523,孫悟空(サンタクロース),そんごくう(さんたくろーす)
524,超サイヤ人3孫悟空(天使)(変身),すーぱーさいやじん3そんごくう(てんし)(へんしん)
525,魔人ベジータ(強化),まじんべじーた(きょうか)
526,グレートサイヤマン(SS),ぐれーとさいやまん(SS)
527,グレートサイヤマン(変身),ぐれーとさいやまん(へんしん)
528,ヤムー&スポポビッチ,やむー&すぽぽびっち
529,ババリ星人,ばばりせいじん
530,ブロリー(幼年期),ぶろりー(ようねんき)
531,ラディッツ(幼年期),らでぃっつ(ようねんき)
532,超サイヤ人ゴッドSSベジット(変身),すーぱーさいやじんごっどSSべじっと(へんしん)
