id,budokai_mission_id,item_id,item_type,quantity,card_exp_init,description,gift_description
180,180,2,SpecialItem,1,0,少年編チケット(金)1枚,第8回天下一武道会ミッション報酬
181,181,1,SpecialItem,1,0,少年編チケット(銀)1枚,第8回天下一武道会ミッション報酬
182,182,7,TrainingField,10,0,重力室(150倍）×10,第8回天下一武道会ミッション報酬
183,183,19,AwakeningItem,1,0,東の界王神×1,第8回天下一武道会ミッション報酬
184,184,11,Point::Stone,2,0,龍石2個,第8回天下一武道会ミッション報酬
185,185,2,SpecialItem,2,0,少年編チケット(金)2枚,第8回天下一武道会ミッション報酬
186,186,11,Point::Stone,5,0,龍石×5,第8回天下一武道会ミッション報酬
187,187,2,SpecialItem,3,0,少年編チケット(金)3枚,第8回天下一武道会ミッション報酬
188,188,11,Point::Stone,7,0,龍石×7,第8回天下一武道会ミッション報酬
189,189,4,SpecialItem,1,0,SSR確定ガシャチケット,第8回天下一武道会ミッション報酬
190,190,11,Point::Stone,1,0,龍石1個,第8回天下一武道会ミッション報酬
191,191,1002640,Card,1,93879,ミスター・サタン像(銀),第8回天下一武道会ミッション報酬
192,192,5,TrainingField,3,0,界王星×3,第8回天下一武道会ミッション報酬
193,193,1,AwakeningItem,30,0,グレゴリー×30,第8回天下一武道会ミッション報酬
194,194,6,SupportItem,10,0,仙豆×10,第8回天下一武道会ミッション報酬
195,195,11,Point::Stone,1,0,龍石1個,第8回天下一武道会ミッション報酬
196,196,4,TrainingField,10,0,蛇の道×10,第8回天下一武道会ミッション報酬
197,197,8,TrainingField,5,0,界王神界×5,第8回天下一武道会ミッション報酬
198,198,11,Point::Stone,5,0,龍石5個,第8回天下一武道会ミッション報酬
199,199,20,AwakeningItem,1,0,老界王神,第8回天下一武道会ミッション報酬
200,200,1005160,Card,1,0,超サイヤ人孫悟空(GT),第8回天下一武道会ミッション報酬
201,201,11,Point::Stone,3,0,龍石3個,第9回天下一武道会ミッション報酬
202,202,11,Point::Stone,1,0,龍石1個,第9回天下一武道会ミッション報酬
203,203,1,SpecialItem,3,0,少年編チケット(銀)3枚,第9回天下一武道会ミッション報酬
204,204,1,SpecialItem,3,0,少年編チケット(銀)3枚,第9回天下一武道会ミッション報酬
205,205,11,Point::Stone,3,0,龍石3個,第9回天下一武道会ミッション報酬
206,206,1,SpecialItem,1,0,少年編チケット(銀)1枚,第9回天下一武道会ミッション報酬
207,207,1,SpecialItem,3,0,少年編チケット(銀)3枚,第9回天下一武道会ミッション報酬
208,208,6,TrainingField,10,0,重力室(50倍)×10,第9回天下一武道会ミッション報酬
209,209,1,SpecialItem,1,0,少年編チケット(銀)1枚,第9回天下一武道会ミッション報酬
210,210,1,SpecialItem,1,0,少年編チケット(銀)1枚,第9回天下一武道会ミッション報酬
211,211,1,SpecialItem,1,0,少年編チケット(銀)1枚,第9回天下一武道会ミッション報酬
212,212,1,SpecialItem,1,0,少年編チケット(銀)1枚,第9回天下一武道会ミッション報酬
213,213,6,SupportItem,15,0,仙豆×15,第9回天下一武道会ミッション報酬
214,214,1,SpecialItem,1,0,少年編チケット(銀)1枚,第9回天下一武道会ミッション報酬
215,215,1,SpecialItem,1,0,少年編チケット(銀)1枚,第9回天下一武道会ミッション報酬
216,216,2,SpecialItem,1,0,少年編チケット(金)1枚,第9回天下一武道会ミッション報酬
217,217,1,SpecialItem,1,0,少年編チケット(銀)1枚,第9回天下一武道会ミッション報酬
218,218,7,TrainingField,10,0,重力室(150倍）×10,第9回天下一武道会ミッション報酬
219,219,19,AwakeningItem,1,0,東の界王神×1,第9回天下一武道会ミッション報酬
220,220,11,Point::Stone,2,0,龍石2個,第9回天下一武道会ミッション報酬
221,221,2,SpecialItem,2,0,少年編チケット(金)2枚,第9回天下一武道会ミッション報酬
222,222,11,Point::Stone,5,0,龍石×5,第9回天下一武道会ミッション報酬
223,223,2,SpecialItem,3,0,少年編チケット(金)3枚,第9回天下一武道会ミッション報酬
224,224,11,Point::Stone,7,0,龍石×7,第9回天下一武道会ミッション報酬
225,225,4,SpecialItem,1,0,SSR確定ガシャチケット,第9回天下一武道会ミッション報酬
226,226,11,Point::Stone,1,0,龍石1個,第9回天下一武道会ミッション報酬
227,227,1002640,Card,1,93879,ミスター・サタン像(銀),第9回天下一武道会ミッション報酬
228,228,5,TrainingField,3,0,界王星×3,第9回天下一武道会ミッション報酬
229,229,1,AwakeningItem,30,0,グレゴリー×30,第9回天下一武道会ミッション報酬
230,230,6,SupportItem,10,0,仙豆×10,第9回天下一武道会ミッション報酬
231,231,11,Point::Stone,1,0,龍石1個,第9回天下一武道会ミッション報酬
232,232,4,TrainingField,10,0,蛇の道×10,第9回天下一武道会ミッション報酬
233,233,8,TrainingField,5,0,界王神界×5,第9回天下一武道会ミッション報酬
234,234,11,Point::Stone,5,0,龍石5個,第9回天下一武道会ミッション報酬
235,235,20,AwakeningItem,1,0,老界王神,第9回天下一武道会ミッション報酬
236,236,11,Point::Stone,5,0,龍石5個,第9回天下一武道会ミッション報酬
237,237,11,Point::Stone,3,0,龍石3個,第10回天下一武道会ミッション報酬
238,238,11,Point::Stone,1,0,龍石1個,第10回天下一武道会ミッション報酬
239,239,1,SpecialItem,3,0,少年編チケット(銀)3枚,第10回天下一武道会ミッション報酬
240,240,1,SpecialItem,3,0,少年編チケット(銀)3枚,第10回天下一武道会ミッション報酬
241,241,11,Point::Stone,3,0,龍石3個,第10回天下一武道会ミッション報酬
242,242,1,SpecialItem,1,0,少年編チケット(銀)1枚,第10回天下一武道会ミッション報酬
243,243,1,SpecialItem,3,0,少年編チケット(銀)3枚,第10回天下一武道会ミッション報酬
244,244,6,TrainingField,10,0,重力室(50倍)×10,第10回天下一武道会ミッション報酬
245,245,1,SpecialItem,1,0,少年編チケット(銀)1枚,第10回天下一武道会ミッション報酬
246,246,1,SpecialItem,1,0,少年編チケット(銀)1枚,第10回天下一武道会ミッション報酬
247,247,1,SpecialItem,1,0,少年編チケット(銀)1枚,第10回天下一武道会ミッション報酬
248,248,1,SpecialItem,1,0,少年編チケット(銀)1枚,第10回天下一武道会ミッション報酬
249,249,6,SupportItem,15,0,仙豆×15,第10回天下一武道会ミッション報酬
250,250,1,SpecialItem,1,0,少年編チケット(銀)1枚,第10回天下一武道会ミッション報酬
251,251,1,SpecialItem,1,0,少年編チケット(銀)1枚,第10回天下一武道会ミッション報酬
252,252,2,SpecialItem,1,0,少年編チケット(金)1枚,第10回天下一武道会ミッション報酬
253,253,1,SpecialItem,1,0,少年編チケット(銀)1枚,第10回天下一武道会ミッション報酬
254,254,7,TrainingField,10,0,重力室(150倍）×10,第10回天下一武道会ミッション報酬
255,255,19,AwakeningItem,1,0,東の界王神×1,第10回天下一武道会ミッション報酬
256,256,11,Point::Stone,2,0,龍石2個,第10回天下一武道会ミッション報酬
257,257,2,SpecialItem,1,0,少年編チケット(金)1枚,第10回天下一武道会ミッション報酬
258,258,2,SpecialItem,2,0,少年編チケット(金)2枚,第10回天下一武道会ミッション報酬
259,259,2,SpecialItem,1,0,少年編チケット(金)1枚,第10回天下一武道会ミッション報酬
260,260,11,Point::Stone,5,0,龍石×5,第10回天下一武道会ミッション報酬
261,261,2,SpecialItem,1,0,少年編チケット(金)1枚,第10回天下一武道会ミッション報酬
262,262,2,SpecialItem,3,0,少年編チケット(金)3枚,第10回天下一武道会ミッション報酬
263,263,2,SpecialItem,1,0,少年編チケット(金)1枚,第10回天下一武道会ミッション報酬
264,264,11,Point::Stone,7,0,龍石×7,第10回天下一武道会ミッション報酬
265,265,2,SpecialItem,1,0,少年編チケット(金)1枚,第10回天下一武道会ミッション報酬
266,266,4,SpecialItem,1,0,SSR確定ガシャチケット,第10回天下一武道会ミッション報酬
267,267,11,Point::Stone,1,0,龍石1個,第10回天下一武道会ミッション報酬
268,268,1002640,Card,1,93879,ミスター・サタン像(銀),第10回天下一武道会ミッション報酬
269,269,5,TrainingField,3,0,界王星×3,第10回天下一武道会ミッション報酬
270,270,1,AwakeningItem,30,0,グレゴリー×30,第10回天下一武道会ミッション報酬
271,271,6,SupportItem,10,0,仙豆×10,第10回天下一武道会ミッション報酬
272,272,11,Point::Stone,1,0,龍石1個,第10回天下一武道会ミッション報酬
273,273,4,TrainingField,10,0,蛇の道×10,第10回天下一武道会ミッション報酬
274,274,8,TrainingField,5,0,界王神界×5,第10回天下一武道会ミッション報酬
275,275,11,Point::Stone,5,0,龍石5個,第10回天下一武道会ミッション報酬
276,276,20,AwakeningItem,1,0,老界王神,第10回天下一武道会ミッション報酬
277,277,11,Point::Stone,5,0,龍石5個,第10回天下一武道会ミッション報酬
278,278,11,Point::Stone,3,0,龍石3個,第11回天下一武道会ミッション報酬
279,279,11,Point::Stone,1,0,龍石1個,第11回天下一武道会ミッション報酬
280,280,1,SpecialItem,3,0,少年編チケット(銀)3枚,第11回天下一武道会ミッション報酬
281,281,1,SpecialItem,3,0,少年編チケット(銀)3枚,第11回天下一武道会ミッション報酬
282,282,11,Point::Stone,3,0,龍石3個,第11回天下一武道会ミッション報酬
283,283,1,SpecialItem,1,0,少年編チケット(銀)1枚,第11回天下一武道会ミッション報酬
284,284,1,SpecialItem,3,0,少年編チケット(銀)3枚,第11回天下一武道会ミッション報酬
285,285,6,TrainingField,10,0,重力室(50倍)×10,第11回天下一武道会ミッション報酬
286,286,1,SpecialItem,1,0,少年編チケット(銀)1枚,第11回天下一武道会ミッション報酬
287,287,1,SpecialItem,1,0,少年編チケット(銀)1枚,第11回天下一武道会ミッション報酬
288,288,1,SpecialItem,1,0,少年編チケット(銀)1枚,第11回天下一武道会ミッション報酬
289,289,1,SpecialItem,1,0,少年編チケット(銀)1枚,第11回天下一武道会ミッション報酬
290,290,6,SupportItem,15,0,仙豆×15,第11回天下一武道会ミッション報酬
291,291,1,SpecialItem,1,0,少年編チケット(銀)1枚,第11回天下一武道会ミッション報酬
292,292,1,SpecialItem,1,0,少年編チケット(銀)1枚,第11回天下一武道会ミッション報酬
293,293,2,SpecialItem,1,0,少年編チケット(金)1枚,第11回天下一武道会ミッション報酬
294,294,1,SpecialItem,1,0,少年編チケット(銀)1枚,第11回天下一武道会ミッション報酬
295,295,7,TrainingField,10,0,重力室(150倍）×10,第11回天下一武道会ミッション報酬
296,296,19,AwakeningItem,1,0,東の界王神×1,第11回天下一武道会ミッション報酬
297,297,11,Point::Stone,2,0,龍石2個,第11回天下一武道会ミッション報酬
298,298,2,SpecialItem,1,0,少年編チケット(金)1枚,第11回天下一武道会ミッション報酬
299,299,2,SpecialItem,2,0,少年編チケット(金)2枚,第11回天下一武道会ミッション報酬
300,300,2,SpecialItem,1,0,少年編チケット(金)1枚,第11回天下一武道会ミッション報酬
301,301,11,Point::Stone,5,0,龍石×5,第11回天下一武道会ミッション報酬
302,302,2,SpecialItem,1,0,少年編チケット(金)1枚,第11回天下一武道会ミッション報酬
303,303,2,SpecialItem,3,0,少年編チケット(金)3枚,第11回天下一武道会ミッション報酬
304,304,2,SpecialItem,1,0,少年編チケット(金)1枚,第11回天下一武道会ミッション報酬
305,305,11,Point::Stone,7,0,龍石×7,第11回天下一武道会ミッション報酬
306,306,2,SpecialItem,1,0,少年編チケット(金)1枚,第11回天下一武道会ミッション報酬
307,307,4,SpecialItem,1,0,SSR確定ガシャチケット(金)1枚,第11回天下一武道会ミッション報酬
308,308,11,Point::Stone,1,0,龍石1個,第11回天下一武道会ミッション報酬
309,309,1002640,Card,1,93879,ミスター・サタン像(銀),第11回天下一武道会ミッション報酬
310,310,5,TrainingField,3,0,界王星×3,第11回天下一武道会ミッション報酬
311,311,1,AwakeningItem,30,0,グレゴリー×30,第11回天下一武道会ミッション報酬
312,312,6,SupportItem,10,0,仙豆×10,第11回天下一武道会ミッション報酬
313,313,11,Point::Stone,1,0,龍石1個,第11回天下一武道会ミッション報酬
314,314,4,TrainingField,10,0,蛇の道×10,第11回天下一武道会ミッション報酬
315,315,8,TrainingField,5,0,界王神界×5,第11回天下一武道会ミッション報酬
316,316,11,Point::Stone,5,0,龍石5個,第11回天下一武道会ミッション報酬
317,317,20,AwakeningItem,1,0,老界王神×1,第11回天下一武道会ミッション報酬
