id,ai_type,action_type,weight,hp_rate_begin,hp_rate_end,min_interval,max_number,atk_rate_1,atk_rate_2,max_num_per_turn,recover_hp_rate,next_ai_type,ai_param,ai_param2,attack_order,created_at,updated_at
61,26,0,30,0.0,100.0,0,999,100,100,2,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
62,26,1,58,0.0,100.0,0,999,100,100,3,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
63,26,2,12,0.0,100.0,3,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
64,27,0,32,0.0,100.0,0,999,100,100,2,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
65,27,1,53,0.0,100.0,0,999,100,100,3,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
66,27,2,15,0.0,100.0,3,999,100,100,1,0,1000.0,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
67,1000,1,60,0.0,100.0,0,999,100,100,2,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
68,1000,5,40,0.0,100.0,0,999,100,100,2,0,1001.0,1.0,3.0,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
69,1001,1,35,0.0,100.0,0,999,100,100,2,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
70,1001,5,65,0.0,100.0,0,999,100,100,2,0,1002.0,1.0,2.0,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
71,1002,1,45,0.0,100.0,0,999,100,100,2,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
72,1002,5,55,0.0,100.0,0,999,100,100,1,0,1003.0,1.0,1.0,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
73,1003,0,100,0.0,100.0,0,999,100,100,1,0,1004.0,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
74,1004,0,100,0.0,100.0,0,999,100,100,1,0,1005.0,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
75,1005,2,100,0.0,100.0,0,999,100,100,1,0,1006.0,291.0,1274.0,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
76,1006,0,100,0.0,100.0,0,999,100,100,2,0,1007.0,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
77,1007,0,100,0.0,100.0,0,999,100,100,1,0,27.0,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
78,28,0,30,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
79,28,1,48,0.0,100.0,0,999,100,100,2,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
80,28,2,22,0.0,100.0,3,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
81,29,0,25,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
82,29,1,45,0.0,100.0,0,999,100,100,3,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
83,29,2,30,0.0,100.0,2,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
84,31,0,29,0.0,100.0,0,999,100,100,2,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
85,31,1,61,0.0,100.0,0,999,100,100,3,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
86,31,2,10,0.0,100.0,3,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
87,30,1,1,0.0,50.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
88,30,2,99,0.0,50.0,0,1,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
89,33,0,20,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
90,33,1,65,0.0,100.0,0,999,100,100,2,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
91,33,2,15,0.0,100.0,2,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
92,32,2,80,0.0,30.0,1,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
93,32,2,50,31.0,50.0,1,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
94,32,2,20,51.0,80.0,1,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
95,32,1,75,31.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
96,34,1,81,0.0,100.0,0,999,100,100,3,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
97,34,2,19,0.0,100.0,3,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
98,35,0,10,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
99,35,1,67,0.0,100.0,0,999,100,100,4,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
100,35,2,23,0.0,100.0,4,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
101,36,0,30,0.0,100.0,0,999,100,100,2,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
102,36,1,60,0.0,100.0,0,999,100,100,3,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
103,36,2,10,0.0,100.0,3,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
104,37,0,30,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
105,37,1,45,0.0,100.0,0,999,100,100,3,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
106,37,2,25,0.0,100.0,2,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
107,38,0,8,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
108,38,1,60,0.0,100.0,0,999,100,100,2,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
109,38,2,12,0.0,100.0,3,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
110,38,3,20,0.0,100.0,0,999,100,40,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
111,39,1,88,0.0,100.0,0,999,100,100,3,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
112,39,2,12,0.0,100.0,4,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
113,40,0,10,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
114,40,1,70,0.0,100.0,0,999,100,100,4,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
115,40,2,20,0.0,100.0,5,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
116,41,0,23,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
117,41,1,62,0.0,100.0,0,999,100,100,5,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
118,41,2,15,0.0,100.0,6,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
119,42,0,22,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
120,42,1,48,0.0,100.0,0,999,100,100,4,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
121,42,2,30,0.0,100.0,4,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
122,43,1,3,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
123,43,2,1,0.0,100.0,3,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
124,43,4,96,0.0,100.0,0,999,100,100,1,20,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
125,2000,5,100,0.0,100.0,0,999,100,100,2,0,2001.0,1.0,3.0,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
126,2001,5,100,0.0,100.0,0,999,100,100,2,0,2002.0,1.0,2.0,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
127,2002,5,100,0.0,100.0,0,999,100,100,1,0,2003.0,1.0,1.0,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
128,2003,2,100,0.0,100.0,0,999,100,100,1,0,2000.0,443.0,1523.0,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
129,2000,1,0,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
130,2001,1,0,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
131,2002,1,0,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
132,44,0,19,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
133,44,1,67,0.0,100.0,0,999,100,100,5,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
134,44,2,14,0.0,100.0,6,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
135,45,0,10,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
136,45,1,75,0.0,100.0,0,999,100,100,5,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
137,45,2,15,0.0,100.0,5,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
138,46,0,40,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
139,46,1,48,0.0,100.0,0,999,100,100,2,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
140,46,2,12,0.0,100.0,3,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
141,46,4,200,0.0,80.0,0,999,100,100,1,100,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
142,47,0,20,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
143,47,1,25,0.0,100.0,0,999,100,100,4,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
144,47,2,15,0.0,100.0,5,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
145,47,4,40,0.0,80.0,0,999,100,100,1,25,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
146,48,0,10,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
147,48,1,30,0.0,100.0,0,999,100,100,4,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
148,48,2,20,0.0,100.0,3,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
149,48,4,40,0.0,80.0,0,999,100,100,1,23,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
150,49,0,20,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
151,49,1,25,0.0,100.0,0,999,100,100,2,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
152,49,2,15,0.0,100.0,2,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
153,49,4,40,0.0,80.0,0,999,100,100,1,20,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
154,50,0,8,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
155,50,1,77,0.0,100.0,0,999,100,100,3,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
156,50,2,15,0.0,100.0,4,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
157,3000,5,100,0.0,100.0,0,999,100,100,2,0,3001.0,1.0,3.0,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
158,3001,5,100,0.0,100.0,0,999,100,100,2,0,3002.0,1.0,2.0,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
159,3002,5,100,0.0,100.0,0,999,100,100,1,0,3003.0,1.0,1.0,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
160,3003,2,100,0.0,100.0,0,999,100,100,1,0,3000.0,552.0,1804.0,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
161,3000,1,0,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
162,3001,1,0,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
163,3002,1,0,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
164,51,0,5,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
165,51,1,60,0.0,100.0,0,999,100,100,3,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
166,51,2,17,0.0,100.0,2,999,100,100,2,0,,558.0,1817.0,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
167,51,2,18,0.0,100.0,2,999,100,100,2,0,,559.0,1818.0,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
168,52,0,18,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
169,52,1,47,0.0,100.0,0,999,100,100,4,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
170,52,2,17,0.0,100.0,3,999,100,100,2,0,,558.0,1822.0,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
171,52,2,18,0.0,100.0,3,999,100,100,2,0,,559.0,1821.0,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
172,53,0,22,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
173,53,1,53,0.0,100.0,0,999,100,100,5,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
174,53,2,25,0.0,100.0,2,999,100,100,2,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
175,54,1,81,0.0,100.0,0,999,100,100,2,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
176,54,2,19,0.0,100.0,3,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
177,55,0,15,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
178,55,1,68,0.0,100.0,0,999,100,100,6,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
179,55,2,17,0.0,100.0,5,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
180,56,0,13,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
181,56,1,71,0.0,100.0,0,999,100,100,6,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
182,56,2,16,0.0,100.0,5,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
183,57,0,17,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
184,57,1,65,0.0,100.0,0,999,100,100,6,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
185,57,2,18,0.0,100.0,5,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
186,4000,1,100,0.0,100.0,0,999,100,100,7,0,4001.0,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
187,4001,1,100,0.0,100.0,0,999,100,100,7,0,4002.0,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
188,4002,1,100,0.0,100.0,0,999,100,100,7,0,4003.0,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
189,4003,5,100,0.0,100.0,0,999,100,100,1,0,4004.0,1.0,3.0,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
190,4004,1,100,0.0,100.0,0,999,100,100,7,0,4005.0,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
191,4005,1,100,0.0,100.0,0,999,100,100,7,0,4006.0,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
192,4006,1,100,0.0,100.0,0,999,100,100,7,0,4007.0,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
193,4007,0,100,0.0,100.0,0,999,100,100,1,0,4008.0,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
194,4008,1,100,0.0,100.0,0,999,100,100,7,0,4009.0,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
195,4009,1,100,0.0,100.0,0,999,100,100,7,0,4010.0,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
196,4010,5,100,0.0,100.0,0,999,100,100,2,0,4011.0,1.0,2.0,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
197,4011,1,100,0.0,100.0,0,999,100,100,7,0,4012.0,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
198,4012,2,100,0.0,100.0,0,999,100,100,1,0,4013.0,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
199,4013,1,100,0.0,100.0,0,999,100,100,7,0,4014.0,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
200,4014,1,100,0.0,100.0,0,999,100,100,7,0,4015.0,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
201,4015,5,100,0.0,100.0,0,999,100,100,2,0,4016.0,1.0,1.0,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
202,4016,0,100,0.0,100.0,0,999,100,100,1,0,4017.0,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
203,4017,1,100,0.0,100.0,0,999,100,100,7,0,4018.0,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
204,4018,1,100,0.0,100.0,0,999,100,100,7,0,4019.0,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
205,4019,1,100,0.0,100.0,0,999,100,100,7,0,4020.0,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
206,4020,1,100,0.0,100.0,0,999,100,100,7,0,4021.0,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
207,4021,1,100,0.0,100.0,0,999,100,100,7,0,4022.0,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
208,4022,1,100,0.0,100.0,0,999,100,100,7,0,4023.0,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
209,4023,2,100,0.0,100.0,0,999,100,100,1,0,4000.0,636.0,1984.0,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
210,58,2,100,0.0,100.0,0,999,100,100,3,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
211,59,0,10,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
212,59,1,73,0.0,100.0,0,999,100,100,7,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
213,59,2,17,0.0,100.0,7,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
214,60,0,15,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
215,60,1,67,0.0,100.0,0,999,100,100,7,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
216,60,2,18,0.0,100.0,7,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
217,61,0,9,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
218,61,1,91,0.0,100.0,0,999,100,100,3,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
219,62,0,9,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
220,62,1,91,0.0,100.0,0,999,100,100,4,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
221,63,0,11,0.0,100.0,0,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
222,63,1,72,0.0,100.0,0,999,100,100,8,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
223,63,2,17,0.0,100.0,8,999,100,100,1,0,,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
224,5000,4,100,0.0,100.0,0,999,100,100,1,40,5001.0,,,-1,2024-07-23 00:22:27,2024-07-23 00:22:27
