id,rank,exp_total,act_max,friends_capacity,created_at,updated_at
35,35,158735,42,61,2021-11-17 00:25:21,2021-11-17 00:25:21
36,36,173870,44,62,2021-11-17 00:25:21,2021-11-17 00:25:21
37,37,189790,44,62,2021-11-17 00:25:21,2021-11-17 00:25:21
38,38,206495,44,62,2021-11-17 00:25:21,2021-11-17 00:25:21
39,39,223985,46,63,2021-11-17 00:25:21,2021-11-17 00:25:21
40,40,242260,46,63,2021-11-17 00:25:21,2021-11-17 00:25:21
41,41,261320,46,63,2021-11-17 00:25:21,2021-11-17 00:25:21
42,42,281165,48,64,2021-11-17 00:25:21,2021-11-17 00:25:21
43,43,301795,48,64,2021-11-17 00:25:21,2021-11-17 00:25:21
44,44,323210,48,64,2021-11-17 00:25:21,2021-11-17 00:25:21
45,45,345410,50,65,2021-11-17 00:25:21,2021-11-17 00:25:21
46,46,368395,50,65,2021-11-17 00:25:21,2021-11-17 00:25:21
47,47,392165,50,65,2021-11-17 00:25:21,2021-11-17 00:25:21
48,48,416720,52,66,2021-11-17 00:25:21,2021-11-17 00:25:21
49,49,442060,52,66,2021-11-17 00:25:21,2021-11-17 00:25:21
50,50,468185,57,66,2021-11-17 00:25:21,2021-11-17 00:25:21
51,51,495095,58,67,2021-11-17 00:25:21,2021-11-17 00:25:21
52,52,522790,58,67,2021-11-17 00:25:21,2021-11-17 00:25:21
53,53,551270,58,67,2021-11-17 00:25:21,2021-11-17 00:25:21
54,54,580535,59,68,2021-11-17 00:25:21,2021-11-17 00:25:21
55,55,610585,59,68,2021-11-17 00:25:21,2021-11-17 00:25:21
56,56,641420,59,68,2021-11-17 00:25:21,2021-11-17 00:25:21
57,57,673040,60,69,2021-11-17 00:25:21,2021-11-17 00:25:21
58,58,705445,60,69,2021-11-17 00:25:21,2021-11-17 00:25:21
59,59,738635,60,69,2021-11-17 00:25:21,2021-11-17 00:25:21
60,60,772610,61,70,2021-11-17 00:25:21,2021-11-17 00:25:21
61,61,807370,61,70,2021-11-17 00:25:21,2021-11-17 00:25:21
62,62,842915,61,70,2021-11-17 00:25:21,2021-11-17 00:25:21
63,63,879245,62,71,2021-11-17 00:25:21,2021-11-17 00:25:21
64,64,916360,62,71,2021-11-17 00:25:21,2021-11-17 00:25:21
65,65,954260,62,71,2021-11-17 00:25:21,2021-11-17 00:25:21
66,66,992945,63,72,2021-11-17 00:25:21,2021-11-17 00:25:21
67,67,1032415,63,72,2021-11-17 00:25:21,2021-11-17 00:25:21
68,68,1072670,63,72,2021-11-17 00:25:21,2021-11-17 00:25:21
69,69,1113710,64,73,2021-11-17 00:25:21,2021-11-17 00:25:21
70,70,1155535,64,73,2021-11-17 00:25:21,2021-11-17 00:25:21
71,71,1198145,64,73,2021-11-17 00:25:21,2021-11-17 00:25:21
72,72,1241540,65,74,2021-11-17 00:25:21,2021-11-17 00:25:21
73,73,1285720,65,74,2021-11-17 00:25:21,2021-11-17 00:25:21
74,74,1330685,65,74,2021-11-17 00:25:21,2021-11-17 00:25:21
75,75,1376435,66,75,2021-11-17 00:25:21,2021-11-17 00:25:21
76,76,1422970,66,75,2021-11-17 00:25:21,2021-11-17 00:25:21
77,77,1470290,66,75,2021-11-17 00:25:21,2021-11-17 00:25:21
78,78,1518395,67,76,2021-11-17 00:25:21,2021-11-17 00:25:21
79,79,1567285,67,76,2021-11-17 00:25:21,2021-11-17 00:25:21
80,80,1616960,67,76,2021-11-17 00:25:21,2021-11-17 00:25:21
81,81,1667420,68,77,2021-11-17 00:25:21,2021-11-17 00:25:21
82,82,1718665,68,77,2021-11-17 00:25:21,2021-11-17 00:25:21
83,83,1770695,68,77,2021-11-17 00:25:21,2021-11-17 00:25:21
84,84,1823510,69,78,2021-11-17 00:25:21,2021-11-17 00:25:21
85,85,1877110,69,78,2021-11-17 00:25:21,2021-11-17 00:25:21
86,86,1931495,69,78,2021-11-17 00:25:21,2021-11-17 00:25:21
87,87,1986665,70,79,2021-11-17 00:25:21,2021-11-17 00:25:21
88,88,2042620,70,79,2021-11-17 00:25:21,2021-11-17 00:25:21
89,89,2099360,70,79,2021-11-17 00:25:21,2021-11-17 00:25:21
90,90,2156885,71,80,2021-11-17 00:25:21,2021-11-17 00:25:21
91,91,2215195,71,80,2021-11-17 00:25:21,2021-11-17 00:25:21
92,92,2274290,71,80,2021-11-17 00:25:21,2021-11-17 00:25:21
93,93,2334170,72,81,2021-11-17 00:25:21,2021-11-17 00:25:21
94,94,2394835,72,81,2021-11-17 00:25:21,2021-11-17 00:25:21
95,95,2456285,72,81,2021-11-17 00:25:21,2021-11-17 00:25:21
96,96,2518520,73,82,2021-11-17 00:25:21,2021-11-17 00:25:21
97,97,2581540,73,82,2021-11-17 00:25:21,2021-11-17 00:25:21
98,98,2645345,73,82,2021-11-17 00:25:21,2021-11-17 00:25:21
99,99,2709935,75,83,2021-11-17 00:25:21,2021-11-17 00:25:21
100,100,2775310,80,83,2021-11-17 00:25:21,2021-11-17 00:25:21
101,101,2841480,80,83,2021-11-17 00:25:21,2021-11-17 00:25:21
102,102,2908455,81,84,2021-11-17 00:25:21,2021-11-17 00:25:21
103,103,2976245,81,84,2021-11-17 00:25:21,2021-11-17 00:25:21
104,104,3044860,81,84,2021-11-17 00:25:21,2021-11-17 00:25:21
105,105,3114310,81,85,2021-11-17 00:25:21,2021-11-17 00:25:21
106,106,3184605,82,85,2021-11-17 00:25:21,2021-11-17 00:25:21
107,107,3255755,82,85,2021-11-17 00:25:21,2021-11-17 00:25:21
108,108,3327770,82,86,2021-11-17 00:25:21,2021-11-17 00:25:21
109,109,3400660,82,86,2021-11-17 00:25:21,2021-11-17 00:25:21
110,110,3474435,83,86,2021-11-17 00:25:21,2021-11-17 00:25:21
111,111,3549105,83,87,2021-11-17 00:25:21,2021-11-17 00:25:21
112,112,3624680,83,87,2021-11-17 00:25:21,2021-11-17 00:25:21
113,113,3701170,83,87,2021-11-17 00:25:21,2021-11-17 00:25:21
114,114,3778585,84,88,2021-11-17 00:25:21,2021-11-17 00:25:21
115,115,3856935,84,88,2021-11-17 00:25:21,2021-11-17 00:25:21
116,116,3936230,84,88,2021-11-17 00:25:21,2021-11-17 00:25:21
117,117,4016480,84,89,2021-11-17 00:25:21,2021-11-17 00:25:21
118,118,4097695,85,89,2021-11-17 00:25:21,2021-11-17 00:25:21
119,119,4179885,85,89,2021-11-17 00:25:21,2021-11-17 00:25:21
120,120,4263060,85,90,2021-11-17 00:25:21,2021-11-17 00:25:21
121,121,4347230,85,90,2021-11-17 00:25:21,2021-11-17 00:25:21
122,122,4432405,86,90,2021-11-17 00:25:21,2021-11-17 00:25:21
123,123,4518595,86,91,2021-11-17 00:25:21,2021-11-17 00:25:21
124,124,4605810,86,91,2021-11-17 00:25:21,2021-11-17 00:25:21
125,125,4694060,89,91,2021-11-17 00:25:21,2021-11-17 00:25:21
126,126,4783355,90,92,2021-11-17 00:25:21,2021-11-17 00:25:21
127,127,4873705,90,92,2021-11-17 00:25:21,2021-11-17 00:25:21
128,128,4965120,90,92,2021-11-17 00:25:21,2021-11-17 00:25:21
129,129,5057610,90,93,2021-11-17 00:25:21,2021-11-17 00:25:21
130,130,5151185,91,93,2021-11-17 00:25:21,2021-11-17 00:25:21
131,131,5245855,91,93,2021-11-17 00:25:21,2021-11-17 00:25:21
132,132,5341630,91,94,2021-11-17 00:25:21,2021-11-17 00:25:21
133,133,5438520,91,94,2021-11-17 00:25:21,2021-11-17 00:25:21
134,134,5536535,92,94,2021-11-17 00:25:21,2021-11-17 00:25:21
135,135,5635685,92,95,2021-11-17 00:25:21,2021-11-17 00:25:21
136,136,5735980,92,95,2021-11-17 00:25:21,2021-11-17 00:25:21
137,137,5837430,92,95,2021-11-17 00:25:21,2021-11-17 00:25:21
138,138,5940045,93,96,2021-11-17 00:25:21,2021-11-17 00:25:21
139,139,6043835,93,96,2021-11-17 00:25:21,2021-11-17 00:25:21
140,140,6148810,93,96,2021-11-17 00:25:21,2021-11-17 00:25:21
141,141,6254980,93,97,2021-11-17 00:25:21,2021-11-17 00:25:21
142,142,6362355,94,97,2021-11-17 00:25:21,2021-11-17 00:25:21
143,143,6470945,94,97,2021-11-17 00:25:21,2021-11-17 00:25:21
144,144,6580760,94,98,2021-11-17 00:25:21,2021-11-17 00:25:21
145,145,6691810,94,98,2021-11-17 00:25:21,2021-11-17 00:25:21
146,146,6804105,95,98,2021-11-17 00:25:21,2021-11-17 00:25:21
147,147,6917655,95,99,2021-11-17 00:25:21,2021-11-17 00:25:21
148,148,7032470,95,99,2021-11-17 00:25:21,2021-11-17 00:25:21
149,149,7148560,95,99,2021-11-17 00:25:21,2021-11-17 00:25:21
150,150,7265935,100,100,2021-11-17 00:25:21,2021-11-17 00:25:21
151,151,7384605,101,100,2021-11-17 00:25:21,2021-11-17 00:25:21
152,152,7504580,101,100,2021-11-17 00:25:21,2021-11-17 00:25:21
153,153,7625870,101,100,2021-11-17 00:25:21,2021-11-17 00:25:21
154,154,7748485,101,100,2021-11-17 00:25:21,2021-11-17 00:25:21
155,155,7872435,102,100,2021-11-17 00:25:21,2021-11-17 00:25:21
156,156,7997730,102,100,2021-11-17 00:25:21,2021-11-17 00:25:21
157,157,8124380,102,100,2021-11-17 00:25:21,2021-11-17 00:25:21
158,158,8252395,102,100,2021-11-17 00:25:21,2021-11-17 00:25:21
159,159,8381785,103,100,2021-11-17 00:25:21,2021-11-17 00:25:21
160,160,8512560,103,100,2021-11-17 00:25:21,2021-11-17 00:25:21
161,161,8644730,103,100,2021-11-17 00:25:21,2021-11-17 00:25:21
162,162,8778305,103,100,2021-11-17 00:25:21,2021-11-17 00:25:21
163,163,8913295,104,100,2021-11-17 00:25:21,2021-11-17 00:25:21
164,164,9049710,104,100,2021-11-17 00:25:21,2021-11-17 00:25:21
165,165,9187560,104,100,2021-11-17 00:25:21,2021-11-17 00:25:21
166,166,9326855,104,100,2021-11-17 00:25:21,2021-11-17 00:25:21
167,167,9467605,105,100,2021-11-17 00:25:21,2021-11-17 00:25:21
168,168,9609820,105,100,2021-11-17 00:25:21,2021-11-17 00:25:21
169,169,9753510,105,100,2021-11-17 00:25:21,2021-11-17 00:25:21
170,170,9898685,105,100,2021-11-17 00:25:21,2021-11-17 00:25:21
171,171,10045355,106,100,2021-11-17 00:25:21,2021-11-17 00:25:21
172,172,10193530,106,100,2021-11-17 00:25:21,2021-11-17 00:25:21
173,173,10343220,106,100,2021-11-17 00:25:21,2021-11-17 00:25:21
174,174,10494435,106,100,2021-11-17 00:25:21,2021-11-17 00:25:21
175,175,10647185,107,100,2021-11-17 00:25:21,2021-11-17 00:25:21
176,176,10801480,107,100,2021-11-17 00:25:21,2021-11-17 00:25:21
177,177,10957330,107,100,2021-11-17 00:25:21,2021-11-17 00:25:21
178,178,11114745,107,100,2021-11-17 00:25:21,2021-11-17 00:25:21
179,179,11273735,108,100,2021-11-17 00:25:21,2021-11-17 00:25:21
180,180,11434310,108,100,2021-11-17 00:25:21,2021-11-17 00:25:21
181,181,11596480,108,100,2021-11-17 00:25:21,2021-11-17 00:25:21
182,182,11760255,108,100,2021-11-17 00:25:21,2021-11-17 00:25:21
183,183,11925645,109,100,2021-11-17 00:25:21,2021-11-17 00:25:21
184,184,12092660,109,100,2021-11-17 00:25:21,2021-11-17 00:25:21
185,185,12261310,109,100,2021-11-17 00:25:21,2021-11-17 00:25:21
186,186,12431605,109,100,2021-11-17 00:25:21,2021-11-17 00:25:21
187,187,12603555,110,100,2021-11-17 00:25:21,2021-11-17 00:25:21
188,188,12777170,110,100,2021-11-17 00:25:21,2021-11-17 00:25:21
189,189,12952460,110,100,2021-11-17 00:25:21,2021-11-17 00:25:21
190,190,13129435,110,100,2021-11-17 00:25:21,2021-11-17 00:25:21
191,191,13308105,111,100,2021-11-17 00:25:21,2021-11-17 00:25:21
192,192,13488480,111,100,2021-11-17 00:25:21,2021-11-17 00:25:21
193,193,13670570,111,100,2021-11-17 00:25:21,2021-11-17 00:25:21
194,194,13854385,111,100,2021-11-17 00:25:21,2021-11-17 00:25:21
195,195,14039935,112,100,2021-11-17 00:25:21,2021-11-17 00:25:21
196,196,14227230,112,100,2021-11-17 00:25:21,2021-11-17 00:25:21
197,197,14416280,112,100,2021-11-17 00:25:21,2021-11-17 00:25:21
198,198,14607095,112,100,2021-11-17 00:25:21,2021-11-17 00:25:21
199,199,14799685,113,100,2021-11-17 00:25:21,2021-11-17 00:25:21
200,200,14994060,118,100,2021-11-17 00:25:21,2021-11-17 00:25:21
201,201,15190230,118,100,2021-11-17 00:25:21,2021-11-17 00:25:21
202,202,15388205,118,100,2021-11-17 00:25:21,2021-11-17 00:25:21
203,203,15587995,118,100,2021-11-17 00:25:21,2021-11-17 00:25:21
204,204,15789610,118,100,2021-11-17 00:25:21,2021-11-17 00:25:21
205,205,15993060,119,100,2021-11-17 00:25:21,2021-11-17 00:25:21
206,206,16198355,119,100,2021-11-17 00:25:21,2021-11-17 00:25:21
207,207,16405505,119,100,2021-11-17 00:25:21,2021-11-17 00:25:21
208,208,16614520,119,100,2021-11-17 00:25:21,2021-11-17 00:25:21
209,209,16825410,119,100,2021-11-17 00:25:21,2021-11-17 00:25:21
210,210,17038185,120,100,2021-11-17 00:25:21,2021-11-17 00:25:21
211,211,17252855,120,100,2021-11-17 00:25:21,2021-11-17 00:25:21
212,212,17469430,120,100,2021-11-17 00:25:21,2021-11-17 00:25:21
213,213,17687920,120,100,2021-11-17 00:25:21,2021-11-17 00:25:21
214,214,17908335,120,100,2021-11-17 00:25:21,2021-11-17 00:25:21
215,215,18130685,121,100,2021-11-17 00:25:21,2021-11-17 00:25:21
216,216,18354980,121,100,2021-11-17 00:25:21,2021-11-17 00:25:21
217,217,18581230,121,100,2021-11-17 00:25:21,2021-11-17 00:25:21
218,218,18809445,121,100,2021-11-17 00:25:21,2021-11-17 00:25:21
219,219,19039635,121,100,2021-11-17 00:25:21,2021-11-17 00:25:21
220,220,19271810,122,100,2021-11-17 00:25:21,2021-11-17 00:25:21
221,221,19505980,122,100,2021-11-17 00:25:21,2021-11-17 00:25:21
222,222,19742155,122,100,2021-11-17 00:25:21,2021-11-17 00:25:21
223,223,19980345,122,100,2021-11-17 00:25:21,2021-11-17 00:25:21
224,224,20220560,122,100,2021-11-17 00:25:21,2021-11-17 00:25:21
225,225,20462810,123,100,2021-11-17 00:25:21,2021-11-17 00:25:21
226,226,20707105,123,100,2021-11-17 00:25:21,2021-11-17 00:25:21
227,227,20953455,123,100,2021-11-17 00:25:21,2021-11-17 00:25:21
228,228,21201870,123,100,2021-11-17 00:25:21,2021-11-17 00:25:21
229,229,21452360,123,100,2021-11-17 00:25:21,2021-11-17 00:25:21
230,230,21704935,124,100,2021-11-17 00:25:21,2021-11-17 00:25:21
231,231,21959605,124,100,2021-11-17 00:25:21,2021-11-17 00:25:21
232,232,22216380,124,100,2021-11-17 00:25:21,2021-11-17 00:25:21
233,233,22475270,124,100,2021-11-17 00:25:21,2021-11-17 00:25:21
234,234,22736285,124,100,2021-11-17 00:25:21,2021-11-17 00:25:21
235,235,22999435,125,100,2021-11-17 00:25:21,2021-11-17 00:25:21
236,236,23264730,125,100,2021-11-17 00:25:21,2021-11-17 00:25:21
237,237,23532180,125,100,2021-11-17 00:25:21,2021-11-17 00:25:21
238,238,23801795,125,100,2021-11-17 00:25:21,2021-11-17 00:25:21
239,239,24073585,125,100,2021-11-17 00:25:21,2021-11-17 00:25:21
240,240,24347560,126,100,2021-11-17 00:25:21,2021-11-17 00:25:21
241,241,24623730,126,100,2021-11-17 00:25:21,2021-11-17 00:25:21
242,242,24902105,126,100,2021-11-17 00:25:21,2021-11-17 00:25:21
243,243,25182695,126,100,2021-11-17 00:25:21,2021-11-17 00:25:21
244,244,25465510,126,100,2021-11-17 00:25:21,2021-11-17 00:25:21
245,245,25750560,127,100,2021-11-17 00:25:21,2021-11-17 00:25:21
246,246,26037855,127,100,2021-11-17 00:25:21,2021-11-17 00:25:21
247,247,26327405,127,100,2021-11-17 00:25:21,2021-11-17 00:25:21
248,248,26619220,127,100,2021-11-17 00:25:21,2021-11-17 00:25:21
249,249,26913310,127,100,2021-11-17 00:25:21,2021-11-17 00:25:21
250,250,27209685,128,100,2021-11-17 00:25:21,2021-11-17 00:25:21
251,251,27508355,128,100,2021-11-17 00:25:21,2021-11-17 00:25:21
252,252,27809330,128,100,2021-11-17 00:25:21,2021-11-17 00:25:21
253,253,28112620,128,100,2021-11-17 00:25:21,2021-11-17 00:25:21
254,254,28418235,128,100,2021-11-17 00:25:21,2021-11-17 00:25:21
255,255,28726185,129,100,2021-11-17 00:25:21,2021-11-17 00:25:21
256,256,29036480,129,100,2021-11-17 00:25:21,2021-11-17 00:25:21
257,257,29349130,129,100,2021-11-17 00:25:21,2021-11-17 00:25:21
258,258,29664145,129,100,2021-11-17 00:25:21,2021-11-17 00:25:21
259,259,29981535,129,100,2021-11-17 00:25:21,2021-11-17 00:25:21
260,260,30301310,130,100,2021-11-17 00:25:21,2021-11-17 00:25:21
261,261,30623480,130,100,2021-11-17 00:25:21,2021-11-17 00:25:21
262,262,30948055,130,100,2021-11-17 00:25:21,2021-11-17 00:25:21
263,263,31275045,130,100,2021-11-17 00:25:21,2021-11-17 00:25:21
264,264,31604460,130,100,2021-11-17 00:25:21,2021-11-17 00:25:21
265,265,31936310,131,100,2021-11-17 00:25:21,2021-11-17 00:25:21
266,266,32270605,131,100,2021-11-17 00:25:21,2021-11-17 00:25:21
267,267,32607355,131,100,2021-11-17 00:25:21,2021-11-17 00:25:21
268,268,32946570,131,100,2021-11-17 00:25:21,2021-11-17 00:25:21
269,269,33288260,131,100,2021-11-17 00:25:21,2021-11-17 00:25:21
270,270,33632435,132,100,2021-11-17 00:25:21,2021-11-17 00:25:21
271,271,33979105,132,100,2021-11-17 00:25:21,2021-11-17 00:25:21
272,272,34328280,132,100,2021-11-17 00:25:21,2021-11-17 00:25:21
273,273,34679970,132,100,2021-11-17 00:25:21,2021-11-17 00:25:21
274,274,35034185,132,100,2021-11-17 00:25:21,2021-11-17 00:25:21
275,275,35390935,133,100,2021-11-17 00:25:21,2021-11-17 00:25:21
276,276,35750230,133,100,2021-11-17 00:25:21,2021-11-17 00:25:21
277,277,36112080,133,100,2021-11-17 00:25:21,2021-11-17 00:25:21
278,278,36476495,133,100,2021-11-17 00:25:21,2021-11-17 00:25:21
279,279,36843485,133,100,2021-11-17 00:25:21,2021-11-17 00:25:21
280,280,37213060,134,100,2021-11-17 00:25:21,2021-11-17 00:25:21
281,281,37585230,134,100,2021-11-17 00:25:21,2021-11-17 00:25:21
282,282,37960005,134,100,2021-11-17 00:25:21,2021-11-17 00:25:21
283,283,38337395,134,100,2021-11-17 00:25:21,2021-11-17 00:25:21
284,284,38717410,134,100,2021-11-17 00:25:21,2021-11-17 00:25:21
285,285,39100060,135,100,2021-11-17 00:25:21,2021-11-17 00:25:21
286,286,39485355,135,100,2021-11-17 00:25:21,2021-11-17 00:25:21
287,287,39873305,135,100,2021-11-17 00:25:21,2021-11-17 00:25:21
288,288,40263920,135,100,2021-11-17 00:25:21,2021-11-17 00:25:21
289,289,40657210,135,100,2021-11-17 00:25:21,2021-11-17 00:25:21
290,290,41053185,136,100,2021-11-17 00:25:21,2021-11-17 00:25:21
291,291,41451855,136,100,2021-11-17 00:25:21,2021-11-17 00:25:21
292,292,41853230,136,100,2021-11-17 00:25:21,2021-11-17 00:25:21
293,293,42257320,136,100,2021-11-17 00:25:21,2021-11-17 00:25:21
294,294,42664135,136,100,2021-11-17 00:25:21,2021-11-17 00:25:21
295,295,43073685,137,100,2021-11-17 00:25:21,2021-11-17 00:25:21
296,296,43485980,137,100,2021-11-17 00:25:21,2021-11-17 00:25:21
297,297,43901030,137,100,2021-11-17 00:25:21,2021-11-17 00:25:21
298,298,44318845,137,100,2021-11-17 00:25:21,2021-11-17 00:25:21
299,299,44739435,137,100,2021-11-17 00:25:21,2021-11-17 00:25:21
300,300,45162810,140,100,2021-11-17 00:25:21,2021-11-17 00:25:21
301,301,45588980,140,100,2021-11-17 00:25:21,2021-11-17 00:25:21
302,302,46017955,140,100,2021-11-17 00:25:21,2021-11-17 00:25:21
303,303,46449745,140,100,2021-11-17 00:25:21,2021-11-17 00:25:21
304,304,46884360,140,100,2021-11-17 00:25:21,2021-11-17 00:25:21
305,305,47321810,141,100,2021-11-17 00:25:21,2021-11-17 00:25:21
306,306,47762105,141,100,2021-11-17 00:25:21,2021-11-17 00:25:21
307,307,48205255,141,100,2021-11-17 00:25:21,2021-11-17 00:25:21
308,308,48651270,141,100,2021-11-17 00:25:21,2021-11-17 00:25:21
309,309,49100160,141,100,2021-11-17 00:25:21,2021-11-17 00:25:21
310,310,49551935,142,100,2021-11-17 00:25:21,2021-11-17 00:25:21
311,311,50006605,142,100,2021-11-17 00:25:21,2021-11-17 00:25:21
312,312,50464180,142,100,2021-11-17 00:25:21,2021-11-17 00:25:21
313,313,50924670,142,100,2021-11-17 00:25:21,2021-11-17 00:25:21
314,314,51388085,142,100,2021-11-17 00:25:21,2021-11-17 00:25:21
315,315,51854435,143,100,2021-11-17 00:25:21,2021-11-17 00:25:21
316,316,52323730,143,100,2021-11-17 00:25:21,2021-11-17 00:25:21
317,317,52795980,143,100,2021-11-17 00:25:21,2021-11-17 00:25:21
318,318,53271195,143,100,2021-11-17 00:25:21,2021-11-17 00:25:21
319,319,53749385,143,100,2021-11-17 00:25:21,2021-11-17 00:25:21
320,320,54230560,144,100,2021-11-17 00:25:21,2021-11-17 00:25:21
321,321,54714730,144,100,2021-11-17 00:25:21,2021-11-17 00:25:21
322,322,55201905,144,100,2021-11-17 00:25:21,2021-11-17 00:25:21
323,323,55692095,144,100,2021-11-17 00:25:21,2021-11-17 00:25:21
324,324,56185310,144,100,2021-11-17 00:25:21,2021-11-17 00:25:21
325,325,56681560,145,100,2021-11-17 00:25:21,2021-11-17 00:25:21
326,326,57180855,145,100,2021-11-17 00:25:21,2021-11-17 00:25:21
327,327,57683205,145,100,2021-11-17 00:25:21,2021-11-17 00:25:21
328,328,58188620,145,100,2021-11-17 00:25:21,2021-11-17 00:25:21
329,329,58697110,145,100,2021-11-17 00:25:21,2021-11-17 00:25:21
330,330,59208685,146,100,2021-11-17 00:25:21,2021-11-17 00:25:21
331,331,59723355,146,100,2021-11-17 00:25:21,2021-11-17 00:25:21
332,332,60241130,146,100,2021-11-17 00:25:21,2021-11-17 00:25:21
333,333,60762020,146,100,2021-11-17 00:25:21,2021-11-17 00:25:21
334,334,61286035,146,100,2021-11-17 00:25:21,2021-11-17 00:25:21
335,335,61813185,147,100,2021-11-17 00:25:21,2021-11-17 00:25:21
336,336,62343480,147,100,2021-11-17 00:25:21,2021-11-17 00:25:21
337,337,62876930,147,100,2021-11-17 00:25:21,2021-11-17 00:25:21
338,338,63413545,147,100,2021-11-17 00:25:21,2021-11-17 00:25:21
339,339,63953335,147,100,2021-11-17 00:25:21,2021-11-17 00:25:21
340,340,64496310,148,100,2021-11-17 00:25:21,2021-11-17 00:25:21
341,341,65042480,148,100,2021-11-17 00:25:21,2021-11-17 00:25:21
342,342,65591855,148,100,2021-11-17 00:25:21,2021-11-17 00:25:21
343,343,66144445,148,100,2021-11-17 00:25:21,2021-11-17 00:25:21
344,344,66700260,148,100,2021-11-17 00:25:21,2021-11-17 00:25:21
345,345,67259310,149,100,2021-11-17 00:25:21,2021-11-17 00:25:21
346,346,67821605,149,100,2021-11-17 00:25:21,2021-11-17 00:25:21
347,347,68387155,149,100,2021-11-17 00:25:21,2021-11-17 00:25:21
348,348,68955970,149,100,2021-11-17 00:25:21,2021-11-17 00:25:21
349,349,69528060,149,100,2021-11-17 00:25:21,2021-11-17 00:25:21
350,350,70103435,150,100,2021-11-17 00:25:21,2021-11-17 00:25:21
351,351,70682105,150,100,2021-11-17 00:25:21,2021-11-17 00:25:21
352,352,71264080,150,100,2021-11-17 00:25:21,2021-11-17 00:25:21
353,353,71849370,150,100,2021-11-17 00:25:21,2021-11-17 00:25:21
354,354,72437985,150,100,2021-11-17 00:25:21,2021-11-17 00:25:21
355,355,73029935,151,100,2021-11-17 00:25:21,2021-11-17 00:25:21
356,356,73625230,151,100,2021-11-17 00:25:21,2021-11-17 00:25:21
357,357,74223880,151,100,2021-11-17 00:25:21,2021-11-17 00:25:21
358,358,74825895,151,100,2021-11-17 00:25:21,2021-11-17 00:25:21
359,359,75431285,151,100,2021-11-17 00:25:21,2021-11-17 00:25:21
360,360,76040060,152,100,2021-11-17 00:25:21,2021-11-17 00:25:21
361,361,76652230,152,100,2021-11-17 00:25:21,2021-11-17 00:25:21
362,362,77267805,152,100,2021-11-17 00:25:21,2021-11-17 00:25:21
363,363,77886795,152,100,2021-11-17 00:25:21,2021-11-17 00:25:21
364,364,78509210,152,100,2021-11-17 00:25:21,2021-11-17 00:25:21
365,365,79135060,153,100,2021-11-17 00:25:21,2021-11-17 00:25:21
366,366,79764355,153,100,2021-11-17 00:25:21,2021-11-17 00:25:21
367,367,80397105,153,100,2021-11-17 00:25:21,2021-11-17 00:25:21
368,368,81033320,153,100,2021-11-17 00:25:21,2021-11-17 00:25:21
